1712599090467861761 ('EPT', 'ASK') 1 5255 -754
[CANCELLED] 1712599104382940822 ('DLO', 'ASK')
[CANCELLED] 1712599104382940823 ('MKU', 'BID')
[CANCELLED] 1712599104382940826 ('IGM', 'ASK')
[CANCELLED] 1712599104382940827 ('BRV', 'BID')
[REJECTED] 1712599104382940830 ('EPT', 'BID')
[REJECTED] 1712599104382940831 ('EPT', 'ASK')
1712599104382940832 ('DLO', 'ASK') 6 5242 0
1712599104382940833 ('MKU', 'BID') 2 4556 3
1712599104382940838 ('BRV', 'ASK') 1 4959 -13
[REJECTED] 1712599104382940839 ('EPT', 'BID')
1712599104382940836 ('IGM', 'ASK') 2 5322 0
1712599104382940834 ('MKU', 'ASK') 1 4563 0
[CANCELLED] 1712599104382940835 ('IGM', 'BID')
[CANCELLED] 1712599104382940837 ('BRV', 'BID')
[REJECTED] 1712599104382940840 ('EPT', 'BID')
[REJECTED] 1712599104382940841 ('EPT', 'ASK')
1712599104382940842 ('DLO', 'BID') 1 5239 0
1712599104382940845 ('MKU', 'ASK') 1 4587 -6
1712599104382940847 ('IGM', 'ASK') 1 5363 -17
[REJECTED] 1712599104382940850 ('EPT', 'BID')
1712599104382940848 ('BRV', 'BID') 3 4976 0
1712599104382940849 ('BRV', 'ASK') 1 4980 0
[CANCELLED] 1712599104382940843 ('DLO', 'ASK')
[CANCELLED] 1712599104382940844 ('MKU', 'BID')
[CANCELLED] 1712599104382940846 ('IGM', 'BID')
[REJECTED] 1712599104382940851 ('EPT', 'BID')
[REJECTED] 1712599104382940852 ('EPT', 'ASK')
1712599104382940858 ('IGM', 'ASK') 1 5398 -13
1712599104382940855 ('MKU', 'BID') 2 4588 0
[REJECTED] 1712599104382940861 ('EPT', 'BID')
1712599104382940860 ('BRV', 'ASK') 1 4970 0
1712599104382940853 ('DLO', 'BID') 1 5234 0
[CANCELLED] 1712599104382940854 ('DLO', 'ASK')
[CANCELLED] 1712599104382940856 ('MKU', 'ASK')
[CANCELLED] 1712599104382940857 ('IGM', 'BID')
[CANCELLED] 1712599104382940859 ('BRV', 'BID')
[REJECTED] 1712599104382940862 ('EPT', 'BID')
[REJECTED] 1712599104382940863 ('EPT', 'ASK')
1712599104382940865 ('DLO', 'ASK') 3 5239 -8
1712599104382940866 ('MKU', 'BID') 1 4536 12
1712599104382940868 ('IGM', 'BID') 4 5399 16
1712599104382940871 ('BRV', 'ASK') 1 5027 -6
[REJECTED] 1712599104382940872 ('EPT', 'BID')
1712599104382940870 ('BRV', 'BID') 2 5017 0
1712599104382940867 ('MKU', 'ASK') 2 4557 0
[CANCELLED] 1712599104382940864 ('DLO', 'BID')
[CANCELLED] 1712599104382940869 ('IGM', 'ASK')
[REJECTED] 1712599104382940873 ('EPT', 'BID')
[REJECTED] 1712599104382940874 ('EPT', 'ASK')
1712599104382940878 ('MKU', 'ASK') 1 4549 -1
1712599104382940879 ('IGM', 'BID') 1 5359 6
1712599104382940881 ('BRV', 'BID') 1 5022 5
[REJECTED] 1712599104382940883 ('EPT', 'BID')
[CANCELLED] 1712599104382940875 ('DLO', 'BID')
[CANCELLED] 1712599104382940876 ('DLO', 'ASK')
[CANCELLED] 1712599104382940877 ('MKU', 'BID')
[CANCELLED] 1712599104382940880 ('IGM', 'ASK')
[CANCELLED] 1712599104382940882 ('BRV', 'ASK')
[REJECTED] 1712599104382940884 ('EPT', 'BID')
[REJECTED] 1712599104382940885 ('EPT', 'ASK')
1712599104382940886 ('DLO', 'BID') 3 5237 8
1712599104382940889 ('MKU', 'ASK') 1 4576 -7
1712599104382940890 ('IGM', 'BID') 1 5331 19
1712599104382940892 ('BRV', 'BID') 1 4986 3
[REJECTED] 1712599104382940894 ('EPT', 'BID')
1712599104382940888 ('MKU', 'BID') 2 4565 0
[CANCELLED] 1712599104382940887 ('DLO', 'ASK')
[CANCELLED] 1712599104382940891 ('IGM', 'ASK')
[CANCELLED] 1712599104382940893 ('BRV', 'ASK')
[REJECTED] 1712599104382940895 ('EPT', 'BID')
[REJECTED] 1712599104382940896 ('EPT', 'ASK')
1712599104382940899 ('MKU', 'BID') 3 4549 17
1712599104382940901 ('IGM', 'BID') 1 5267 22
1712599104382940903 ('BRV', 'BID') 1 4911 38
[REJECTED] 1712599104382940905 ('EPT', 'BID')
1712599104382940898 ('DLO', 'ASK') 3 5234 0
1712599104382940900 ('MKU', 'ASK') 1 4570 0
1712599104382940902 ('IGM', 'ASK') 4 5293 0
[CANCELLED] 1712599104382940897 ('DLO', 'BID')
[CANCELLED] 1712599104382940904 ('BRV', 'ASK')
[REJECTED] 1712599104382940906 ('EPT', 'BID')
[REJECTED] 1712599104382940907 ('EPT', 'ASK')
1712599104382940909 ('DLO', 'ASK') 1 5248 0
1712599104382940913 ('IGM', 'ASK') 5 5257 -5
1712599104382940914 ('BRV', 'BID') 1 4851 7
[REJECTED] 1712599104382940916 ('EPT', 'BID')
1712599104382940910 ('MKU', 'BID') 1 4586 0
1712599104382940911 ('MKU', 'ASK') 1 4596 0
[CANCELLED] 1712599104382940908 ('DLO', 'BID')
[CANCELLED] 1712599104382940912 ('IGM', 'BID')
[CANCELLED] 1712599104382940915 ('BRV', 'ASK')
[REJECTED] 1712599104382940917 ('EPT', 'BID')
[REJECTED] 1712599104382940918 ('EPT', 'ASK')
1712599104382940920 ('DLO', 'ASK') 1 5257 -2
1712599104382940922 ('MKU', 'ASK') 1 4588 -11
1712599104382940924 ('IGM', 'ASK') 1 5314 0
1712599104382940926 ('BRV', 'ASK') 5 4872 -18
[REJECTED] 1712599104382940927 ('EPT', 'BID')
1712599104382940921 ('MKU', 'BID') 1 4568 0
[CANCELLED] 1712599104382940919 ('DLO', 'BID')
[CANCELLED] 1712599104382940923 ('IGM', 'BID')
[CANCELLED] 1712599104382940925 ('BRV', 'BID')
[REJECTED] 1712599104382940928 ('EPT', 'BID')
[REJECTED] 1712599104382940929 ('EPT', 'ASK')
1712599104382940930 ('DLO', 'BID') 4 5244 8
1712599104382940932 ('MKU', 'BID') 2 4546 28
[REJECTED] 1712599104382940938 ('EPT', 'BID')
1712599104382940937 ('BRV', 'ASK') 1 4901 0
1712599104382940935 ('IGM', 'ASK') 1 5319 0
[CANCELLED] 1712599104382940931 ('DLO', 'ASK')
[CANCELLED] 1712599104382940933 ('MKU', 'ASK')
[CANCELLED] 1712599104382940934 ('IGM', 'BID')
[CANCELLED] 1712599104382940936 ('BRV', 'BID')
[REJECTED] 1712599104382940939 ('EPT', 'BID')
[REJECTED] 1712599104382940940 ('EPT', 'ASK')
1712599104382940943 ('MKU', 'BID') 1 4542 10
1712599104382940946 ('IGM', 'ASK') 1 5362 -12
1712599104382940948 ('BRV', 'ASK') 1 4931 -8
[REJECTED] 1712599104382940949 ('EPT', 'BID')
1712599104382940947 ('BRV', 'BID') 3 4921 0
1712599104382940941 ('DLO', 'BID') 1 5244 0
[CANCELLED] 1712599104382940942 ('DLO', 'ASK')
[CANCELLED] 1712599104382940944 ('MKU', 'ASK')
[CANCELLED] 1712599104382940945 ('IGM', 'BID')
[REJECTED] 1712599104382940950 ('EPT', 'BID')
[REJECTED] 1712599104382940951 ('EPT', 'ASK')
1712599104382940952 ('DLO', 'BID') 2 5245 2
1712599104382940954 ('MKU', 'BID') 1 4485 18
1712599104382940956 ('IGM', 'BID') 5 5349 19
1712599104382940958 ('BRV', 'BID') 1 4909 24
[REJECTED] 1712599104382940960 ('EPT', 'BID')
[CANCELLED] 1712599104382940953 ('DLO', 'ASK')
[CANCELLED] 1712599104382940955 ('MKU', 'ASK')
[CANCELLED] 1712599104382940957 ('IGM', 'ASK')
[CANCELLED] 1712599104382940959 ('BRV', 'ASK')
[REJECTED] 1712599104382940961 ('EPT', 'BID')
[REJECTED] 1712599104382940962 ('EPT', 'ASK')
1712599104382940963 ('DLO', 'BID') 1 5218 2
1712599104382940970 ('BRV', 'ASK') 2 4913 -2
[REJECTED] 1712599104382940971 ('EPT', 'BID')
1712599104382940966 ('MKU', 'ASK') 4 4483 0
1712599104382940964 ('DLO', 'ASK') 4 5229 0
[CANCELLED] 1712599104382940965 ('MKU', 'BID')
[CANCELLED] 1712599104382940967 ('IGM', 'BID')
[CANCELLED] 1712599104382940968 ('IGM', 'ASK')
[CANCELLED] 1712599104382940969 ('BRV', 'BID')
[REJECTED] 1712599104382940972 ('EPT', 'BID')
[REJECTED] 1712599104382940973 ('EPT', 'ASK')
1712599104382940975 ('DLO', 'ASK') 1 5244 0
1712599104382940977 ('MKU', 'ASK') 1 4537 -25
1712599104382940981 ('BRV', 'ASK') 1 4969 -37
[REJECTED] 1712599104382940982 ('EPT', 'BID')
1712599104382940979 ('IGM', 'ASK') 3 5346 0
[CANCELLED] 1712599104382940974 ('DLO', 'BID')
[CANCELLED] 1712599104382940976 ('MKU', 'BID')
[CANCELLED] 1712599104382940978 ('IGM', 'BID')
[CANCELLED] 1712599104382940980 ('BRV', 'BID')
[REJECTED] 1712599104382940983 ('EPT', 'BID')
[REJECTED] 1712599104382940984 ('EPT', 'ASK')
1712599104382940986 ('DLO', 'ASK') 1 5264 -5
1712599104382940987 ('MKU', 'BID') 3 4563 2
1712599104382940990 ('IGM', 'ASK') 1 5371 -12
1712599104382940991 ('BRV', 'BID') 3 5006 4
[REJECTED] 1712599104382940993 ('EPT', 'BID')
[CANCELLED] 1712599104382940985 ('DLO', 'BID')
[CANCELLED] 1712599104382940988 ('MKU', 'ASK')
[CANCELLED] 1712599104382940989 ('IGM', 'BID')
[CANCELLED] 1712599104382940992 ('BRV', 'ASK')
[REJECTED] 1712599104382940994 ('EPT', 'BID')
[REJECTED] 1712599104382940995 ('EPT', 'ASK')
[REJECTED] 1712599104382941004 ('EPT', 'BID')
1712599104382941000 ('IGM', 'BID') 4 5400 0
1712599104382940996 ('DLO', 'BID') 3 5265 0
1712599104382940999 ('MKU', 'ASK') 2 4548 0
1712599104382941002 ('BRV', 'BID') 1 4994 0
[CANCELLED] 1712599104382940997 ('DLO', 'ASK')
[CANCELLED] 1712599104382940998 ('MKU', 'BID')
[CANCELLED] 1712599104382941001 ('IGM', 'ASK')
[CANCELLED] 1712599104382941003 ('BRV', 'ASK')
[REJECTED] 1712599104382941005 ('EPT', 'BID')
[REJECTED] 1712599104382941006 ('EPT', 'ASK')
1712599104382941010 ('MKU', 'ASK') 1 4570 -8
1712599104382941013 ('BRV', 'BID') 2 4977 18
[REJECTED] 1712599104382941015 ('EPT', 'BID')
1712599104382941007 ('DLO', 'BID') 1 5258 0
1712599104382941011 ('IGM', 'BID') 1 5357 0
1712599104382941009 ('MKU', 'BID') 2 4558 0
[CANCELLED] 1712599104382941008 ('DLO', 'ASK')
[CANCELLED] 1712599104382941012 ('IGM', 'ASK')
[CANCELLED] 1712599104382941014 ('BRV', 'ASK')
[REJECTED] 1712599104382941016 ('EPT', 'BID')
[REJECTED] 1712599104382941017 ('EPT', 'ASK')
1712599104382941019 ('DLO', 'ASK') 3 5264 -2
1712599104382941020 ('MKU', 'BID') 1 4555 19
1712599104382941022 ('IGM', 'BID') 1 5301 39
[REJECTED] 1712599104382941026 ('EPT', 'BID')
1712599104382941024 ('BRV', 'BID') 1 4946 0
1712599104382941018 ('DLO', 'BID') 1 5256 0
[CANCELLED] 1712599104382941021 ('MKU', 'ASK')
[CANCELLED] 1712599104382941023 ('IGM', 'ASK')
[CANCELLED] 1712599104382941025 ('BRV', 'ASK')
[REJECTED] 1712599104382941027 ('EPT', 'BID')
[REJECTED] 1712599104382941028 ('EPT', 'ASK')
[REJECTED] 1712599104382941037 ('EPT', 'BID')
1712599104382941036 ('BRV', 'ASK') 5 4899 0
1712599104382941032 ('MKU', 'ASK') 2 4576 0
1712599104382941034 ('IGM', 'ASK') 4 5315 0
[CANCELLED] 1712599104382941029 ('DLO', 'BID')
[CANCELLED] 1712599104382941030 ('DLO', 'ASK')
[CANCELLED] 1712599104382941031 ('MKU', 'BID')
[CANCELLED] 1712599104382941033 ('IGM', 'BID')
[CANCELLED] 1712599104382941035 ('BRV', 'BID')
[REJECTED] 1712599104382941038 ('EPT', 'BID')
[REJECTED] 1712599104382941039 ('EPT', 'ASK')
1712599104382941042 ('MKU', 'BID') 2 4573 3
1712599104382941045 ('IGM', 'ASK') 5 5343 -24
1712599104382941047 ('BRV', 'ASK') 1 4994 -37
[REJECTED] 1712599104382941048 ('EPT', 'BID')
1712599104382941040 ('DLO', 'BID') 2 5254 0
[CANCELLED] 1712599104382941041 ('DLO', 'ASK')
[CANCELLED] 1712599104382941043 ('MKU', 'ASK')
[CANCELLED] 1712599104382941044 ('IGM', 'BID')
[CANCELLED] 1712599104382941046 ('BRV', 'BID')
[REJECTED] 1712599104382941049 ('EPT', 'BID')
[REJECTED] 1712599104382941050 ('EPT', 'ASK')
1712599104382941053 ('MKU', 'BID') 1 4536 10
1712599104382941057 ('BRV', 'BID') 3 5004 4
1712599104382941051 ('DLO', 'BID') 1 5244 0
[REJECTED] 1712599104382941059 ('EPT', 'BID')
1712599104382941055 ('IGM', 'BID') 3 5362 0
1712599104382941052 ('DLO', 'ASK') 3 5253 0
[CANCELLED] 1712599104382941054 ('MKU', 'ASK')
[CANCELLED] 1712599104382941056 ('IGM', 'ASK')
[CANCELLED] 1712599104382941058 ('BRV', 'ASK')
[REJECTED] 1712599104382941060 ('EPT', 'BID')
[REJECTED] 1712599104382941061 ('EPT', 'ASK')
1712599104382941064 ('MKU', 'BID') 1 4532 1
1712599104382941066 ('IGM', 'BID') 1 5319 11
1712599104382941069 ('BRV', 'ASK') 2 5003 -4
[REJECTED] 1712599104382941070 ('EPT', 'BID')
1712599104382941063 ('DLO', 'ASK') 1 5270 0
[CANCELLED] 1712599104382941062 ('DLO', 'BID')
[CANCELLED] 1712599104382941065 ('MKU', 'ASK')
[CANCELLED] 1712599104382941067 ('IGM', 'ASK')
[CANCELLED] 1712599104382941068 ('BRV', 'BID')
[REJECTED] 1712599104382941071 ('EPT', 'BID')
[REJECTED] 1712599104382941072 ('EPT', 'ASK')
1712599104382941078 ('IGM', 'ASK') 3 5311 -8
1712599104382941080 ('BRV', 'ASK') 1 5069 -10
[REJECTED] 1712599104382941081 ('EPT', 'BID')
1712599104382941075 ('MKU', 'BID') 1 4511 0
1712599104382941073 ('DLO', 'BID') 2 5278 0
1712599104382941079 ('BRV', 'BID') 2 5055 0
[CANCELLED] 1712599104382941074 ('DLO', 'ASK')
[CANCELLED] 1712599104382941076 ('MKU', 'ASK')
[CANCELLED] 1712599104382941077 ('IGM', 'BID')
[REJECTED] 1712599104382941082 ('EPT', 'BID')
[REJECTED] 1712599104382941083 ('EPT', 'ASK')
1712599104382941086 ('MKU', 'BID') 1 4480 17
1712599104382941088 ('IGM', 'BID') 2 5309 3
1712599104382941090 ('BRV', 'BID') 1 5006 34
[REJECTED] 1712599104382941092 ('EPT', 'BID')
1712599104382941089 ('IGM', 'ASK') 1 5316 0
1712599104382941084 ('DLO', 'BID') 1 5272 0
[CANCELLED] 1712599104382941085 ('DLO', 'ASK')
[CANCELLED] 1712599104382941087 ('MKU', 'ASK')
[CANCELLED] 1712599104382941091 ('BRV', 'ASK')
[REJECTED] 1712599104382941093 ('EPT', 'BID')
[REJECTED] 1712599104382941094 ('EPT', 'ASK')
1712599104382941095 ('DLO', 'BID') 1 5272 3
1712599104382941101 ('BRV', 'BID') 1 4988 10
[REJECTED] 1712599104382941103 ('EPT', 'BID')
1712599104382941100 ('IGM', 'ASK') 1 5396 0
1712599104382941097 ('MKU', 'BID') 1 4486 0
1712599104382941098 ('MKU', 'ASK') 6 4495 0
[CANCELLED] 1712599104382941096 ('DLO', 'ASK')
[CANCELLED] 1712599104382941099 ('IGM', 'BID')
[CANCELLED] 1712599104382941102 ('BRV', 'ASK')
[REJECTED] 1712599104382941104 ('EPT', 'BID')
[REJECTED] 1712599104382941105 ('EPT', 'ASK')
1712599104382941108 ('MKU', 'ASK') 7 4530 -33
1712599104382941110 ('IGM', 'ASK') 1 5457 -7
[REJECTED] 1712599104382941113 ('EPT', 'BID')
1712599104382941111 ('BRV', 'BID') 1 4960 0
[CANCELLED] 1712599104382941106 ('DLO', 'BID')
[CANCELLED] 1712599104382941107 ('DLO', 'ASK')
[CANCELLED] 1712599104382941109 ('IGM', 'BID')
[CANCELLED] 1712599104382941112 ('BRV', 'ASK')
[REJECTED] 1712599104382941114 ('EPT', 'BID')
[REJECTED] 1712599104382941115 ('EPT', 'ASK')
1712599104382941116 ('DLO', 'BID') 2 5254 5
1712599104382941121 ('IGM', 'ASK') 1 5499 -43
1712599104382941122 ('BRV', 'BID') 2 4925 36
[REJECTED] 1712599104382941124 ('EPT', 'BID')
1712599104382941118 ('MKU', 'BID') 1 4569 0
[CANCELLED] 1712599104382941117 ('DLO', 'ASK')
[CANCELLED] 1712599104382941119 ('MKU', 'ASK')
[CANCELLED] 1712599104382941120 ('IGM', 'BID')
[CANCELLED] 1712599104382941123 ('BRV', 'ASK')
[REJECTED] 1712599104382941125 ('EPT', 'BID')
[REJECTED] 1712599104382941126 ('EPT', 'ASK')
1712599104382941128 ('MKU', 'BID') 1 4520 42
1712599104382941131 ('IGM', 'ASK') 1 5582 -53
[REJECTED] 1712599104382941133 ('EPT', 'BID')
[CANCELLED] 1712599104382941127 ('DLO', 'ASK')
[CANCELLED] 1712599104382941129 ('MKU', 'ASK')
[CANCELLED] 1712599104382941130 ('IGM', 'BID')
[CANCELLED] 1712599104382941132 ('BRV', 'ASK')
[REJECTED] 1712599104382941134 ('EPT', 'BID')
[REJECTED] 1712599104382941135 ('EPT', 'ASK')
1712599104382941137 ('MKU', 'BID') 1 4487 1
1712599104382941140 ('IGM', 'ASK') 1 5674 -39
[REJECTED] 1712599104382941142 ('EPT', 'BID')
[CANCELLED] 1712599104382941136 ('DLO', 'ASK')
[CANCELLED] 1712599104382941138 ('MKU', 'ASK')
[CANCELLED] 1712599104382941139 ('IGM', 'BID')
[CANCELLED] 1712599104382941141 ('BRV', 'ASK')
[REJECTED] 1712599104382941143 ('EPT', 'BID')
[REJECTED] 1712599104382941144 ('EPT', 'ASK')
1712599104382941146 ('MKU', 'BID') 1 4481 4
1712599104382941149 ('IGM', 'ASK') 1 5747 -41
1712599104382941150 ('BRV', 'ASK') 7 4820 -7
[REJECTED] 1712599104382941151 ('EPT', 'BID')
1712599104382941145 ('DLO', 'ASK') 8 5187 0
[CANCELLED] 1712599104382941147 ('MKU', 'ASK')
[CANCELLED] 1712599104382941148 ('IGM', 'BID')
[REJECTED] 1712599104382941152 ('EPT', 'BID')
[REJECTED] 1712599104382941153 ('EPT', 'ASK')
1712599104382941154 ('DLO', 'ASK') 9 5206 -15
1712599104382941156 ('MKU', 'ASK') 5 4520 -28
1712599104382941157 ('IGM', 'BID') 7 5759 24
1712599104382941160 ('BRV', 'ASK') 1 4887 -24
[REJECTED] 1712599104382941161 ('EPT', 'BID')
[CANCELLED] 1712599104382941155 ('MKU', 'BID')
[CANCELLED] 1712599104382941158 ('IGM', 'ASK')
[CANCELLED] 1712599104382941159 ('BRV', 'BID')
[REJECTED] 1712599104382941162 ('EPT', 'BID')
[REJECTED] 1712599104382941163 ('EPT', 'ASK')
1712599104382941164 ('DLO', 'BID') 1 5166 11
1712599104382941167 ('MKU', 'ASK') 1 4577 -2
1712599104382941171 ('BRV', 'ASK') 1 4922 -18
[REJECTED] 1712599104382941172 ('EPT', 'BID')
[CANCELLED] 1712599104382941165 ('DLO', 'ASK')
[CANCELLED] 1712599104382941166 ('MKU', 'BID')
[CANCELLED] 1712599104382941168 ('IGM', 'BID')
[CANCELLED] 1712599104382941169 ('IGM', 'ASK')
[CANCELLED] 1712599104382941170 ('BRV', 'BID')
[REJECTED] 1712599104382941173 ('EPT', 'BID')
[REJECTED] 1712599104382941174 ('EPT', 'ASK')
1712599104382941175 ('DLO', 'BID') 1 5145 0
1712599104382941178 ('MKU', 'ASK') 1 4639 -32
1712599104382941180 ('IGM', 'ASK') 3 5759 -4
1712599104382941182 ('BRV', 'ASK') 1 4971 -7
[REJECTED] 1712599104382941183 ('EPT', 'BID')
1712599104382941176 ('DLO', 'ASK') 2 5154 0
[CANCELLED] 1712599104382941177 ('MKU', 'BID')
[CANCELLED] 1712599104382941179 ('IGM', 'BID')
[CANCELLED] 1712599104382941181 ('BRV', 'BID')
[REJECTED] 1712599104382941184 ('EPT', 'BID')
[REJECTED] 1712599104382941185 ('EPT', 'ASK')
1712599104382941188 ('MKU', 'BID') 4 4636 0
1712599104382941191 ('IGM', 'ASK') 1 5824 -26
1712599104382941193 ('BRV', 'ASK') 1 5022 -6
[REJECTED] 1712599104382941194 ('EPT', 'BID')
1712599104382941187 ('DLO', 'ASK') 1 5158 0
1712599104382941189 ('MKU', 'ASK') 1 4640 0
[CANCELLED] 1712599104382941186 ('DLO', 'BID')
[CANCELLED] 1712599104382941190 ('IGM', 'BID')
[CANCELLED] 1712599104382941192 ('BRV', 'BID')
[REJECTED] 1712599104382941195 ('EPT', 'BID')
[REJECTED] 1712599104382941196 ('EPT', 'ASK')
1712599104382941202 ('IGM', 'ASK') 1 5883 -17
1712599104382941204 ('BRV', 'ASK') 1 5031 -10
[REJECTED] 1712599104382941205 ('EPT', 'BID')
1712599104382941197 ('DLO', 'BID') 2 5165 0
1712599104382941199 ('MKU', 'BID') 1 4656 0
[CANCELLED] 1712599104382941198 ('DLO', 'ASK')
[CANCELLED] 1712599104382941200 ('MKU', 'ASK')
[CANCELLED] 1712599104382941201 ('IGM', 'BID')
[CANCELLED] 1712599104382941203 ('BRV', 'BID')
[REJECTED] 1712599104382941206 ('EPT', 'BID')
[REJECTED] 1712599104382941207 ('EPT', 'ASK')
1712599104382941208 ('DLO', 'BID') 1 5160 2
1712599104382941210 ('MKU', 'BID') 1 4620 13
1712599104382941215 ('BRV', 'ASK') 1 5070 -12
[REJECTED] 1712599104382941216 ('EPT', 'BID')
1712599104382941212 ('IGM', 'BID') 5 5904 0
[CANCELLED] 1712599104382941209 ('DLO', 'ASK')
[CANCELLED] 1712599104382941211 ('MKU', 'ASK')
[CANCELLED] 1712599104382941213 ('IGM', 'ASK')
[CANCELLED] 1712599104382941214 ('BRV', 'BID')
1712599104382941217 ('JAK', 'BID') 24 4802 2
1712599104382941218 ('JAK', 'BID') 6 4802 3
1712599104382941218 ('JAK', 'BID') 26 4803 2
1712599104382941219 ('JAK', 'BID') 14 4803 3
1712599104382941219 ('JAK', 'BID') 26 4804 2
1712599104382941220 ('JAK', 'BID') 4 4804 3
[REJECTED] 1712599104382941221 ('EPT', 'BID')
[REJECTED] 1712599104382941222 ('EPT', 'ASK')
1712599104382941223 ('DLO', 'BID') 1 5123 7
1712599104382941227 ('IGM', 'BID') 1 5830 8
1712599104382941229 ('BRV', 'BID') 7 5096 11
[REJECTED] 1712599104382941231 ('EPT', 'BID')
1712599104382941225 ('MKU', 'BID') 1 4635 0
1712599104382941226 ('MKU', 'ASK') 3 4641 0
1712599104382941228 ('IGM', 'ASK') 2 5840 0
[CANCELLED] 1712599104382941224 ('DLO', 'ASK')
[CANCELLED] 1712599104382941230 ('BRV', 'ASK')
1712599104382941235 ('JAK', 'BID') 4 4807 0
[REJECTED] 1712599104382941236 ('EPT', 'BID')
[REJECTED] 1712599104382941237 ('EPT', 'ASK')
1712599104382941240 ('MKU', 'BID') 1 4622 8
1712599104382941243 ('IGM', 'ASK') 1 5862 -12
1712599104382941245 ('BRV', 'ASK') 2 5118 -10
[REJECTED] 1712599104382941246 ('EPT', 'BID')
1712599104382941234 ('JAK', 'BID') 30 4806 0
1712599104382941234 ('JAK', 'BID') 10 4806 0
1712599104382941233 ('JAK', 'BID') 30 4805 0
1712599104382941233 ('JAK', 'BID') 2 4805 0
1712599104382941232 ('JAK', 'BID') 24 4804 0
1712599104382941242 ('IGM', 'BID') 1 5841 0
1712599104382941238 ('DLO', 'BID') 1 5117 0
[CANCELLED] 1712599104382941239 ('DLO', 'ASK')
[CANCELLED] 1712599104382941241 ('MKU', 'ASK')
[CANCELLED] 1712599104382941244 ('BRV', 'BID')
[REJECTED] 1712599104382941247 ('EPT', 'BID')
[REJECTED] 1712599104382941248 ('EPT', 'ASK')
1712599104382941250 ('DLO', 'ASK') 5 5110 0
1712599104382941252 ('MKU', 'ASK') 2 4637 -14
1712599104382941253 ('IGM', 'BID') 1 5842 9
[REJECTED] 1712599104382941257 ('EPT', 'BID')
[CANCELLED] 1712599104382941249 ('DLO', 'BID')
[CANCELLED] 1712599104382941251 ('MKU', 'BID')
[CANCELLED] 1712599104382941254 ('IGM', 'ASK')
[CANCELLED] 1712599104382941255 ('BRV', 'BID')
[CANCELLED] 1712599104382941256 ('BRV', 'ASK')
[REJECTED] 1712599104382941258 ('EPT', 'BID')
[REJECTED] 1712599104382941259 ('EPT', 'ASK')
1712599104382941263 ('MKU', 'ASK') 1 4680 -11
1712599104382941267 ('BRV', 'ASK') 2 5141 0
[REJECTED] 1712599104382941268 ('EPT', 'BID')
1712599104382941260 ('DLO', 'BID') 2 5119 0
1712599104382941265 ('IGM', 'ASK') 2 5847 0
1712599104382941262 ('MKU', 'BID') 2 4667 0
[CANCELLED] 1712599104382941261 ('DLO', 'ASK')
[CANCELLED] 1712599104382941264 ('IGM', 'BID')
[CANCELLED] 1712599104382941266 ('BRV', 'BID')
[REJECTED] 1712599104382941269 ('EPT', 'BID')
[REJECTED] 1712599104382941270 ('EPT', 'ASK')
1712599104382941271 ('DLO', 'BID') 1 5081 12
1712599104382941274 ('MKU', 'ASK') 1 4695 -27
1712599104382941276 ('IGM', 'ASK') 1 5881 -23
1712599104382941277 ('BRV', 'BID') 4 5139 3
[REJECTED] 1712599104382941279 ('EPT', 'BID')
1712599104382941273 ('MKU', 'BID') 3 4666 0
[CANCELLED] 1712599104382941272 ('DLO', 'ASK')
[CANCELLED] 1712599104382941275 ('IGM', 'BID')
[CANCELLED] 1712599104382941278 ('BRV', 'ASK')
[REJECTED] 1712599104382941280 ('EPT', 'BID')
[REJECTED] 1712599104382941281 ('EPT', 'ASK')
1712599104382941282 ('DLO', 'BID') 1 5060 2
1712599104382941284 ('MKU', 'BID') 4 4637 38
1712599104382941286 ('IGM', 'BID') 3 5854 23
1712599104382941288 ('BRV', 'BID') 1 5111 5
[REJECTED] 1712599104382941290 ('EPT', 'BID')
1712599104382941289 ('BRV', 'ASK') 2 5125 0
[CANCELLED] 1712599104382941283 ('DLO', 'ASK')
[CANCELLED] 1712599104382941285 ('MKU', 'ASK')
[CANCELLED] 1712599104382941287 ('IGM', 'ASK')
[REJECTED] 1712599104382941291 ('EPT', 'BID')
[REJECTED] 1712599104382941292 ('EPT', 'ASK')
1712599104382941293 ('DLO', 'BID') 1 5049 9
1712599104382941295 ('MKU', 'BID') 1 4599 23
1712599104382941298 ('IGM', 'ASK') 2 5804 -9
1712599104382941299 ('BRV', 'BID') 1 5102 27
[REJECTED] 1712599104382941301 ('EPT', 'BID')
[CANCELLED] 1712599104382941294 ('DLO', 'ASK')
[CANCELLED] 1712599104382941296 ('MKU', 'ASK')
[CANCELLED] 1712599104382941297 ('IGM', 'BID')
[CANCELLED] 1712599104382941300 ('BRV', 'ASK')
[REJECTED] 1712599104382941302 ('EPT', 'BID')
[REJECTED] 1712599104382941303 ('EPT', 'ASK')
1712599104382941307 ('MKU', 'ASK') 3 4600 -3
1712599104382941308 ('IGM', 'BID') 2 5783 13
1712599104382941311 ('BRV', 'ASK') 2 5130 -18
[REJECTED] 1712599104382941312 ('EPT', 'BID')
[CANCELLED] 1712599104382941304 ('DLO', 'BID')
[CANCELLED] 1712599104382941305 ('DLO', 'ASK')
[CANCELLED] 1712599104382941306 ('MKU', 'BID')
[CANCELLED] 1712599104382941309 ('IGM', 'ASK')
