1712712283294821888 ('EPT', <Side.BUY: 1>) 1 4559 0
[CANCELLED] 1712712283294822251 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822252 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822253 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822254 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822255 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822256 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822257 ('DLO', <Side.SELL: 2>)
1712712283294822248 ('IGM', <Side.BUY: 1>) 7 5920 0
[CANCELLED] 1712712283294822258 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822259 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822260 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822261 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822262 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822263 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822264 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822265 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822266 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822267 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822268 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822269 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822270 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822271 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822272 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822273 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822274 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822275 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712283294822276 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822277 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712283294822278 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822279 ('BRV', <Side.SELL: 2>)
1712712283294822283 ('IGM', <Side.BUY: 1>) 7 5919 0
1712712283294822284 ('BRV', <Side.BUY: 1>) 9 5146 0
1712712283294822286 ('EPT', <Side.SELL: 2>) 2 4564 0
1712712283294822291 ('IGM', <Side.BUY: 1>) 5 5873 9
1712712283294822306 ('MKU', <Side.SELL: 2>) 2 4927 0
1712712283294822318 ('BRV', <Side.SELL: 2>) 2 5158 0
1712712283294822320 ('BRV', <Side.SELL: 2>) 1 5178 0
1712712283294822294 ('EPT', <Side.SELL: 2>) 2 4583 0
1712712283294822311 ('IGM', <Side.BUY: 1>) 2 5862 0
1712712283294822296 ('EPT', <Side.SELL: 2>) 2 4603 0
1712712283294822313 ('IGM', <Side.BUY: 1>) 2 5842 0
1712712283294822292 ('BRV', <Side.BUY: 1>) 8 5123 0
1712712283294822292 ('BRV', <Side.BUY: 1>) 1 5123 0
1712712283294822290 ('MKU', <Side.BUY: 1>) 7 4905 0
1712712283294822282 ('MKU', <Side.BUY: 1>) 8 4904 0
[CANCELLED] 1712712283294822280 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822285 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822287 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822288 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822293 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822295 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822297 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822298 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822281 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822289 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822299 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822300 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822301 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822302 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822303 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822304 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822305 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822307 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822308 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822309 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822310 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822312 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822314 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822315 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822316 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822317 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822319 ('BRV', <Side.BUY: 1>)
1712712283294822321 ('EPT', <Side.BUY: 1>) 12 4608 0
1712712283294822321 ('EPT', <Side.BUY: 1>) 3 4608 0
1712712283294822325 ('EPT', <Side.BUY: 1>) 11 4557 17
1712712283294822325 ('EPT', <Side.BUY: 1>) 2 4558 16
1712712283294822326 ('DLO', <Side.BUY: 1>) 5 4910 17
1712712283294822327 ('MKU', <Side.BUY: 1>) 6 4931 15
1712712283294822349 ('IGM', <Side.SELL: 2>) 2 5920 -11
1712712283294822351 ('IGM', <Side.SELL: 2>) 2 5929 0
1712712283294822355 ('BRV', <Side.SELL: 2>) 2 5190 0
1712712283294822357 ('BRV', <Side.SELL: 2>) 2 5210 0
[CANCELLED] 1712712283294822330 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822331 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822332 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822333 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822334 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822335 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822322 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822336 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822337 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822338 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822339 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822340 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822341 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822323 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822342 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822343 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822344 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822345 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822346 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822347 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822324 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822328 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822348 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822350 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822352 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822353 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822329 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822354 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822356 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822358 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822359 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712283294822360 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822365 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822361 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822362 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822363 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822364 ('BRV', <Side.BUY: 1>)
1712712283294822370 ('IGM', <Side.BUY: 1>) 5 5886 44
1712712283294822373 ('EPT', <Side.SELL: 2>) 2 4661 -35
1712712283294822375 ('EPT', <Side.SELL: 2>) 2 4661 -15
1712712283294822379 ('DLO', <Side.SELL: 2>) 2 4992 -9
1712712283294822385 ('MKU', <Side.SELL: 2>) 2 5124 -54
1712712283294822387 ('MKU', <Side.SELL: 2>) 2 5124 -34
1712712283294822389 ('MKU', <Side.SELL: 2>) 2 5124 -14
1712712283294822390 ('IGM', <Side.BUY: 1>) 2 5886 24
1712712283294822392 ('IGM', <Side.BUY: 1>) 2 5886 4
1712712283294822377 ('EPT', <Side.SELL: 2>) 2 4666 0
1712712283294822381 ('DLO', <Side.SELL: 2>) 2 5003 0
1712712283294822394 ('IGM', <Side.BUY: 1>) 2 5870 0
[CANCELLED] 1712712283294822366 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822367 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822372 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822374 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822376 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822368 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822378 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822380 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822382 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822383 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822369 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822384 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822386 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822388 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822391 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822393 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822395 ('IGM', <Side.SELL: 2>)
1712712283294822400 ('IGM', <Side.BUY: 1>) 5 5783 105
[CANCELLED] 1712712283294822371 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712283294822396 ('BRV', <Side.BUY: 1>)
1712712283294822401 ('BRV', <Side.BUY: 1>) 8 5341 2
[CANCELLED] 1712712283294822397 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822402 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822398 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822399 ('MKU', <Side.BUY: 1>)
1712712283294822405 ('MKU', <Side.BUY: 1>) 6 5151 0
1712712283294822406 ('IGM', <Side.BUY: 1>) 4 5776 95
1712712283294822404 ('DLO', <Side.BUY: 1>) 5 5010 0
[CANCELLED] 1712712283294822403 ('EPT', <Side.BUY: 1>)
1712712283294822410 ('MKU', <Side.BUY: 1>) 6 5134 2
1712712283294822411 ('IGM', <Side.BUY: 1>) 3 5601 157
1712712283294822412 ('BRV', <Side.BUY: 1>) 7 5319 42
1712712283294822414 ('EPT', <Side.SELL: 2>) 2 4766 -24
1712712283294822416 ('EPT', <Side.SELL: 2>) 2 4766 -4
1712712283294822431 ('IGM', <Side.BUY: 1>) 2 5601 137
1712712283294822433 ('IGM', <Side.BUY: 1>) 2 5601 117
1712712283294822425 ('MKU', <Side.BUY: 1>) 2 5116 0
1712712283294822409 ('DLO', <Side.BUY: 1>) 5 5009 0
1712712283294822427 ('MKU', <Side.BUY: 1>) 2 5096 0
1712712283294822418 ('EPT', <Side.SELL: 2>) 2 4782 0
1712712283294822419 ('DLO', <Side.BUY: 1>) 2 4989 0
1712712283294822429 ('MKU', <Side.BUY: 1>) 2 5076 0
1712712283294822421 ('DLO', <Side.BUY: 1>) 2 4969 0
[CANCELLED] 1712712283294822407 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822408 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822413 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822415 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822417 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822420 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822422 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822423 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822424 ('DLO', <Side.SELL: 2>)
1712712283294822435 ('DLO', <Side.BUY: 1>) 5 4965 53
[CANCELLED] 1712712283294822426 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822428 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822430 ('MKU', <Side.SELL: 2>)
1712712283294822436 ('MKU', <Side.BUY: 1>) 5 5065 111
[CANCELLED] 1712712283294822432 ('IGM', <Side.SELL: 2>)
1712712283294822437 ('IGM', <Side.BUY: 1>) 3 5607 78
1712712283294822438 ('BRV', <Side.BUY: 1>) 7 5220 175
1712712283294822445 ('DLO', <Side.BUY: 1>) 2 4965 33
1712712283294822434 ('EPT', <Side.BUY: 1>) 10 4743 0
1712712283294822440 ('EPT', <Side.SELL: 2>) 2 4777 0
[CANCELLED] 1712712283294822439 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822441 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822442 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822443 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822444 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822446 ('DLO', <Side.SELL: 2>)
1712712283294822447 ('EPT', <Side.BUY: 1>) 11 4751 11
1712712283294822447 ('EPT', <Side.BUY: 1>) 2 4752 10
1712712283294822452 ('EPT', <Side.BUY: 1>) 2 4742 0
1712712283294822458 ('EPT', <Side.BUY: 1>) 10 4728 31
1712712283294822458 ('EPT', <Side.BUY: 1>) 1 4729 30
[CANCELLED] 1712712283294822448 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822449 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822450 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822451 ('BRV', <Side.BUY: 1>)
1712712283294822463 ('EPT', <Side.BUY: 1>) 2 4729 10
1712712283294822454 ('EPT', <Side.BUY: 1>) 2 4722 0
1712712283294822465 ('EPT', <Side.BUY: 1>) 2 4719 0
1712712283294822476 ('MKU', <Side.SELL: 2>) 2 5080 0
[CANCELLED] 1712712283294822453 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822455 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822456 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822457 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822464 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822466 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822467 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822468 ('EPT', <Side.SELL: 2>)
1712712283294822485 ('EPT', <Side.BUY: 1>) 10 4719 49
1712712283294822485 ('EPT', <Side.BUY: 1>) 1 4720 48
[CANCELLED] 1712712283294822459 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822469 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822470 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822471 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822472 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822473 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822474 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822460 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822475 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822477 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822478 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822479 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822480 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822461 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822481 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822482 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822483 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822484 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712283294822462 ('BRV', <Side.BUY: 1>)
1712712283294822487 ('EPT', <Side.BUY: 1>) 9 4667 56
[CANCELLED] 1712712283294822486 ('DLO', <Side.BUY: 1>)
1712712283294822490 ('EPT', <Side.BUY: 1>) 7 4651 52
[CANCELLED] 1712712283294822488 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822489 ('MKU', <Side.BUY: 1>)
1712712283294822495 ('EPT', <Side.BUY: 1>) 2 4651 32
1712712283294822497 ('EPT', <Side.BUY: 1>) 2 4652 11
1712712283294822499 ('EPT', <Side.BUY: 1>) 2 4643 0
[CANCELLED] 1712712283294822496 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822498 ('EPT', <Side.SELL: 2>)
1712712283294822502 ('EPT', <Side.BUY: 1>) 6 4673 9
[CANCELLED] 1712712283294822491 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822501 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822492 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822493 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822494 ('BRV', <Side.BUY: 1>)
1712712283294822520 ('MKU', <Side.SELL: 2>) 2 5130 -14
1712712283294822526 ('IGM', <Side.SELL: 2>) 2 5668 -9
1712712283294822504 ('MKU', <Side.BUY: 1>) 3 5077 0
1712712283294822507 ('EPT', <Side.BUY: 1>) 2 4662 0
1712712283294822519 ('MKU', <Side.BUY: 1>) 2 5057 0
1712712283294822506 ('BRV', <Side.BUY: 1>) 6 5300 0
1712712283294822528 ('IGM', <Side.SELL: 2>) 2 5679 0
1712712283294822503 ('DLO', <Side.BUY: 1>) 3 5001 0
[CANCELLED] 1712712283294822500 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822508 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822509 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822510 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822511 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712283294822512 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712283294822513 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822514 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822515 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822516 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712283294822517 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712283294822518 ('DLO', <Side.SELL: 2>)
1712712283294822533 ('DLO', <Side.BUY: 1>) 3 5000 26
[CANCELLED] 1712712283294822521 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822522 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712283294822523 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712283294822524 ('MKU', <Side.SELL: 2>)
1712712283294822534 ('MKU', <Side.BUY: 1>) 3 5058 68
[CANCELLED] 1712712283294822505 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822525 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822527 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822529 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712283294822530 ('IGM', <Side.SELL: 2>)
1712712283294822535 ('IGM', <Side.BUY: 1>) 1 5700 36
[CANCELLED] 1712712283294822531 ('BRV', <Side.BUY: 1>)
1712712283294822532 ('EPT', <Side.BUY: 1>) 5 4631 0
1712712584099608862 ('BRV', <Side.SELL: 2>) 2 5354 0
1712712584099608832 ('EPT', <Side.BUY: 1>) 1 4725 0
1712712584099608856 ('IGM', <Side.SELL: 2>) 2 5754 0
1712712584099608858 ('IGM', <Side.SELL: 2>) 2 5774 0
1712712584099608837 ('EPT', <Side.BUY: 1>) 2 4705 0
[CANCELLED] 1712712584099608838 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608839 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608840 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608841 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608842 ('EPT', <Side.SELL: 2>)
1712712584099608867 ('EPT', <Side.BUY: 1>) 20 4704 2
[CANCELLED] 1712712584099608833 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608843 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608844 ('DLO', <Side.SELL: 2>)
1712712584099608864 ('BRV', <Side.SELL: 2>) 2 5374 0
[CANCELLED] 1712712584099608845 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608846 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608847 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608848 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608834 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608849 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608850 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608851 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608852 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608853 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608854 ('MKU', <Side.SELL: 2>)
1712712584099608860 ('IGM', <Side.SELL: 2>) 2 5794 0
[CANCELLED] 1712712584099608835 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608855 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608857 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608859 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608836 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099608861 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099608863 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099608865 ('BRV', <Side.BUY: 1>)
1712712584099608869 ('MKU', <Side.BUY: 1>) 1 5125 0
[CANCELLED] 1712712584099608866 ('BRV', <Side.SELL: 2>)
1712712584099608872 ('EPT', <Side.BUY: 1>) 2 4686 0
1712712584099608868 ('DLO', <Side.BUY: 1>) 1 5018 0
1712712584099608874 ('EPT', <Side.BUY: 1>) 2 4666 0
1712712584099608871 ('BRV', <Side.BUY: 1>) 1 5353 0
1712712584099608884 ('MKU', <Side.BUY: 1>) 2 5105 0
[CANCELLED] 1712712584099608873 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608875 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608876 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608877 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608878 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608879 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608880 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608881 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608882 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608883 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608885 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608886 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608887 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608888 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608889 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608870 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608890 ('IGM', <Side.BUY: 1>)
1712712584099608894 ('IGM', <Side.BUY: 1>) 1 5829 0
1712712584099608897 ('EPT', <Side.SELL: 2>) 2 4720 -1
1712712584099608895 ('BRV', <Side.BUY: 1>) 1 5302 0
1712712584099608920 ('BRV', <Side.BUY: 1>) 2 5282 0
1712712584099608892 ('DLO', <Side.BUY: 1>) 20 5001 0
1712712584099608914 ('IGM', <Side.BUY: 1>) 2 5809 0
1712712584099608916 ('IGM', <Side.BUY: 1>) 2 5789 0
[CANCELLED] 1712712584099608891 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608896 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608898 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608899 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608900 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608901 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712712584099608902 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608903 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608904 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608905 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608906 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712712584099608907 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712712584099608893 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608908 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608909 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608910 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608911 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608912 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712712584099608913 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712712584099608915 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099608917 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099608918 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712712584099608919 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712712584099608921 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712584099608922 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099608923 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712712584099608924 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712712584099608925 ('BRV', <Side.SELL: 2>)
1712712584099608930 ('MKU', <Side.BUY: 1>) 20 5120 7
1712712584099608932 ('BRV', <Side.BUY: 1>) 1 5281 29
1712712584099608934 ('EPT', <Side.SELL: 2>) 2 4789 0
1712712584099608931 ('IGM', <Side.BUY: 1>) 1 5759 0
1712712584099608936 ('EPT', <Side.SELL: 2>) 2 4809 0
[CANCELLED] 1712712584099608926 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608928 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712712584099608933 ('EPT', <Side.BUY: 1>)
