1712597315734252289 ('EPT', 'ASK') 3 4789 -288
[REJECTED] 1712597476484710928 ('DLO', 'BID')
[REJECTED] 1712597476484710929 ('DLO', 'ASK')
[REJECTED] 1712597476484710930 ('DLO', 'BID')
[REJECTED] 1712597476484710931 ('DLO', 'ASK')
[REJECTED] 1712597476484710932 ('DLO', 'BID')
[REJECTED] 1712597476484710933 ('DLO', 'ASK')
[REJECTED] 1712597476484710934 ('MKU', 'BID')
[REJECTED] 1712597476484710935 ('MKU', 'ASK')
[REJECTED] 1712597476484710936 ('MKU', 'BID')
[REJECTED] 1712597476484710937 ('MKU', 'ASK')
[REJECTED] 1712597476484710938 ('MKU', 'BID')
[REJECTED] 1712597476484710939 ('MKU', 'ASK')
[REJECTED] 1712597476484710940 ('IGM', 'BID')
[REJECTED] 1712597476484710941 ('IGM', 'ASK')
[REJECTED] 1712597476484710942 ('IGM', 'BID')
[REJECTED] 1712597476484710943 ('IGM', 'ASK')
[REJECTED] 1712597476484710944 ('IGM', 'BID')
[REJECTED] 1712597476484710945 ('IGM', 'ASK')
[REJECTED] 1712597476484710946 ('BRV', 'BID')
[REJECTED] 1712597476484710947 ('BRV', 'ASK')
[REJECTED] 1712597476484710948 ('BRV', 'BID')
[REJECTED] 1712597476484710949 ('BRV', 'ASK')
[REJECTED] 1712597476484710950 ('BRV', 'BID')
[REJECTED] 1712597476484710951 ('BRV', 'ASK')
[CANCELLED] 1712597476484710918 ('IGM', 'BID')
[REJECTED] 1712597476484710952 ('SCP', 'BID')
[REJECTED] 1712597476484710953 ('SCP', 'BID')
[REJECTED] 1712597476484710954 ('SCP', 'BID')
[REJECTED] 1712597476484710955 ('SCP', 'BID')
[REJECTED] 1712597476484710956 ('EPT', 'BID')
[REJECTED] 1712597476484710957 ('EPT', 'ASK')
[REJECTED] 1712597476484710958 ('DLO', 'BID')
[REJECTED] 1712597476484710959 ('DLO', 'ASK')
[REJECTED] 1712597476484710960 ('MKU', 'BID')
[REJECTED] 1712597476484710961 ('MKU', 'ASK')
[REJECTED] 1712597476484710962 ('IGM', 'BID')
[REJECTED] 1712597476484710964 ('BRV', 'BID')
[REJECTED] 1712597476484710965 ('BRV', 'ASK')
[REJECTED] 1712597476484710966 ('EPT', 'BID')
[REJECTED] 1712597476484710967 ('EPT', 'ASK')
[REJECTED] 1712597476484710968 ('EPT', 'BID')
[REJECTED] 1712597476484710969 ('EPT', 'ASK')
[REJECTED] 1712597476484710970 ('EPT', 'BID')
[REJECTED] 1712597476484710971 ('EPT', 'ASK')
[REJECTED] 1712597476484710972 ('DLO', 'BID')
[REJECTED] 1712597476484710973 ('DLO', 'ASK')
[REJECTED] 1712597476484710974 ('DLO', 'BID')
[REJECTED] 1712597476484710975 ('DLO', 'ASK')
[REJECTED] 1712597476484710976 ('DLO', 'BID')
[REJECTED] 1712597476484710977 ('DLO', 'ASK')
[REJECTED] 1712597476484710978 ('MKU', 'BID')
[REJECTED] 1712597476484710979 ('MKU', 'ASK')
[REJECTED] 1712597476484710980 ('MKU', 'BID')
[REJECTED] 1712597476484710981 ('MKU', 'ASK')
[REJECTED] 1712597476484710982 ('MKU', 'BID')
[REJECTED] 1712597476484710983 ('MKU', 'ASK')
[REJECTED] 1712597476484710984 ('IGM', 'BID')
[REJECTED] 1712597476484710985 ('IGM', 'ASK')
[REJECTED] 1712597476484710986 ('IGM', 'BID')
[REJECTED] 1712597476484710987 ('IGM', 'ASK')
[REJECTED] 1712597476484710988 ('IGM', 'BID')
[REJECTED] 1712597476484710989 ('IGM', 'ASK')
[REJECTED] 1712597476484710990 ('BRV', 'BID')
[REJECTED] 1712597476484710991 ('BRV', 'ASK')
[REJECTED] 1712597476484710992 ('BRV', 'BID')
[REJECTED] 1712597476484710993 ('BRV', 'ASK')
[REJECTED] 1712597476484710994 ('BRV', 'BID')
[REJECTED] 1712597476484710995 ('BRV', 'ASK')
1712597476484710963 ('IGM', 'ASK') 3 4876 0
[REJECTED] 1712597479903674624 ('EPT', 'BID')
[REJECTED] 1712597479903674625 ('EPT', 'ASK')
[REJECTED] 1712597479903674626 ('DLO', 'BID')
[REJECTED] 1712597479903674627 ('DLO', 'ASK')
[REJECTED] 1712597479903674628 ('MKU', 'BID')
[REJECTED] 1712597479903674629 ('MKU', 'ASK')
[REJECTED] 1712597479903674630 ('IGM', 'BID')
[REJECTED] 1712597479903674631 ('IGM', 'ASK')
[REJECTED] 1712597479903674632 ('BRV', 'BID')
[REJECTED] 1712597479903674633 ('BRV', 'ASK')
[REJECTED] 1712597479903674634 ('EPT', 'BID')
[REJECTED] 1712597479903674635 ('EPT', 'ASK')
[REJECTED] 1712597479903674636 ('EPT', 'BID')
[REJECTED] 1712597479903674637 ('EPT', 'ASK')
[REJECTED] 1712597479903674638 ('EPT', 'BID')
[REJECTED] 1712597479903674639 ('EPT', 'ASK')
[REJECTED] 1712597479903674640 ('DLO', 'BID')
[REJECTED] 1712597479903674641 ('DLO', 'ASK')
[REJECTED] 1712597479903674642 ('DLO', 'BID')
[REJECTED] 1712597479903674643 ('DLO', 'ASK')
[REJECTED] 1712597479903674644 ('DLO', 'BID')
[REJECTED] 1712597479903674645 ('DLO', 'ASK')
[REJECTED] 1712597479903674646 ('MKU', 'BID')
[REJECTED] 1712597479903674647 ('MKU', 'ASK')
[REJECTED] 1712597479903674648 ('MKU', 'BID')
[REJECTED] 1712597479903674649 ('MKU', 'ASK')
[REJECTED] 1712597479903674650 ('MKU', 'BID')
[REJECTED] 1712597479903674651 ('MKU', 'ASK')
[REJECTED] 1712597479903674652 ('IGM', 'BID')
[REJECTED] 1712597479903674653 ('IGM', 'ASK')
[REJECTED] 1712597479903674654 ('IGM', 'BID')
[REJECTED] 1712597479903674655 ('IGM', 'ASK')
[REJECTED] 1712597479903674656 ('IGM', 'BID')
[REJECTED] 1712597479903674657 ('IGM', 'ASK')
[REJECTED] 1712597479903674658 ('BRV', 'BID')
[REJECTED] 1712597479903674659 ('BRV', 'ASK')
[REJECTED] 1712597479903674660 ('BRV', 'BID')
[REJECTED] 1712597479903674661 ('BRV', 'ASK')
[REJECTED] 1712597479903674662 ('BRV', 'BID')
[REJECTED] 1712597479903674663 ('BRV', 'ASK')
[REJECTED] 1712597481841065728 ('EPT', 'BID')
[REJECTED] 1712597481841065729 ('EPT', 'ASK')
[REJECTED] 1712597481841065730 ('DLO', 'BID')
[REJECTED] 1712597481841065731 ('DLO', 'ASK')
[REJECTED] 1712597481841065732 ('MKU', 'BID')
[REJECTED] 1712597481841065733 ('MKU', 'ASK')
[REJECTED] 1712597481841065734 ('IGM', 'BID')
[REJECTED] 1712597481841065735 ('IGM', 'ASK')
[REJECTED] 1712597481841065736 ('BRV', 'BID')
[REJECTED] 1712597481841065737 ('BRV', 'ASK')
[REJECTED] 1712597481841065738 ('EPT', 'BID')
[REJECTED] 1712597481841065739 ('EPT', 'ASK')
[REJECTED] 1712597481841065740 ('EPT', 'BID')
[REJECTED] 1712597481841065741 ('EPT', 'ASK')
[REJECTED] 1712597481841065742 ('EPT', 'BID')
[REJECTED] 1712597481841065743 ('EPT', 'ASK')
[REJECTED] 1712597481841065744 ('DLO', 'BID')
[REJECTED] 1712597481841065745 ('DLO', 'ASK')
[REJECTED] 1712597481841065746 ('DLO', 'BID')
[REJECTED] 1712597481841065747 ('DLO', 'ASK')
[REJECTED] 1712597481841065748 ('DLO', 'BID')
[REJECTED] 1712597481841065749 ('DLO', 'ASK')
[REJECTED] 1712597481841065750 ('MKU', 'BID')
[REJECTED] 1712597481841065751 ('MKU', 'ASK')
[REJECTED] 1712597481841065752 ('MKU', 'BID')
[REJECTED] 1712597481841065753 ('MKU', 'ASK')
[REJECTED] 1712597481841065754 ('MKU', 'BID')
[REJECTED] 1712597481841065755 ('MKU', 'ASK')
[REJECTED] 1712597481841065756 ('IGM', 'BID')
[REJECTED] 1712597481841065757 ('IGM', 'ASK')
[REJECTED] 1712597481841065758 ('IGM', 'BID')
[REJECTED] 1712597481841065759 ('IGM', 'ASK')
[REJECTED] 1712597481841065760 ('IGM', 'BID')
[REJECTED] 1712597481841065761 ('IGM', 'ASK')
[REJECTED] 1712597481841065762 ('BRV', 'BID')
[REJECTED] 1712597481841065763 ('BRV', 'ASK')
[REJECTED] 1712597481841065764 ('BRV', 'BID')
[REJECTED] 1712597481841065765 ('BRV', 'ASK')
[REJECTED] 1712597481841065766 ('BRV', 'BID')
[REJECTED] 1712597481841065767 ('BRV', 'ASK')
[REJECTED] 1712597481841065768 ('SCP', 'BID')
[REJECTED] 1712597481841065769 ('SCP', 'BID')
[REJECTED] 1712597481841065770 ('SCP', 'BID')
[REJECTED] 1712597481841065771 ('SCP', 'BID')
[REJECTED] 1712597481841065772 ('SCP', 'BID')
[REJECTED] 1712597481841065773 ('SCP', 'BID')
[REJECTED] 1712597481841065774 ('EPT', 'BID')
[REJECTED] 1712597481841065775 ('EPT', 'ASK')
[REJECTED] 1712597481841065776 ('DLO', 'BID')
[REJECTED] 1712597481841065777 ('DLO', 'ASK')
[REJECTED] 1712597481841065778 ('MKU', 'BID')
[REJECTED] 1712597481841065779 ('MKU', 'ASK')
[REJECTED] 1712597481841065780 ('IGM', 'BID')
[REJECTED] 1712597481841065781 ('IGM', 'ASK')
[REJECTED] 1712597481841065782 ('BRV', 'BID')
[REJECTED] 1712597481841065783 ('BRV', 'ASK')
[REJECTED] 1712597481841065784 ('EPT', 'BID')
[REJECTED] 1712597481841065785 ('EPT', 'ASK')
[REJECTED] 1712597481841065786 ('EPT', 'BID')
[REJECTED] 1712597481841065787 ('EPT', 'ASK')
[REJECTED] 1712597481841065788 ('EPT', 'BID')
[REJECTED] 1712597481841065789 ('EPT', 'ASK')
[REJECTED] 1712597481841065790 ('DLO', 'BID')
[REJECTED] 1712597481841065791 ('DLO', 'ASK')
[REJECTED] 1712597481841065792 ('DLO', 'BID')
[REJECTED] 1712597481841065793 ('DLO', 'ASK')
[REJECTED] 1712597481841065794 ('DLO', 'BID')
[REJECTED] 1712597481841065795 ('DLO', 'ASK')
[REJECTED] 1712597481841065796 ('MKU', 'BID')
[REJECTED] 1712597481841065797 ('MKU', 'ASK')
[REJECTED] 1712597481841065798 ('MKU', 'BID')
[REJECTED] 1712597481841065799 ('MKU', 'ASK')
[REJECTED] 1712597481841065800 ('MKU', 'BID')
[REJECTED] 1712597481841065801 ('MKU', 'ASK')
[REJECTED] 1712597481841065802 ('IGM', 'BID')
[REJECTED] 1712597481841065803 ('IGM', 'ASK')
[REJECTED] 1712597481841065804 ('IGM', 'BID')
[REJECTED] 1712597481841065805 ('IGM', 'ASK')
[REJECTED] 1712597481841065806 ('IGM', 'BID')
[REJECTED] 1712597481841065807 ('IGM', 'ASK')
[REJECTED] 1712597481841065808 ('BRV', 'BID')
[REJECTED] 1712597481841065809 ('BRV', 'ASK')
[REJECTED] 1712597481841065810 ('BRV', 'BID')
[REJECTED] 1712597481841065811 ('BRV', 'ASK')
[REJECTED] 1712597481841065812 ('BRV', 'BID')
[REJECTED] 1712597481841065813 ('BRV', 'ASK')
[REJECTED] 1712597481841065814 ('SCP', 'BID')
[REJECTED] 1712597481841065815 ('SCP', 'BID')
[REJECTED] 1712597481841065816 ('SCP', 'BID')
[REJECTED] 1712597481841065817 ('SCP', 'BID')
[REJECTED] 1712597481841065818 ('SCP', 'BID')
[REJECTED] 1712597481841065819 ('SCP', 'BID')
[REJECTED] 1712597481841065820 ('EPT', 'BID')
[REJECTED] 1712597481841065821 ('EPT', 'ASK')
[REJECTED] 1712597481841065822 ('DLO', 'BID')
[REJECTED] 1712597481841065823 ('DLO', 'ASK')
[REJECTED] 1712597481841065824 ('MKU', 'BID')
[REJECTED] 1712597481841065825 ('MKU', 'ASK')
[REJECTED] 1712597481841065826 ('IGM', 'BID')
[REJECTED] 1712597481841065827 ('IGM', 'ASK')
[REJECTED] 1712597481841065828 ('BRV', 'BID')
[REJECTED] 1712597481841065829 ('BRV', 'ASK')
[REJECTED] 1712597481841065830 ('EPT', 'BID')
[REJECTED] 1712597481841065831 ('EPT', 'ASK')
[REJECTED] 1712597481841065832 ('EPT', 'BID')
[REJECTED] 1712597481841065833 ('EPT', 'ASK')
[REJECTED] 1712597481841065834 ('EPT', 'BID')
[REJECTED] 1712597481841065835 ('EPT', 'ASK')
[REJECTED] 1712597481841065836 ('DLO', 'BID')
[REJECTED] 1712597481841065837 ('DLO', 'ASK')
[REJECTED] 1712597481841065838 ('DLO', 'BID')
[REJECTED] 1712597481841065839 ('DLO', 'ASK')
[REJECTED] 1712597481841065840 ('DLO', 'BID')
[REJECTED] 1712597481841065841 ('DLO', 'ASK')
[REJECTED] 1712597481841065842 ('MKU', 'BID')
[REJECTED] 1712597481841065843 ('MKU', 'ASK')
[REJECTED] 1712597481841065844 ('MKU', 'BID')
[REJECTED] 1712597481841065845 ('MKU', 'ASK')
[REJECTED] 1712597481841065846 ('MKU', 'BID')
[REJECTED] 1712597481841065847 ('MKU', 'ASK')
[REJECTED] 1712597481841065848 ('IGM', 'BID')
[REJECTED] 1712597481841065849 ('IGM', 'ASK')
[REJECTED] 1712597481841065850 ('IGM', 'BID')
[REJECTED] 1712597481841065851 ('IGM', 'ASK')
[REJECTED] 1712597481841065852 ('IGM', 'BID')
[REJECTED] 1712597481841065853 ('IGM', 'ASK')
[REJECTED] 1712597481841065854 ('BRV', 'BID')
[REJECTED] 1712597481841065855 ('BRV', 'ASK')
[REJECTED] 1712597481841065856 ('BRV', 'BID')
[REJECTED] 1712597481841065857 ('BRV', 'ASK')
[REJECTED] 1712597481841065858 ('BRV', 'BID')
[REJECTED] 1712597481841065859 ('BRV', 'ASK')
[REJECTED] 1712597481841065860 ('SCP', 'BID')
[REJECTED] 1712597481841065861 ('SCP', 'BID')
[REJECTED] 1712597481841065862 ('SCP', 'BID')
[REJECTED] 1712597481841065863 ('SCP', 'BID')
[REJECTED] 1712597481841065864 ('SCP', 'BID')
[REJECTED] 1712597481841065865 ('SCP', 'BID')
[REJECTED] 1712597481841065866 ('EPT', 'BID')
[REJECTED] 1712597481841065867 ('EPT', 'ASK')
[REJECTED] 1712597481841065868 ('DLO', 'BID')
[REJECTED] 1712597481841065869 ('DLO', 'ASK')
[REJECTED] 1712597481841065870 ('MKU', 'BID')
[REJECTED] 1712597481841065871 ('MKU', 'ASK')
[REJECTED] 1712597481841065872 ('IGM', 'BID')
[REJECTED] 1712597481841065873 ('IGM', 'ASK')
[REJECTED] 1712597481841065874 ('BRV', 'BID')
[REJECTED] 1712597481841065875 ('BRV', 'ASK')
[REJECTED] 1712597481841065876 ('EPT', 'BID')
[REJECTED] 1712597481841065877 ('EPT', 'ASK')
[REJECTED] 1712597481841065878 ('EPT', 'BID')
[REJECTED] 1712597481841065879 ('EPT', 'ASK')
[REJECTED] 1712597481841065880 ('EPT', 'BID')
[REJECTED] 1712597481841065881 ('EPT', 'ASK')
[REJECTED] 1712597481841065882 ('DLO', 'BID')
[REJECTED] 1712597481841065883 ('DLO', 'ASK')
[REJECTED] 1712597481841065884 ('DLO', 'BID')
[REJECTED] 1712597481841065885 ('DLO', 'ASK')
[REJECTED] 1712597481841065886 ('DLO', 'BID')
[REJECTED] 1712597481841065887 ('DLO', 'ASK')
[REJECTED] 1712597481841065888 ('MKU', 'BID')
[REJECTED] 1712597481841065889 ('MKU', 'ASK')
[REJECTED] 1712597481841065890 ('MKU', 'BID')
[REJECTED] 1712597481841065891 ('MKU', 'ASK')
[REJECTED] 1712597481841065892 ('MKU', 'BID')
[REJECTED] 1712597481841065893 ('MKU', 'ASK')
[REJECTED] 1712597481841065894 ('IGM', 'BID')
[REJECTED] 1712597481841065895 ('IGM', 'ASK')
[REJECTED] 1712597481841065896 ('IGM', 'BID')
[REJECTED] 1712597481841065897 ('IGM', 'ASK')
[REJECTED] 1712597481841065898 ('IGM', 'BID')
[REJECTED] 1712597481841065899 ('IGM', 'ASK')
[REJECTED] 1712597481841065900 ('BRV', 'BID')
[REJECTED] 1712597481841065901 ('BRV', 'ASK')
[REJECTED] 1712597481841065902 ('BRV', 'BID')
[REJECTED] 1712597481841065903 ('BRV', 'ASK')
[REJECTED] 1712597481841065904 ('BRV', 'BID')
[REJECTED] 1712597481841065905 ('BRV', 'ASK')
[REJECTED] 1712597488292470784 ('EPT', 'BID')
[REJECTED] 1712597488292470785 ('EPT', 'ASK')
[REJECTED] 1712597488292470786 ('DLO', 'BID')
[REJECTED] 1712597488292470787 ('DLO', 'ASK')
[REJECTED] 1712597488292470788 ('MKU', 'BID')
[REJECTED] 1712597488292470789 ('MKU', 'ASK')
[REJECTED] 1712597488292470790 ('IGM', 'BID')
[REJECTED] 1712597488292470791 ('IGM', 'ASK')
[REJECTED] 1712597488292470792 ('BRV', 'BID')
[REJECTED] 1712597488292470793 ('BRV', 'ASK')
[REJECTED] 1712597488292470794 ('EPT', 'BID')
[REJECTED] 1712597488292470795 ('EPT', 'ASK')
[REJECTED] 1712597488292470796 ('EPT', 'BID')
[REJECTED] 1712597488292470797 ('EPT', 'ASK')
[REJECTED] 1712597488292470798 ('EPT', 'BID')
[REJECTED] 1712597488292470799 ('EPT', 'ASK')
[REJECTED] 1712597488292470800 ('DLO', 'BID')
[REJECTED] 1712597488292470801 ('DLO', 'ASK')
[REJECTED] 1712597488292470802 ('DLO', 'BID')
[REJECTED] 1712597488292470803 ('DLO', 'ASK')
[REJECTED] 1712597488292470804 ('DLO', 'BID')
[REJECTED] 1712597488292470805 ('DLO', 'ASK')
[REJECTED] 1712597488292470806 ('MKU', 'BID')
[REJECTED] 1712597488292470807 ('MKU', 'ASK')
[REJECTED] 1712597488292470808 ('MKU', 'BID')
[REJECTED] 1712597488292470809 ('MKU', 'ASK')
[REJECTED] 1712597488292470810 ('MKU', 'BID')
[REJECTED] 1712597488292470811 ('MKU', 'ASK')
[REJECTED] 1712597488292470812 ('IGM', 'BID')
[REJECTED] 1712597488292470813 ('IGM', 'ASK')
[REJECTED] 1712597488292470814 ('IGM', 'BID')
[REJECTED] 1712597488292470815 ('IGM', 'ASK')
[REJECTED] 1712597488292470816 ('IGM', 'BID')
[REJECTED] 1712597488292470817 ('IGM', 'ASK')
[REJECTED] 1712597488292470818 ('BRV', 'BID')
[REJECTED] 1712597488292470819 ('BRV', 'ASK')
[REJECTED] 1712597488292470820 ('BRV', 'BID')
[REJECTED] 1712597488292470821 ('BRV', 'ASK')
[REJECTED] 1712597488292470822 ('BRV', 'BID')
[REJECTED] 1712597488292470823 ('BRV', 'ASK')
[REJECTED] 1712597488292470824 ('SCP', 'BID')
[REJECTED] 1712597488292470825 ('SCP', 'BID')
[REJECTED] 1712597488292470826 ('SCP', 'BID')
[REJECTED] 1712597488292470827 ('SCP', 'BID')
[REJECTED] 1712597488292470828 ('SCP', 'BID')
[REJECTED] 1712597488292470829 ('SCP', 'BID')
[REJECTED] 1712597488292470830 ('EPT', 'BID')
[REJECTED] 1712597488292470831 ('EPT', 'ASK')
[REJECTED] 1712597488292470832 ('DLO', 'BID')
[REJECTED] 1712597488292470833 ('DLO', 'ASK')
[REJECTED] 1712597488292470834 ('MKU', 'BID')
[REJECTED] 1712597488292470835 ('MKU', 'ASK')
[REJECTED] 1712597488292470836 ('IGM', 'BID')
[REJECTED] 1712597488292470837 ('IGM', 'ASK')
[REJECTED] 1712597488292470838 ('BRV', 'BID')
[REJECTED] 1712597488292470839 ('BRV', 'ASK')
[REJECTED] 1712597488292470840 ('EPT', 'BID')
[REJECTED] 1712597488292470841 ('EPT', 'ASK')
[REJECTED] 1712597488292470842 ('EPT', 'BID')
[REJECTED] 1712597488292470843 ('EPT', 'ASK')
[REJECTED] 1712597488292470844 ('EPT', 'BID')
[REJECTED] 1712597488292470845 ('EPT', 'ASK')
[REJECTED] 1712597488292470846 ('DLO', 'BID')
[REJECTED] 1712597488292470847 ('DLO', 'ASK')
[REJECTED] 1712597488292470848 ('DLO', 'BID')
[REJECTED] 1712597488292470849 ('DLO', 'ASK')
[REJECTED] 1712597488292470850 ('DLO', 'BID')
[REJECTED] 1712597488292470851 ('DLO', 'ASK')
[REJECTED] 1712597488292470852 ('MKU', 'BID')
[REJECTED] 1712597488292470853 ('MKU', 'ASK')
[REJECTED] 1712597488292470854 ('MKU', 'BID')
[REJECTED] 1712597488292470855 ('MKU', 'ASK')
[REJECTED] 1712597488292470856 ('MKU', 'BID')
[REJECTED] 1712597488292470857 ('MKU', 'ASK')
[REJECTED] 1712597488292470858 ('IGM', 'BID')
[REJECTED] 1712597488292470859 ('IGM', 'ASK')
[REJECTED] 1712597488292470860 ('IGM', 'BID')
[REJECTED] 1712597488292470861 ('IGM', 'ASK')
[REJECTED] 1712597488292470862 ('IGM', 'BID')
[REJECTED] 1712597488292470863 ('IGM', 'ASK')
[REJECTED] 1712597488292470864 ('BRV', 'BID')
[REJECTED] 1712597488292470865 ('BRV', 'ASK')
[REJECTED] 1712597488292470866 ('BRV', 'BID')
[REJECTED] 1712597488292470867 ('BRV', 'ASK')
[REJECTED] 1712597488292470868 ('BRV', 'BID')
[REJECTED] 1712597488292470869 ('BRV', 'ASK')
[REJECTED] 1712597488292470870 ('SCP', 'BID')
[REJECTED] 1712597488292470871 ('SCP', 'BID')
[REJECTED] 1712597488292470872 ('SCP', 'BID')
[REJECTED] 1712597488292470873 ('SCP', 'BID')
[REJECTED] 1712597488292470874 ('SCP', 'BID')
[REJECTED] 1712597488292470875 ('SCP', 'BID')
[REJECTED] 1712597488292470876 ('SCP', 'BID')
[REJECTED] 1712597488292470877 ('SCP', 'BID')
[REJECTED] 1712597488292470878 ('EPT', 'BID')
[REJECTED] 1712597488292470879 ('EPT', 'ASK')
[REJECTED] 1712597488292470880 ('DLO', 'BID')
[REJECTED] 1712597488292470881 ('DLO', 'ASK')
[REJECTED] 1712597488292470882 ('MKU', 'BID')
[REJECTED] 1712597488292470883 ('MKU', 'ASK')
[REJECTED] 1712597488292470884 ('IGM', 'BID')
[REJECTED] 1712597488292470885 ('IGM', 'ASK')
[REJECTED] 1712597488292470886 ('BRV', 'BID')
[REJECTED] 1712597488292470887 ('BRV', 'ASK')
[REJECTED] 1712597488292470888 ('EPT', 'BID')
[REJECTED] 1712597488292470889 ('EPT', 'ASK')
[REJECTED] 1712597488292470890 ('EPT', 'BID')
[REJECTED] 1712597488292470891 ('EPT', 'ASK')
[REJECTED] 1712597488292470892 ('EPT', 'BID')
[REJECTED] 1712597488292470893 ('EPT', 'ASK')
[REJECTED] 1712597488292470894 ('DLO', 'BID')
[REJECTED] 1712597488292470895 ('DLO', 'ASK')
[REJECTED] 1712597488292470896 ('DLO', 'BID')
[REJECTED] 1712597488292470897 ('DLO', 'ASK')
[REJECTED] 1712597488292470898 ('DLO', 'BID')
[REJECTED] 1712597488292470899 ('DLO', 'ASK')
[REJECTED] 1712597488292470900 ('MKU', 'BID')
[REJECTED] 1712597488292470901 ('MKU', 'ASK')
[REJECTED] 1712597488292470902 ('MKU', 'BID')
[REJECTED] 1712597488292470903 ('MKU', 'ASK')
[REJECTED] 1712597488292470904 ('MKU', 'BID')
[REJECTED] 1712597488292470905 ('MKU', 'ASK')
[REJECTED] 1712597488292470906 ('IGM', 'BID')
[REJECTED] 1712597488292470907 ('IGM', 'ASK')
[REJECTED] 1712597488292470908 ('IGM', 'BID')
[REJECTED] 1712597488292470909 ('IGM', 'ASK')
[REJECTED] 1712597488292470910 ('IGM', 'BID')
[REJECTED] 1712597488292470911 ('IGM', 'ASK')
[REJECTED] 1712597488292470912 ('BRV', 'BID')
[REJECTED] 1712597488292470913 ('BRV', 'ASK')
[REJECTED] 1712597488292470914 ('BRV', 'BID')
[REJECTED] 1712597488292470915 ('BRV', 'ASK')
[REJECTED] 1712597488292470916 ('BRV', 'BID')
[REJECTED] 1712597488292470917 ('BRV', 'ASK')
[REJECTED] 1712597488292470918 ('SCP', 'BID')
[REJECTED] 1712597488292470919 ('SCP', 'BID')
[REJECTED] 1712597488292470920 ('SCP', 'BID')
[REJECTED] 1712597488292470921 ('SCP', 'BID')
[REJECTED] 1712597488292470922 ('SCP', 'BID')
[REJECTED] 1712597488292470923 ('SCP', 'BID')
[REJECTED] 1712597488292470924 ('EPT', 'BID')
[REJECTED] 1712597488292470925 ('EPT', 'ASK')
[REJECTED] 1712597488292470926 ('DLO', 'BID')
[REJECTED] 1712597488292470927 ('DLO', 'ASK')
[REJECTED] 1712597488292470928 ('MKU', 'BID')
[REJECTED] 1712597488292470929 ('MKU', 'ASK')
[REJECTED] 1712597488292470930 ('IGM', 'BID')
[REJECTED] 1712597488292470931 ('IGM', 'ASK')
[REJECTED] 1712597488292470932 ('BRV', 'BID')
[REJECTED] 1712597488292470933 ('BRV', 'ASK')
[REJECTED] 1712597488292470934 ('EPT', 'BID')
[REJECTED] 1712597488292470935 ('EPT', 'ASK')
[REJECTED] 1712597488292470936 ('EPT', 'BID')
[REJECTED] 1712597488292470937 ('EPT', 'ASK')
[REJECTED] 1712597488292470938 ('EPT', 'BID')
[REJECTED] 1712597488292470939 ('EPT', 'ASK')
[REJECTED] 1712597488292470940 ('DLO', 'BID')
[REJECTED] 1712597488292470941 ('DLO', 'ASK')
[REJECTED] 1712597488292470942 ('DLO', 'BID')
[REJECTED] 1712597488292470943 ('DLO', 'ASK')
[REJECTED] 1712597488292470944 ('DLO', 'BID')
[REJECTED] 1712597488292470945 ('DLO', 'ASK')
[REJECTED] 1712597488292470946 ('MKU', 'BID')
[REJECTED] 1712597488292470947 ('MKU', 'ASK')
[REJECTED] 1712597488292470948 ('MKU', 'BID')
[REJECTED] 1712597488292470949 ('MKU', 'ASK')
[REJECTED] 1712597488292470950 ('MKU', 'BID')
[REJECTED] 1712597488292470951 ('MKU', 'ASK')
[REJECTED] 1712597488292470952 ('IGM', 'BID')
[REJECTED] 1712597488292470953 ('IGM', 'ASK')
[REJECTED] 1712597488292470954 ('IGM', 'BID')
[REJECTED] 1712597488292470955 ('IGM', 'ASK')
[REJECTED] 1712597488292470956 ('IGM', 'BID')
[REJECTED] 1712597488292470957 ('IGM', 'ASK')
[REJECTED] 1712597488292470958 ('BRV', 'BID')
[REJECTED] 1712597488292470959 ('BRV', 'ASK')
[REJECTED] 1712597488292470960 ('BRV', 'BID')
[REJECTED] 1712597488292470961 ('BRV', 'ASK')
[REJECTED] 1712597488292470962 ('BRV', 'BID')
[REJECTED] 1712597488292470963 ('BRV', 'ASK')
[REJECTED] 1712597496801361408 ('EPT', 'BID')
[REJECTED] 1712597501580664320 ('EPT', 'BID')
[REJECTED] 1712597501580664321 ('EPT', 'ASK')
[REJECTED] 1712597501580664322 ('DLO', 'BID')
[REJECTED] 1712597501580664323 ('DLO', 'ASK')
[REJECTED] 1712597501580664324 ('MKU', 'BID')
[REJECTED] 1712597501580664325 ('MKU', 'ASK')
[REJECTED] 1712597501580664327 ('IGM', 'ASK')
[REJECTED] 1712597501580664328 ('BRV', 'BID')
[REJECTED] 1712597501580664329 ('BRV', 'ASK')
[REJECTED] 1712597501580664330 ('EPT', 'BID')
[REJECTED] 1712597501580664331 ('EPT', 'ASK')
[REJECTED] 1712597501580664332 ('EPT', 'BID')
[REJECTED] 1712597501580664333 ('EPT', 'ASK')
[REJECTED] 1712597501580664334 ('EPT', 'BID')
[REJECTED] 1712597501580664335 ('EPT', 'ASK')
[REJECTED] 1712597501580664336 ('DLO', 'BID')
[REJECTED] 1712597501580664337 ('DLO', 'ASK')
[REJECTED] 1712597501580664338 ('DLO', 'BID')
[REJECTED] 1712597501580664339 ('DLO', 'ASK')
[REJECTED] 1712597501580664340 ('DLO', 'BID')
[REJECTED] 1712597501580664341 ('DLO', 'ASK')
[REJECTED] 1712597501580664343 ('MKU', 'ASK')
