1712715879992584705 ('DLO', <Side.BUY: 1>) 1 4848 6
[CANCELLED] 1712715879992585095 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585096 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585082 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585097 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585099 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585100 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585101 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585102 ('MKU', <Side.SELL: 2>)
1712715879992585114 ('MKU', <Side.BUY: 1>) 1 4789 0
[CANCELLED] 1712715879992585104 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585106 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585108 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585084 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585109 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585110 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585111 ('BRV', <Side.BUY: 1>)
1712715879992585116 ('BRV', <Side.BUY: 1>) 1 5009 7
1712715879992585113 ('DLO', <Side.BUY: 1>) 1 4911 0
1712715879992585115 ('IGM', <Side.BUY: 1>) 1 5817 0
1712715879992585135 ('IGM', <Side.BUY: 1>) 2 5797 0
1712715879992585137 ('IGM', <Side.BUY: 1>) 2 5777 0
[CANCELLED] 1712715879992585112 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585117 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585118 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585119 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585120 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585121 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585122 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585123 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585124 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585125 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585126 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585127 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585128 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585129 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585130 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585131 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585132 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585133 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585134 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585136 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585138 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585139 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585140 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585141 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585142 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585143 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585144 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585145 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585146 ('BRV', <Side.SELL: 2>)
1712715879992585147 ('EPT', <Side.BUY: 1>) 1 4543 0
1712715879992585177 ('BRV', <Side.SELL: 2>) 2 5022 0
1712715879992585151 ('BRV', <Side.BUY: 1>) 1 4997 0
1712715879992585149 ('MKU', <Side.BUY: 1>) 1 4785 0
1712715879992585148 ('DLO', <Side.BUY: 1>) 1 4905 0
1712715879992585176 ('BRV', <Side.BUY: 1>) 2 4977 0
1712715879992585164 ('MKU', <Side.BUY: 1>) 2 4765 0
1712715879992585178 ('BRV', <Side.BUY: 1>) 2 4957 0
[CANCELLED] 1712715879992585152 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585153 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585154 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585155 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585156 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585157 ('EPT', <Side.SELL: 2>)
1712715879992585181 ('EPT', <Side.BUY: 1>) 1 4537 0
[CANCELLED] 1712715879992585158 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585159 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585160 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585161 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585162 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585163 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585165 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585166 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585167 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585168 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585169 ('MKU', <Side.SELL: 2>)
1712715879992585183 ('MKU', <Side.BUY: 1>) 1 4758 19
[CANCELLED] 1712715879992585150 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585170 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585171 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585172 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585173 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585174 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585175 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585179 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585180 ('BRV', <Side.BUY: 1>)
1712715879992585185 ('BRV', <Side.BUY: 1>) 1 4957 32
1712715879992585210 ('BRV', <Side.BUY: 1>) 2 4963 6
1712715879992585198 ('MKU', <Side.BUY: 1>) 2 4757 0
1712715879992585212 ('BRV', <Side.BUY: 1>) 2 4949 0
1712715879992585200 ('MKU', <Side.BUY: 1>) 2 4737 0
1712715879992585214 ('BRV', <Side.BUY: 1>) 2 4929 0
1712715879992585182 ('DLO', <Side.BUY: 1>) 1 4891 0
1712715879992585184 ('IGM', <Side.BUY: 1>) 1 5767 0
1712715879992585204 ('IGM', <Side.BUY: 1>) 2 5747 0
1712715879992585206 ('IGM', <Side.BUY: 1>) 2 5727 0
[CANCELLED] 1712715879992585186 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585187 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585188 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585189 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585190 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585191 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585192 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585193 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585194 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585195 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585196 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585197 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585199 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585201 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585202 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585203 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585205 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585207 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585208 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585209 ('IGM', <Side.SELL: 2>)
1712715879992585219 ('IGM', <Side.BUY: 1>) 1 5722 53
[CANCELLED] 1712715879992585211 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585213 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585215 ('BRV', <Side.SELL: 2>)
1712715879992585239 ('IGM', <Side.BUY: 1>) 2 5716 39
1712715879992585241 ('IGM', <Side.BUY: 1>) 2 5716 19
1712715879992585243 ('IGM', <Side.BUY: 1>) 2 5715 0
1712715879992585220 ('BRV', <Side.BUY: 1>) 1 4903 0
1712715879992585218 ('MKU', <Side.BUY: 1>) 1 4718 0
1712715879992585217 ('DLO', <Side.BUY: 1>) 1 4884 0
1712715879992585245 ('BRV', <Side.BUY: 1>) 2 4883 0
1712715879992585233 ('MKU', <Side.BUY: 1>) 2 4698 0
1712715879992585247 ('BRV', <Side.BUY: 1>) 2 4863 0
1712715879992585227 ('DLO', <Side.BUY: 1>) 2 4864 0
[CANCELLED] 1712715879992585216 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585221 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585222 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585223 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585224 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585225 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585226 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585228 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585229 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585230 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585231 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585232 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585234 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585235 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585236 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585237 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585238 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585240 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585242 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585244 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585246 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585248 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585249 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585250 ('BRV', <Side.SELL: 2>)
1712715879992585254 ('IGM', <Side.BUY: 1>) 1 5695 0
1712715879992585252 ('DLO', <Side.BUY: 1>) 1 4865 0
1712715879992585274 ('IGM', <Side.BUY: 1>) 2 5675 0
1712715879992585262 ('DLO', <Side.BUY: 1>) 2 4845 0
1712715879992585255 ('BRV', <Side.BUY: 1>) 1 4851 0
1712715879992585280 ('BRV', <Side.BUY: 1>) 2 4831 0
1712715879992585276 ('IGM', <Side.BUY: 1>) 2 5655 0
1712715879992585278 ('IGM', <Side.BUY: 1>) 2 5635 0
1712715879992585253 ('MKU', <Side.BUY: 1>) 1 4682 0
[CANCELLED] 1712715879992585251 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585256 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585257 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585258 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585259 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585260 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585261 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585263 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585264 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585265 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585266 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585267 ('DLO', <Side.SELL: 2>)
1712715879992585287 ('DLO', <Side.BUY: 1>) 1 4839 9
[CANCELLED] 1712715879992585268 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585269 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585270 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585271 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585272 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585273 ('MKU', <Side.SELL: 2>)
1712715879992585288 ('MKU', <Side.BUY: 1>) 1 4671 19
[CANCELLED] 1712715879992585275 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585277 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585279 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585281 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585282 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585283 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585284 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585285 ('BRV', <Side.SELL: 2>)
1712715879992585290 ('BRV', <Side.BUY: 1>) 1 4839 13
1712715879992585289 ('IGM', <Side.BUY: 1>) 1 5675 0
1712715879992585303 ('MKU', <Side.BUY: 1>) 2 4670 0
1712715879992585315 ('BRV', <Side.BUY: 1>) 2 4832 0
1712715879992585305 ('MKU', <Side.BUY: 1>) 2 4650 0
1712715879992585309 ('IGM', <Side.BUY: 1>) 2 5655 0
1712715879992585311 ('IGM', <Side.BUY: 1>) 2 5635 0
1712715879992585313 ('IGM', <Side.BUY: 1>) 2 5615 0
1712715879992585297 ('DLO', <Side.BUY: 1>) 2 4828 0
1712715879992585286 ('EPT', <Side.BUY: 1>) 1 4547 0
1712715879992585307 ('MKU', <Side.BUY: 1>) 2 4630 0
1712715879992585291 ('EPT', <Side.BUY: 1>) 2 4527 0
1712715879992585310 ('IGM', <Side.SELL: 2>) 2 5697 0
[CANCELLED] 1712715879992585292 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585293 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585294 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585295 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585296 ('EPT', <Side.SELL: 2>)
1712715879992585317 ('EPT', <Side.BUY: 1>) 1 4510 18
[CANCELLED] 1712715879992585298 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585299 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585300 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585301 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585302 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585304 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585306 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585308 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585312 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585314 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585316 ('BRV', <Side.SELL: 2>)
1712715879992585341 ('IGM', <Side.SELL: 2>) 2 5703 -25
1712715879992585343 ('IGM', <Side.SELL: 2>) 2 5703 -5
1712715879992585347 ('BRV', <Side.SELL: 2>) 2 4799 0
1712715879992585322 ('EPT', <Side.BUY: 1>) 2 4508 0
1712715879992585345 ('IGM', <Side.SELL: 2>) 2 5718 0
1712715879992585349 ('BRV', <Side.SELL: 2>) 2 4819 0
1712715879992585324 ('EPT', <Side.BUY: 1>) 2 4488 0
1712715879992585351 ('BRV', <Side.SELL: 2>) 2 4839 0
1712715879992585335 ('MKU', <Side.SELL: 2>) 2 4651 0
1712715879992585329 ('DLO', <Side.SELL: 2>) 2 4845 0
1712715879992585337 ('MKU', <Side.SELL: 2>) 2 4671 0
1712715879992585326 ('EPT', <Side.BUY: 1>) 2 4468 0
[CANCELLED] 1712715879992585323 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585325 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585327 ('EPT', <Side.SELL: 2>)
1712715879992585352 ('EPT', <Side.BUY: 1>) 1 4458 11
[CANCELLED] 1712715879992585318 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585328 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585330 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585331 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585332 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585333 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585319 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585334 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585336 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585338 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585339 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585320 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585340 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585342 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585344 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585321 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585346 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585348 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585350 ('BRV', <Side.BUY: 1>)
1712715879992585376 ('IGM', <Side.SELL: 2>) 2 5825 -7
1712715879992585382 ('BRV', <Side.SELL: 2>) 2 4908 -6
1712715879992585353 ('DLO', <Side.BUY: 1>) 1 4843 0
1712715879992585355 ('IGM', <Side.BUY: 1>) 1 5782 0
1712715879992585375 ('IGM', <Side.BUY: 1>) 2 5762 0
[CANCELLED] 1712715879992585357 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585358 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585359 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585360 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585361 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585362 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585363 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585364 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585365 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585366 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585367 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585368 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585354 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585369 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585370 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585371 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585372 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585373 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585374 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585377 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585378 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585379 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585380 ('IGM', <Side.SELL: 2>)
1712715879992585390 ('IGM', <Side.BUY: 1>) 1 5760 29
[CANCELLED] 1712715879992585356 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585381 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585383 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585384 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585385 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585386 ('BRV', <Side.SELL: 2>)
1712715879992585410 ('IGM', <Side.BUY: 1>) 2 5760 9
1712715879992585391 ('BRV', <Side.BUY: 1>) 1 4876 0
1712715879992585389 ('MKU', <Side.BUY: 1>) 1 4667 0
1712715879992585387 ('EPT', <Side.BUY: 1>) 1 4462 0
1712715879992585416 ('BRV', <Side.BUY: 1>) 2 4856 0
1712715879992585404 ('MKU', <Side.BUY: 1>) 2 4647 0
1712715879992585388 ('DLO', <Side.BUY: 1>) 1 4831 0
1712715879992585418 ('BRV', <Side.BUY: 1>) 2 4836 0
1712715879992585398 ('DLO', <Side.BUY: 1>) 2 4811 0
1712715879992585406 ('MKU', <Side.BUY: 1>) 2 4627 0
1712715879992585412 ('IGM', <Side.BUY: 1>) 2 5749 0
1712715879992585408 ('MKU', <Side.BUY: 1>) 2 4607 0
[CANCELLED] 1712715879992585392 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585393 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585394 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585395 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585396 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585397 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585399 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585400 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585401 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585402 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585403 ('DLO', <Side.SELL: 2>)
1712715879992585421 ('DLO', <Side.BUY: 1>) 1 4799 33
[CANCELLED] 1712715879992585405 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585407 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585409 ('MKU', <Side.SELL: 2>)
1712715879992585422 ('MKU', <Side.BUY: 1>) 1 4592 38
[CANCELLED] 1712715879992585411 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585413 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585414 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585415 ('IGM', <Side.SELL: 2>)
1712715879992585423 ('IGM', <Side.BUY: 1>) 1 5734 23
[CANCELLED] 1712715879992585417 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585419 ('BRV', <Side.SELL: 2>)
1712715879992585431 ('DLO', <Side.BUY: 1>) 2 4799 13
1712715879992585437 ('MKU', <Side.BUY: 1>) 2 4592 18
1712715879992585443 ('IGM', <Side.BUY: 1>) 2 5734 3
1712715879992585439 ('MKU', <Side.BUY: 1>) 2 4590 0
1712715879992585424 ('BRV', <Side.BUY: 1>) 1 4837 0
1712715879992585449 ('BRV', <Side.BUY: 1>) 2 4817 0
1712715879992585451 ('BRV', <Side.BUY: 1>) 2 4797 0
1712715879992585453 ('BRV', <Side.BUY: 1>) 2 4777 0
1712715879992585433 ('DLO', <Side.BUY: 1>) 2 4792 0
1712715879992585441 ('MKU', <Side.BUY: 1>) 2 4570 0
1712715879992585445 ('IGM', <Side.BUY: 1>) 2 5717 0
1712715879992585435 ('DLO', <Side.BUY: 1>) 2 4772 0
[CANCELLED] 1712715879992585420 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585425 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585426 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585427 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585428 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585429 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585430 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585432 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585434 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585436 ('DLO', <Side.SELL: 2>)
1712715879992585456 ('DLO', <Side.BUY: 1>) 1 4782 11
[CANCELLED] 1712715879992585438 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585440 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585442 ('MKU', <Side.SELL: 2>)
1712715879992585457 ('MKU', <Side.BUY: 1>) 1 4566 13
[CANCELLED] 1712715879992585444 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585446 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585447 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585448 ('IGM', <Side.SELL: 2>)
1712715879992585458 ('IGM', <Side.BUY: 1>) 1 5714 37
[CANCELLED] 1712715879992585450 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585452 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585454 ('BRV', <Side.SELL: 2>)
1712715879992585459 ('BRV', <Side.BUY: 1>) 1 4713 48
1712715879992585478 ('IGM', <Side.BUY: 1>) 2 5714 17
1712715879992585484 ('BRV', <Side.BUY: 1>) 2 4713 28
1712715879992585486 ('BRV', <Side.BUY: 1>) 2 4713 8
1712715879992585480 ('IGM', <Side.BUY: 1>) 2 5711 0
1712715879992585461 ('EPT', <Side.SELL: 2>) 2 4499 0
1712715879992585488 ('BRV', <Side.BUY: 1>) 2 4701 0
1712715879992585466 ('DLO', <Side.BUY: 1>) 2 4773 0
1712715879992585482 ('IGM', <Side.BUY: 1>) 2 5691 0
1712715879992585472 ('MKU', <Side.BUY: 1>) 2 4559 0
1712715879992585474 ('MKU', <Side.BUY: 1>) 2 4539 0
[CANCELLED] 1712715879992585455 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585460 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585463 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585464 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585465 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585467 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585468 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585469 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585470 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585471 ('DLO', <Side.SELL: 2>)
1712715879992585491 ('DLO', <Side.BUY: 1>) 1 4765 10
[CANCELLED] 1712715879992585473 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585475 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585476 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585477 ('MKU', <Side.SELL: 2>)
1712715879992585492 ('MKU', <Side.BUY: 1>) 1 4547 24
[CANCELLED] 1712715879992585479 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585481 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585483 ('IGM', <Side.SELL: 2>)
1712715879992585493 ('IGM', <Side.BUY: 1>) 1 5680 12
[CANCELLED] 1712715879992585485 ('BRV', <Side.SELL: 2>)
