1712598524163483649 ('EPT', 'ASK') 1 4789 -288
1712598524163484110 ('IGM', 'BID') 7 5855 0
1712598524163484109 ('MKU', 'ASK') 1 4540 0
1712598524163484113 ('BRV', 'ASK') 30 5063 0
1712598524163484113 ('BRV', 'ASK') 3 5063 0
1712598524163484104 ('EPT', 'BID') 1 4592 0
[CANCELLED] 1712598524163484105 ('EPT', 'ASK')
[CANCELLED] 1712598524163484106 ('DLO', 'BID')
[CANCELLED] 1712598524163484108 ('MKU', 'BID')
[CANCELLED] 1712598524163484111 ('IGM', 'ASK')
[CANCELLED] 1712598524163484112 ('BRV', 'BID')
[CANCELLED] 1712598524163484114 ('DLO', 'BID')
[CANCELLED] 1712598524163484115 ('MKU', 'BID')
[CANCELLED] 1712598524163484116 ('MKU', 'ASK')
[CANCELLED] 1712598524163484117 ('BRV', 'BID')
[CANCELLED] 1712598524163484118 ('BRV', 'ASK')
[CANCELLED] 1712598524163484119 ('BRV', 'BID')
[CANCELLED] 1712598524163484120 ('BRV', 'ASK')
1712598524163484122 ('EPT', 'ASK') 30 4591 -1
1712598524163484122 ('EPT', 'ASK') 18 4590 0
1712598524163484124 ('DLO', 'ASK') 1 4873 -29
1712598524163484128 ('BRV', 'ASK') 21 5081 -4
1712598524163484127 ('BRV', 'BID') 4 5074 0
1712598524163484121 ('EPT', 'BID') 1 4586 0
1712598524163484132 ('BRV', 'BID') 10 5054 0
1712598524163484129 ('EPT', 'BID') 2 4566 0
[CANCELLED] 1712598524163484123 ('DLO', 'BID')
[CANCELLED] 1712598524163484125 ('MKU', 'BID')
[CANCELLED] 1712598524163484126 ('IGM', 'ASK')
[CANCELLED] 1712598524163484130 ('EPT', 'ASK')
[CANCELLED] 1712598524163484131 ('DLO', 'BID')
1712598524163484133 ('EPT', 'BID') 3 4555 11
1712598524163484136 ('DLO', 'ASK') 1 4897 0
1712598524163484140 ('BRV', 'BID') 1 5024 16
1712598524163484144 ('BRV', 'BID') 10 5020 0
1712598524163484138 ('MKU', 'ASK') 1 4555 0
[CANCELLED] 1712598524163484134 ('EPT', 'ASK')
[CANCELLED] 1712598524163484135 ('DLO', 'BID')
[CANCELLED] 1712598524163484137 ('MKU', 'BID')
[CANCELLED] 1712598524163484139 ('IGM', 'ASK')
[CANCELLED] 1712598524163484141 ('BRV', 'ASK')
[CANCELLED] 1712598524163484142 ('DLO', 'BID')
[CANCELLED] 1712598524163484143 ('MKU', 'BID')
[CANCELLED] 1712598524163484145 ('BRV', 'ASK')
[CANCELLED] 1712598524163484146 ('BRV', 'BID')
[CANCELLED] 1712598524163484147 ('BRV', 'ASK')
[CANCELLED] 1712598524163484148 ('BRV', 'BID')
1712598524163484152 ('DLO', 'ASK') 1 4921 -10
1712598524163484153 ('MKU', 'BID') 40 4531 29
1712598524163484153 ('MKU', 'BID') 5 4532 28
1712598524163484155 ('BRV', 'BID') 21 5009 8
[REJECTED] 1712598524163484160 ('BRV', 'BID')
1712598524163484149 ('EPT', 'BID') 1 4549 0
1712598524163484156 ('BRV', 'ASK') 22 5019 0
1712598524163484157 ('EPT', 'BID') 10 4529 0
[CANCELLED] 1712598524163484150 ('EPT', 'ASK')
[CANCELLED] 1712598524163484151 ('DLO', 'BID')
[CANCELLED] 1712598524163484154 ('IGM', 'ASK')
[CANCELLED] 1712598524163484158 ('EPT', 'ASK')
[CANCELLED] 1712598524163484159 ('DLO', 'BID')
1712598524163484161 ('EPT', 'BID') 11 4524 5
1712598524163484165 ('MKU', 'BID') 1 4495 6
1712598524163484167 ('IGM', 'ASK') 5 5739 0
1712598524163484169 ('BRV', 'ASK') 1 5046 -20
1712598524163484173 ('BRV', 'ASK') 10 5046 0
1712598524163484163 ('DLO', 'BID') 30 4937 0
1712598524163484163 ('DLO', 'BID') 15 4937 0
1712598524163484162 ('EPT', 'ASK') 15 4531 0
1712598524163484171 ('MKU', 'BID') 10 4481 0
1712598524163484175 ('BRV', 'ASK') 10 5066 0
[CANCELLED] 1712598524163484164 ('DLO', 'ASK')
[CANCELLED] 1712598524163484166 ('MKU', 'ASK')
[CANCELLED] 1712598524163484168 ('BRV', 'BID')
[CANCELLED] 1712598524163484170 ('DLO', 'BID')
[CANCELLED] 1712598524163484172 ('BRV', 'BID')
[CANCELLED] 1712598524163484174 ('BRV', 'BID')
[CANCELLED] 1712598524163484176 ('BRV', 'BID')
1712598524163484178 ('EPT', 'ASK') 1 4554 -1
1712598524163484180 ('DLO', 'ASK') 2 4933 -6
1712598524163484183 ('IGM', 'BID') 1 5729 4
1712598524163484186 ('BRV', 'ASK') 1 5102 -14
1712598524163484192 ('BRV', 'ASK') 10 5108 0
1712598524163484182 ('MKU', 'ASK') 2 4470 0
1712598524163484177 ('EPT', 'BID') 1 4549 0
1712598524163484179 ('DLO', 'BID') 11 4923 0
[CANCELLED] 1712598524163484181 ('MKU', 'BID')
[CANCELLED] 1712598524163484184 ('IGM', 'ASK')
[CANCELLED] 1712598524163484185 ('BRV', 'BID')
[CANCELLED] 1712598524163484187 ('EPT', 'BID')
[CANCELLED] 1712598524163484188 ('EPT', 'ASK')
[CANCELLED] 1712598524163484189 ('DLO', 'BID')
[CANCELLED] 1712598524163484190 ('MKU', 'BID')
[CANCELLED] 1712598524163484191 ('BRV', 'BID')
1712598524163484193 ('EPT', 'BID') 11 4537 12
[REJECTED] 1712598524163484195 ('DLO', 'BID')
1712598524163484197 ('MKU', 'BID') 12 4468 1
1712598524163484199 ('IGM', 'BID') 1 5653 33
1712598524163484202 ('BRV', 'ASK') 1 5189 -41
[REJECTED] 1712598524163484203 ('DLO', 'BID')
1712598524163484205 ('BRV', 'ASK') 4 5189 -21
1712598524163484198 ('MKU', 'ASK') 1 4473 0
1712598524163484194 ('EPT', 'ASK') 11 4553 0
[CANCELLED] 1712598524163484196 ('DLO', 'ASK')
[CANCELLED] 1712598524163484200 ('IGM', 'ASK')
[CANCELLED] 1712598524163484201 ('BRV', 'BID')
[CANCELLED] 1712598524163484204 ('BRV', 'BID')
1712598524163484208 ('DLO', 'BID') 1 4897 5
1712598524163484212 ('IGM', 'BID') 1 5592 4
1712598524163484214 ('BRV', 'BID') 30 5138 17
1712598524163484214 ('BRV', 'BID') 17 5139 16
[REJECTED] 1712598524163484217 ('DLO', 'BID')
1712598524163484210 ('MKU', 'BID') 1 4516 0
1712598524163484219 ('MKU', 'BID') 10 4496 0
1712598524163484207 ('EPT', 'ASK') 12 4553 0
[CANCELLED] 1712598524163484206 ('EPT', 'BID')
[CANCELLED] 1712598524163484209 ('DLO', 'ASK')
[CANCELLED] 1712598524163484211 ('MKU', 'ASK')
[CANCELLED] 1712598524163484213 ('IGM', 'ASK')
[CANCELLED] 1712598524163484215 ('EPT', 'BID')
[CANCELLED] 1712598524163484216 ('EPT', 'ASK')
[CANCELLED] 1712598524163484218 ('DLO', 'ASK')
1712598524163484221 ('EPT', 'ASK') 23 4567 -15
1712598524163484222 ('DLO', 'BID') 1 4869 5
1712598524163484224 ('MKU', 'BID') 1 4476 5
1712598524163484227 ('IGM', 'ASK') 4 5600 -8
1712598524163484228 ('BRV', 'BID') 1 5090 4
[REJECTED] 1712598524163484230 ('DLO', 'BID')
1712598524163484223 ('DLO', 'ASK') 13 4876 0
1712598524163484229 ('BRV', 'ASK') 1 5098 0
1712598524163484225 ('MKU', 'ASK') 2 4485 0
1712598524163484233 ('BRV', 'ASK') 10 5118 0
[CANCELLED] 1712598524163484220 ('EPT', 'BID')
[CANCELLED] 1712598524163484226 ('IGM', 'BID')
[CANCELLED] 1712598524163484231 ('MKU', 'BID')
[CANCELLED] 1712598524163484232 ('BRV', 'BID')
[CANCELLED] 1712598524163484234 ('BRV', 'BID')
1712598524163484238 ('DLO', 'ASK') 1 4881 -3
1712598524163484242 ('IGM', 'ASK') 1 5639 -9
1712598524163484244 ('BRV', 'ASK') 1 5156 -30
1712598524163484240 ('MKU', 'ASK') 1 4465 0
1712598524163484236 ('EPT', 'ASK') 1 4582 0
1712598524163484246 ('EPT', 'ASK') 10 4602 0
1712598524163484241 ('IGM', 'BID') 2 5626 0
[CANCELLED] 1712598524163484235 ('EPT', 'BID')
[CANCELLED] 1712598524163484237 ('DLO', 'BID')
[CANCELLED] 1712598524163484239 ('MKU', 'BID')
[CANCELLED] 1712598524163484243 ('BRV', 'BID')
[CANCELLED] 1712598524163484245 ('EPT', 'BID')
[CANCELLED] 1712598524163484247 ('DLO', 'BID')
[CANCELLED] 1712598524163484248 ('DLO', 'ASK')
[CANCELLED] 1712598524163484249 ('BRV', 'BID')
1712598524163484250 ('JAK', 'BID') 24 4690 5
1712598524163484251 ('JAK', 'BID') 6 4690 6
1712598524163484251 ('JAK', 'BID') 26 4691 5
1712598524163484252 ('JAK', 'BID') 14 4691 6
1712598524163484252 ('JAK', 'BID') 30 4692 5
1712598524163484253 ('EPT', 'BID') 24 4610 7
1712598524163484258 ('MKU', 'ASK') 1 4536 -9
1712598524163484259 ('IGM', 'BID') 3 5611 24
1712598524163484255 ('DLO', 'BID') 12 4880 0
1712598524163484263 ('EPT', 'BID') 10 4597 0
1712598524163484262 ('BRV', 'ASK') 1 5186 0
1712598524163484266 ('BRV', 'ASK') 10 5206 0
[CANCELLED] 1712598524163484254 ('EPT', 'ASK')
[CANCELLED] 1712598524163484256 ('DLO', 'ASK')
[CANCELLED] 1712598524163484257 ('MKU', 'BID')
[CANCELLED] 1712598524163484260 ('IGM', 'ASK')
[CANCELLED] 1712598524163484261 ('BRV', 'BID')
[CANCELLED] 1712598524163484264 ('MKU', 'BID')
[CANCELLED] 1712598524163484265 ('BRV', 'BID')
1712598524163484272 ('DLO', 'ASK') 12 4884 -8
1712598524163484275 ('IGM', 'BID') 1 5566 2
1712598524163484278 ('BRV', 'ASK') 1 5216 -13
1712598524163484273 ('MKU', 'BID') 23 4538 0
1712598524163484284 ('BRV', 'ASK') 4 5223 0
1712598524163484270 ('EPT', 'ASK') 2 4594 0
1712598524163484269 ('EPT', 'BID') 1 4590 0
[CANCELLED] 1712598524163484267 ('JAK', 'BID')
[CANCELLED] 1712598524163484268 ('JAK', 'BID')
[CANCELLED] 1712598524163484271 ('DLO', 'BID')
[CANCELLED] 1712598524163484274 ('MKU', 'ASK')
[CANCELLED] 1712598524163484276 ('IGM', 'ASK')
[CANCELLED] 1712598524163484277 ('BRV', 'BID')
[CANCELLED] 1712598524163484279 ('EPT', 'BID')
[CANCELLED] 1712598524163484280 ('EPT', 'ASK')
[CANCELLED] 1712598524163484281 ('DLO', 'BID')
[CANCELLED] 1712598524163484282 ('DLO', 'ASK')
[CANCELLED] 1712598524163484283 ('BRV', 'BID')
1712598524163484286 ('EPT', 'ASK') 11 4590 -5
1712598524163484287 ('DLO', 'BID') 4 4881 1
1712598524163484289 ('MKU', 'BID') 1 4534 7
1712598524163484292 ('IGM', 'ASK') 3 5577 -12
[REJECTED] 1712598524163484294 ('MKU', 'BID')
[CANCELLED] 1712598524163484285 ('EPT', 'BID')
[CANCELLED] 1712598524163484288 ('DLO', 'ASK')
[CANCELLED] 1712598524163484290 ('MKU', 'ASK')
[CANCELLED] 1712598524163484291 ('IGM', 'BID')
[CANCELLED] 1712598524163484293 ('BRV', 'BID')
1712598524163484295 ('EPT', 'BID') 12 4622 9
1712598524163484300 ('MKU', 'ASK') 3 4494 -2
1712598524163484301 ('IGM', 'BID') 2 5594 22
1712598524163484303 ('BRV', 'BID') 30 5329 14
1712598524163484303 ('BRV', 'BID') 18 5330 13
[REJECTED] 1712598524163484310 ('BRV', 'BID')
1712598524163484305 ('EPT', 'BID') 10 4611 0
1712598524163484298 ('DLO', 'ASK') 12 4875 0
[CANCELLED] 1712598524163484296 ('EPT', 'ASK')
[CANCELLED] 1712598524163484297 ('DLO', 'BID')
[CANCELLED] 1712598524163484299 ('MKU', 'BID')
[CANCELLED] 1712598524163484302 ('IGM', 'ASK')
[CANCELLED] 1712598524163484304 ('BRV', 'ASK')
[CANCELLED] 1712598524163484306 ('EPT', 'ASK')
[CANCELLED] 1712598524163484307 ('DLO', 'BID')
[CANCELLED] 1712598524163484308 ('DLO', 'ASK')
[CANCELLED] 1712598524163484309 ('MKU', 'BID')
1712598524163484311 ('EPT', 'BID') 1 4594 5
1712598524163484314 ('DLO', 'ASK') 11 4885 -1
1712598524163484317 ('IGM', 'BID') 1 5558 0
1712598524163484315 ('MKU', 'BID') 4 4498 0
1712598524163484312 ('EPT', 'ASK') 12 4603 0
1712598524163484313 ('DLO', 'BID') 12 4880 0
[CANCELLED] 1712598524163484316 ('MKU', 'ASK')
[CANCELLED] 1712598524163484318 ('IGM', 'ASK')
[CANCELLED] 1712598524163484319 ('BRV', 'ASK')
[CANCELLED] 1712598524163484320 ('EPT', 'BID')
1712598524163484322 ('EPT', 'ASK') 1 4665 -26
1712598524163484323 ('DLO', 'BID') 1 4868 5
1712598524163484325 ('MKU', 'BID') 1 4477 2
1712598524163484327 ('IGM', 'BID') 1 5533 28
[REJECTED] 1712598524163484333 ('MKU', 'BID')
1712598524163484331 ('DLO', 'BID') 10 4853 0
1712598524163484329 ('BRV', 'ASK') 3 5297 0
[CANCELLED] 1712598524163484321 ('EPT', 'BID')
[CANCELLED] 1712598524163484324 ('DLO', 'ASK')
[CANCELLED] 1712598524163484326 ('MKU', 'ASK')
[CANCELLED] 1712598524163484328 ('IGM', 'ASK')
[CANCELLED] 1712598524163484330 ('EPT', 'BID')
[CANCELLED] 1712598524163484332 ('DLO', 'ASK')
1712598524163484334 ('EPT', 'BID') 22 4696 2
1712598524163484337 ('DLO', 'ASK') 12 4858 -5
1712598524163484339 ('IGM', 'ASK') 4 5549 -18
1712598524163484340 ('BRV', 'ASK') 4 5312 -11
1712598524163484341 ('EPT', 'BID') 10 4678 0
[CANCELLED] 1712598524163484335 ('EPT', 'ASK')
[CANCELLED] 1712598524163484336 ('DLO', 'BID')
[CANCELLED] 1712598524163484338 ('MKU', 'ASK')
[CANCELLED] 1712598524163484342 ('DLO', 'BID')
1712598524163484343 ('JAK', 'BID') 24 4656 14
1712598524163484344 ('JAK', 'BID') 6 4656 15
1712598524163484344 ('JAK', 'BID') 26 4657 14
1712598524163484345 ('JAK', 'BID') 14 4657 15
1712598524163484345 ('JAK', 'BID') 26 4658 14
1712598524163484346 ('JAK', 'BID') 4 4658 15
1712598524163484347 ('EPT', 'BID') 1 4646 19
1712598524163484352 ('IGM', 'BID') 1 5560 3
1712598524163484354 ('BRV', 'BID') 1 5310 7
1712598524163484356 ('EPT', 'BID') 10 4645 0
1712598524163484351 ('MKU', 'ASK') 4 4450 0
1712598524163484349 ('DLO', 'BID') 12 4866 0
1712598524163484358 ('DLO', 'BID') 10 4846 0
[CANCELLED] 1712598524163484348 ('EPT', 'ASK')
[CANCELLED] 1712598524163484350 ('DLO', 'ASK')
[CANCELLED] 1712598524163484353 ('IGM', 'ASK')
[CANCELLED] 1712598524163484355 ('BRV', 'ASK')
[CANCELLED] 1712598524163484357 ('EPT', 'ASK')
1712598524163484359 ('JAK', 'BID') 24 4644 1
[REJECTED] 1712598524163484360 ('JAK', 'BID')
[REJECTED] 1712598524163484361 ('JAK', 'BID')
[REJECTED] 1712598524163484362 ('JAK', 'BID')
[REJECTED] 1712598524163484363 ('JAK', 'BID')
1712598524163484368 ('MKU', 'ASK') 1 4449 -2
1712598524163484371 ('BRV', 'BID') 1 5295 0
1712598524163484369 ('IGM', 'BID') 1 5547 0
1712598524163484365 ('EPT', 'ASK') 13 4619 0
[CANCELLED] 1712598524163484364 ('EPT', 'BID')
[CANCELLED] 1712598524163484366 ('DLO', 'ASK')
[CANCELLED] 1712598524163484367 ('MKU', 'BID')
[CANCELLED] 1712598524163484370 ('IGM', 'ASK')
[CANCELLED] 1712598524163484372 ('BRV', 'ASK')
[CANCELLED] 1712598524163484373 ('EPT', 'BID')
[CANCELLED] 1712598524163484374 ('DLO', 'ASK')
1712598524163484375 ('EPT', 'BID') 10 4611 16
1712598524163484377 ('DLO', 'ASK') 13 4835 -1
1712598524163484380 ('IGM', 'BID') 1 5516 19
1712598524163484383 ('BRV', 'ASK') 3 5308 -17
1712598524163484378 ('MKU', 'BID') 2 4473 0
1712598524163484384 ('EPT', 'BID') 10 4607 0
[CANCELLED] 1712598524163484376 ('EPT', 'ASK')
[CANCELLED] 1712598524163484379 ('MKU', 'ASK')
[CANCELLED] 1712598524163484381 ('IGM', 'ASK')
[CANCELLED] 1712598524163484382 ('BRV', 'BID')
1712598524163484385 ('EPT', 'BID') 1 4573 10
1712598524163484388 ('DLO', 'ASK') 1 4851 -1
1712598524163484389 ('MKU', 'BID') 1 4463 1
1712598524163484394 ('BRV', 'ASK') 1 5359 -20
[REJECTED] 1712598524163484395 ('EPT', 'BID')
1712598524163484393 ('BRV', 'BID') 2 5336 0
1712598524163484392 ('IGM', 'ASK') 4 5493 0
1712598524163484387 ('DLO', 'BID') 1 4846 0
[CANCELLED] 1712598524163484386 ('EPT', 'ASK')
[CANCELLED] 1712598524163484390 ('MKU', 'ASK')
[CANCELLED] 1712598524163484391 ('IGM', 'BID')
[CANCELLED] 1712598524163484396 ('EPT', 'ASK')
[CANCELLED] 1712598524163484397 ('DLO', 'BID')
1712598524163484399 ('DLO', 'BID') 11 4831 2
1712598524163484403 ('IGM', 'BID') 2 5471 30
1712598524163484405 ('BRV', 'BID') 1 5260 24
1712598524163484402 ('MKU', 'ASK') 3 4450 0
1712598524163484398 ('EPT', 'ASK') 13 4565 0
1712598524163484401 ('MKU', 'BID') 1 4447 0
[CANCELLED] 1712598524163484400 ('DLO', 'ASK')
[CANCELLED] 1712598524163484404 ('IGM', 'ASK')
[CANCELLED] 1712598524163484406 ('BRV', 'ASK')
1712598524163484407 ('EPT', 'BID') 1 4572 3
1712598524163484409 ('DLO', 'BID') 1 4802 9
1712598524163484411 ('MKU', 'BID') 1 4433 29
1712598524163484413 ('IGM', 'BID') 1 5391 6
1712598524163484415 ('BRV', 'BID') 1 5205 21
[REJECTED] 1712598524163484418 ('DLO', 'BID')
[CANCELLED] 1712598524163484408 ('EPT', 'ASK')
[CANCELLED] 1712598524163484410 ('DLO', 'ASK')
[CANCELLED] 1712598524163484412 ('MKU', 'ASK')
[CANCELLED] 1712598524163484414 ('IGM', 'ASK')
[CANCELLED] 1712598524163484416 ('BRV', 'ASK')
[CANCELLED] 1712598524163484417 ('EPT', 'BID')
1712598524163484420 ('EPT', 'ASK') 2 4576 -4
1712598524163484422 ('DLO', 'ASK') 3 4802 -4
1712598524163484423 ('MKU', 'BID') 1 4376 9
1712598524163484426 ('IGM', 'ASK') 3 5384 0
1712598524163484428 ('BRV', 'ASK') 3 5192 -2
1712598524163484421 ('DLO', 'BID') 1 4794 0
[CANCELLED] 1712598524163484419 ('EPT', 'BID')
[CANCELLED] 1712598524163484424 ('MKU', 'ASK')
[CANCELLED] 1712598524163484425 ('IGM', 'BID')
[CANCELLED] 1712598524163484427 ('BRV', 'BID')
[CANCELLED] 1712598524163484429 ('DLO', 'BID')
1712598524163484431 ('EPT', 'ASK') 1 4616 -9
1712598524163484435 ('MKU', 'ASK') 3 4387 -9
1712598524163484437 ('IGM', 'ASK') 1 5433 -17
1712598524163484439 ('BRV', 'ASK') 1 5264 -26
1712598524163484433 ('DLO', 'ASK') 1 4795 0
[CANCELLED] 1712598524163484430 ('EPT', 'BID')
[CANCELLED] 1712598524163484432 ('DLO', 'BID')
[CANCELLED] 1712598524163484434 ('MKU', 'BID')
[CANCELLED] 1712598524163484436 ('IGM', 'BID')
[CANCELLED] 1712598524163484438 ('BRV', 'BID')
[CANCELLED] 1712598524163484440 ('EPT', 'BID')
1712598524163484441 ('EPT', 'BID') 15 4599 21
1712598524163484444 ('DLO', 'ASK') 1 4818 -14
1712598524163484446 ('MKU', 'ASK') 1 4447 -23
1712598524163484449 ('BRV', 'BID') 3 5277 17
1712598524163484447 ('IGM', 'BID') 3 5470 0
[CANCELLED] 1712598524163484442 ('EPT', 'ASK')
[CANCELLED] 1712598524163484443 ('DLO', 'BID')
[CANCELLED] 1712598524163484445 ('MKU', 'BID')
[CANCELLED] 1712598524163484448 ('IGM', 'ASK')
[CANCELLED] 1712598524163484450 ('BRV', 'ASK')
[CANCELLED] 1712598524163484451 ('DLO', 'BID')
1712598524163484453 ('DLO', 'BID') 5 4825 4
1712598524163484455 ('MKU', 'BID') 3 4466 1
1712598524163484459 ('BRV', 'BID') 1 5229 11
1712598524163484457 ('IGM', 'BID') 1 5464 0
1712598524163484454 ('DLO', 'ASK') 1 4833 0
[CANCELLED] 1712598524163484452 ('EPT', 'ASK')
[CANCELLED] 1712598524163484456 ('MKU', 'ASK')
[CANCELLED] 1712598524163484458 ('IGM', 'ASK')
[CANCELLED] 1712598524163484460 ('BRV', 'ASK')
1712598524163484464 ('MKU', 'BID') 1 4423 10
1712598524163484467 ('IGM', 'ASK') 3 5449 0
1712598524163484468 ('BRV', 'BID') 1 5168 19
1712598524163484461 ('EPT', 'ASK') 3 4551 0
1712598524163484463 ('DLO', 'ASK') 1 4841 0
[CANCELLED] 1712598524163484462 ('DLO', 'BID')
[CANCELLED] 1712598524163484465 ('MKU', 'ASK')
[CANCELLED] 1712598524163484466 ('IGM', 'BID')
[CANCELLED] 1712598524163484469 ('BRV', 'ASK')
[CANCELLED] 1712598524163484470 ('DLO', 'BID')
1712598524163484474 ('DLO', 'ASK') 1 4846 0
1712598524163484475 ('MKU', 'BID') 1 4401 3
1712598524163484480 ('BRV', 'ASK') 4 5144 -13
1712598524163484477 ('IGM', 'BID') 2 5472 0
1712598524163484471 ('EPT', 'BID') 1 4553 0
1712598524163484473 ('DLO', 'BID') 2 4842 0
[CANCELLED] 1712598524163484472 ('EPT', 'ASK')
[CANCELLED] 1712598524163484476 ('MKU', 'ASK')
[CANCELLED] 1712598524163484478 ('IGM', 'ASK')
[CANCELLED] 1712598524163484479 ('BRV', 'BID')
1712598524163484481 ('EPT', 'BID') 1 4533 10
[REJECTED] 1712598524163484483 ('DLO', 'BID')
1712598524163484487 ('IGM', 'BID') 1 5436 18
1712598524163484490 ('BRV', 'ASK') 1 5180 -6
[REJECTED] 1712598524163484491 ('DLO', 'BID')
1712598524163484489 ('BRV', 'BID') 2 5171 0
1712598524163484486 ('MKU', 'ASK') 4 4389 0
[CANCELLED] 1712598524163484482 ('EPT', 'ASK')
[CANCELLED] 1712598524163484484 ('DLO', 'ASK')
[CANCELLED] 1712598524163484485 ('MKU', 'BID')
[CANCELLED] 1712598524163484488 ('IGM', 'ASK')
1712598524163484501 ('BRV', 'ASK') 1 5165 -4
1712598524163484493 ('EPT', 'ASK') 3 4536 0
1712598524163484496 ('MKU', 'BID') 2 4420 0
1712598524163484499 ('IGM', 'ASK') 3 5413 0
1712598524163484495 ('DLO', 'ASK') 2 4832 0
[CANCELLED] 1712598524163484492 ('EPT', 'BID')
[CANCELLED] 1712598524163484494 ('DLO', 'BID')
[CANCELLED] 1712598524163484497 ('MKU', 'ASK')
[CANCELLED] 1712598524163484498 ('IGM', 'BID')
[CANCELLED] 1712598524163484500 ('BRV', 'BID')
[CANCELLED] 1712598524163484502 ('DLO', 'BID')
1712598524163484506 ('DLO', 'ASK') 1 4838 -1
1712598524163484510 ('IGM', 'ASK') 1 5452 -28
1712598524163484512 ('BRV', 'ASK') 1 5302 -43
1712598524163484504 ('EPT', 'ASK') 1 4546 0
1712598524163484505 ('DLO', 'BID') 3 4835 0
[CANCELLED] 1712598524163484503 ('EPT', 'BID')
[CANCELLED] 1712598524163484507 ('MKU', 'BID')
[CANCELLED] 1712598524163484508 ('MKU', 'ASK')
[CANCELLED] 1712598524163484509 ('IGM', 'BID')
[CANCELLED] 1712598524163484511 ('BRV', 'BID')
1712598524163484514 ('EPT', 'ASK') 1 4552 -2
[REJECTED] 1712598524163484515 ('DLO', 'BID')
1712598524163484520 ('IGM', 'ASK') 1 5502 -7
1712598524163484521 ('BRV', 'BID') 3 5298 23
[REJECTED] 1712598524163484523 ('DLO', 'BID')
1712598524163484518 ('MKU', 'ASK') 3 4404 0
[CANCELLED] 1712598524163484513 ('EPT', 'BID')
[CANCELLED] 1712598524163484516 ('DLO', 'ASK')
[CANCELLED] 1712598524163484517 ('MKU', 'BID')
[CANCELLED] 1712598524163484519 ('IGM', 'BID')
[CANCELLED] 1712598524163484522 ('BRV', 'ASK')
1712598524163484524 ('EPT', 'BID') 4 4549 2
1712598524163484526 ('DLO', 'BID') 1 4797 6
1712598524163484533 ('BRV', 'ASK') 2 5286 -1
[REJECTED] 1712598524163484534 ('DLO', 'BID')
1712598524163484529 ('MKU', 'ASK') 1 4404 0
1712598524163484531 ('IGM', 'ASK') 1 5509 0
[CANCELLED] 1712598524163484525 ('EPT', 'ASK')
[CANCELLED] 1712598524163484527 ('DLO', 'ASK')
[CANCELLED] 1712598524163484528 ('MKU', 'BID')
[CANCELLED] 1712598524163484530 ('IGM', 'BID')
[CANCELLED] 1712598524163484532 ('BRV', 'BID')
1712598524163484539 ('MKU', 'ASK') 1 4421 -7
1712598524163484541 ('IGM', 'ASK') 1 5524 -11
1712598524163484542 ('BRV', 'BID') 2 5310 7
1712598524163484536 ('EPT', 'ASK') 2 4514 0
1712598524163484543 ('BRV', 'ASK') 1 5321 0
[CANCELLED] 1712598524163484535 ('EPT', 'BID')
[CANCELLED] 1712598524163484537 ('DLO', 'ASK')
[CANCELLED] 1712598524163484538 ('MKU', 'BID')
[CANCELLED] 1712598524163484540 ('IGM', 'BID')
1712598524163484545 ('EPT', 'ASK') 1 4573 -30
1712598524163484547 ('MKU', 'BID') 5 4413 11
1712598524163484550 ('IGM', 'ASK') 1 5578 -19
1712598524163484552 ('BRV', 'ASK') 2 5327 -16
1712598524163484546 ('DLO', 'ASK') 4 4764 0
[CANCELLED] 1712598524163484544 ('EPT', 'BID')
[CANCELLED] 1712598524163484548 ('MKU', 'ASK')
[CANCELLED] 1712598524163484549 ('IGM', 'BID')
[CANCELLED] 1712598524163484551 ('BRV', 'BID')
1712598524163484553 ('EPT', 'BID') 3 4566 9
1712598524163484556 ('MKU', 'BID') 1 4375 10
1712598524163484559 ('IGM', 'ASK') 1 5617 -13
1712598524163484561 ('BRV', 'ASK') 1 5373 -15
1712598524163484554 ('EPT', 'ASK') 1 4579 0
[CANCELLED] 1712598524163484555 ('DLO', 'ASK')
[CANCELLED] 1712598524163484557 ('MKU', 'ASK')
[CANCELLED] 1712598524163484558 ('IGM', 'BID')
[CANCELLED] 1712598524163484560 ('BRV', 'BID')
1712598524163484563 ('EPT', 'ASK') 1 4588 -14
1712598524163484565 ('DLO', 'ASK') 6 4762 -2
1712598524163484566 ('MKU', 'BID') 1 4363 3
1712598524163484569 ('IGM', 'ASK') 1 5663 -19
1712598524163484571 ('BRV', 'ASK') 1 5398 0
1712598524163484568 ('IGM', 'BID') 8 5640 0
1712598524163484564 ('DLO', 'BID') 1 4756 0
[CANCELLED] 1712598524163484562 ('EPT', 'BID')
[CANCELLED] 1712598524163484567 ('MKU', 'ASK')
[CANCELLED] 1712598524163484570 ('BRV', 'BID')
1712598524163484573 ('EPT', 'ASK') 1 4628 -6
1712598524163484574 ('DLO', 'BID') 2 4760 8
1712598524163484577 ('MKU', 'ASK') 4 4365 -12
[REJECTED] 1712598524163484578 ('IGM', 'BID')
1712598524163484580 ('BRV', 'BID') 4 5389 7
1712598524163484576 ('MKU', 'BID') 1 4350 0
[CANCELLED] 1712598524163484572 ('EPT', 'BID')
[CANCELLED] 1712598524163484575 ('DLO', 'ASK')
[CANCELLED] 1712598524163484579 ('IGM', 'ASK')
[CANCELLED] 1712598524163484581 ('BRV', 'ASK')
1712598524163484582 ('EPT', 'BID') 3 4626 2
1712598524163484584 ('DLO', 'BID') 1 4748 0
