1712551825886760961 ('EPT', 'ASK') 5 4813
1712551825886763722 ('DLO', 'BID') 5 4972
1712551825886763729 ('BRV', 'ASK') 5 4631
1712551825886763728 ('BRV', 'BID') 5 4614
1712551825886763723 ('DLO', 'ASK') 5 4976
1712551825886763739 ('DLO', 'ASK') 5 4993
1712551825886763745 ('BRV', 'ASK') 5 4595
1712551825886763670 ('BRV', 'ASK') 5 4659
1712551825886763654 ('BRV', 'ASK') 5 4698
1712551825886763358 ('BRV', 'ASK') 5 4733
1712551825886763178 ('MKU', 'BID') 5 4978
1712551825886762347 ('DLO', 'ASK') 5 5014
1712551825886763755 ('DLO', 'ASK') 5 5010
1712551825886763756 ('MKU', 'BID') 5 4965
1712551825886763761 ('BRV', 'ASK') 5 4723
1712551825886763438 ('BRV', 'ASK') 5 4772
1712551825886763384 ('BRV', 'ASK') 5 4778
1712551825886763155 ('MKU', 'BID') 5 4948
1712551825886763754 ('DLO', 'BID') 5 5004
1712551825886763764 ('DLO', 'BID') 5 5004
1712551825886763771 ('BRV', 'ASK') 5 4757
1712551825886763781 ('BRV', 'ASK') 5 4807
1712551825886763406 ('BRV', 'ASK') 5 4810
1712551825886763422 ('BRV', 'ASK') 5 4818
1712551825886763791 ('BRV', 'ASK') 5 4818
1712551825886763765 ('DLO', 'ASK') 5 5013
1712551825886763766 ('MKU', 'BID') 5 4952
1712551825886763796 ('MKU', 'BID') 5 4935
1712551825886763801 ('BRV', 'ASK') 5 4869
1712551825886763797 ('MKU', 'ASK') 5 4948
1712551825886763794 ('DLO', 'BID') 5 5000
1712551825886763774 ('DLO', 'BID') 5 4998
1712551825886763800 ('BRV', 'BID') 5 4849
1712551825886763804 ('DLO', 'BID') 5 4995
1712551825886763810 ('BRV', 'BID') 5 4835
1712551825886763806 ('MKU', 'BID') 5 4949
1712551825886763790 ('BRV', 'BID') 5 4803
1712551825886763738 ('DLO', 'BID') 5 4988
1712551825886763780 ('BRV', 'BID') 5 4791
1712551825886763814 ('DLO', 'BID') 5 4990
1712551825886763820 ('BRV', 'BID') 5 4778
