1712714824155560192 ('EPT', <Side.BUY: 1>) 1 4787 0
1712714824155560601 ('MKU', <Side.SELL: 2>) 2 5628 0
1712714824155560588 ('EPT', <Side.BUY: 1>) 2 4611 0
1712714824155560584 ('DLO', <Side.BUY: 1>) 1 5314 0
[CANCELLED] 1712714824155560589 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560590 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560591 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560592 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560593 ('EPT', <Side.SELL: 2>)
1712714824155560618 ('EPT', <Side.BUY: 1>) 1 4602 10
[CANCELLED] 1712714824155560594 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560595 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560596 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560597 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560598 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560599 ('DLO', <Side.SELL: 2>)
1712714824155560619 ('DLO', <Side.BUY: 1>) 1 5318 9
[CANCELLED] 1712714824155560585 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560600 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560602 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560603 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560604 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560605 ('MKU', <Side.SELL: 2>)
1712714824155560620 ('MKU', <Side.BUY: 1>) 1 5605 17
[CANCELLED] 1712714824155560586 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560606 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560608 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560609 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560610 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560611 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560587 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560612 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560613 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560614 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560615 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560616 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560617 ('BRV', <Side.SELL: 2>)
1712714824155560622 ('BRV', <Side.BUY: 1>) 1 6120 21
1712714824155560647 ('BRV', <Side.BUY: 1>) 2 6120 1
1712714824155560621 ('IGM', <Side.BUY: 1>) 1 6250 0
[CANCELLED] 1712714824155560623 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560624 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560625 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560626 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560627 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560628 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560629 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560630 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560631 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560632 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560633 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560634 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560635 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560636 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560637 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560638 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560639 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560640 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560641 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560642 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560643 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560644 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560645 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560646 ('IGM', <Side.SELL: 2>)
1712714824155560652 ('IGM', <Side.BUY: 1>) 1 6243 20
[CANCELLED] 1712714824155560648 ('BRV', <Side.SELL: 2>)
1712714824155560672 ('IGM', <Side.BUY: 1>) 2 6243 0
1712714824155560679 ('BRV', <Side.SELL: 2>) 2 6181 0
1712714824155560667 ('MKU', <Side.SELL: 2>) 2 5659 0
1712714824155560681 ('BRV', <Side.SELL: 2>) 2 6201 0
1712714824155560655 ('EPT', <Side.SELL: 2>) 2 4629 0
1712714824155560669 ('MKU', <Side.SELL: 2>) 2 5679 0
1712714824155560683 ('BRV', <Side.SELL: 2>) 2 6221 0
1712714824155560673 ('IGM', <Side.SELL: 2>) 2 6293 0
1712714824155560671 ('MKU', <Side.SELL: 2>) 2 5699 0
1712714824155560661 ('DLO', <Side.SELL: 2>) 2 5373 0
1712714824155560675 ('IGM', <Side.SELL: 2>) 2 6313 0
[CANCELLED] 1712714824155560649 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560654 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560656 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560657 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560658 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560659 ('EPT', <Side.SELL: 2>)
1712714824155560684 ('EPT', <Side.BUY: 1>) 1 4610 17
[CANCELLED] 1712714824155560650 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560660 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560662 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560663 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560664 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560665 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560651 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560666 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560668 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560670 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560674 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560676 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560677 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560653 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560678 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560680 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560682 ('BRV', <Side.BUY: 1>)
1712714824155560702 ('MKU', <Side.SELL: 2>) 2 5721 -22
1712714824155560704 ('MKU', <Side.SELL: 2>) 2 5721 -2
1712714824155560689 ('EPT', <Side.BUY: 1>) 2 4607 0
1712714824155560708 ('IGM', <Side.SELL: 2>) 2 6266 0
1712714824155560710 ('IGM', <Side.SELL: 2>) 2 6286 0
1712714824155560712 ('IGM', <Side.SELL: 2>) 2 6306 0
1712714824155560714 ('BRV', <Side.SELL: 2>) 2 6279 -54
1712714824155560716 ('BRV', <Side.SELL: 2>) 2 6279 -34
1712714824155560691 ('EPT', <Side.BUY: 1>) 2 4587 0
[CANCELLED] 1712714824155560688 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560713 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560715 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560717 ('BRV', <Side.BUY: 1>)
1712714824155560718 ('BRV', <Side.BUY: 1>) 40 6300 12
[CANCELLED] 1712714824155560719 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560720 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560721 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560722 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560690 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560692 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560693 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560694 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560685 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560695 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560696 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560697 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560698 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560699 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560700 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560686 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560701 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560703 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560705 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560706 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560687 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560707 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560709 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560711 ('IGM', <Side.BUY: 1>)
1712714824155560724 ('EPT', <Side.BUY: 1>) 2 4582 0
[CANCELLED] 1712714824155560725 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560726 ('EPT', <Side.BUY: 1>)
1712714824155560727 ('EPT', <Side.BUY: 1>) 1 4563 16
1712714824155560728 ('DLO', <Side.BUY: 1>) 1 5335 42
1712714824155560729 ('MKU', <Side.BUY: 1>) 1 5650 64
1712714824155560730 ('IGM', <Side.BUY: 1>) 1 6371 3
[CANCELLED] 1712714824155560723 ('BRV', <Side.BUY: 1>)
1712714824155560731 ('BRV', <Side.BUY: 1>) 1 6213 94
1712714824155560738 ('DLO', <Side.BUY: 1>) 2 5335 22
1712714824155560740 ('DLO', <Side.BUY: 1>) 2 5335 2
1712714824155560744 ('MKU', <Side.BUY: 1>) 2 5650 44
1712714824155560746 ('MKU', <Side.BUY: 1>) 2 5650 24
1712714824155560748 ('MKU', <Side.BUY: 1>) 2 5650 4
1712714824155560756 ('BRV', <Side.BUY: 1>) 2 6213 74
1712714824155560758 ('BRV', <Side.BUY: 1>) 2 6213 54
1712714824155560760 ('BRV', <Side.BUY: 1>) 2 6213 34
1712714824155560750 ('IGM', <Side.BUY: 1>) 2 6354 0
1712714824155560752 ('IGM', <Side.BUY: 1>) 2 6334 0
[CANCELLED] 1712714824155560732 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560733 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560734 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560735 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560736 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560737 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560739 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560741 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560742 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560743 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560745 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560747 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560749 ('MKU', <Side.SELL: 2>)
1712714824155560764 ('MKU', <Side.BUY: 1>) 1 5642 0
[CANCELLED] 1712714824155560751 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560753 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560754 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560755 ('IGM', <Side.SELL: 2>)
1712714824155560765 ('IGM', <Side.BUY: 1>) 1 6318 40
[CANCELLED] 1712714824155560757 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560759 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560761 ('BRV', <Side.SELL: 2>)
1712714824155560766 ('BRV', <Side.BUY: 1>) 1 6184 24
1712714824155560785 ('IGM', <Side.BUY: 1>) 2 6318 20
1712714824155560787 ('IGM', <Side.BUY: 1>) 2 6318 0
[CANCELLED] 1712714824155560762 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560767 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560768 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560769 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560770 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560771 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560772 ('EPT', <Side.SELL: 2>)
1712714824155560797 ('EPT', <Side.BUY: 1>) 1 4581 6
[CANCELLED] 1712714824155560763 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560773 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560774 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560775 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560776 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560777 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560778 ('DLO', <Side.SELL: 2>)
1712714824155560798 ('DLO', <Side.BUY: 1>) 1 5341 3
[CANCELLED] 1712714824155560779 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560780 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560781 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560782 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560783 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560784 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560786 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560788 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560789 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560790 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560791 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560792 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560793 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560794 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560795 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560796 ('BRV', <Side.SELL: 2>)
1712714824155560808 ('DLO', <Side.BUY: 1>) 2 5324 0
1712714824155560801 ('BRV', <Side.BUY: 1>) 1 6203 0
1712714824155560826 ('BRV', <Side.BUY: 1>) 2 6183 0
1712714824155560799 ('MKU', <Side.BUY: 1>) 1 5654 0
1712714824155560814 ('MKU', <Side.BUY: 1>) 2 5634 0
1712714824155560810 ('DLO', <Side.BUY: 1>) 2 5304 0
1712714824155560800 ('IGM', <Side.BUY: 1>) 1 6299 0
1712714824155560820 ('IGM', <Side.BUY: 1>) 2 6279 0
1712714824155560828 ('BRV', <Side.BUY: 1>) 2 6163 0
1712714824155560830 ('BRV', <Side.BUY: 1>) 1 6143 0
1712714824155560816 ('MKU', <Side.BUY: 1>) 2 5614 0
1712714824155560818 ('MKU', <Side.BUY: 1>) 2 5594 0
[CANCELLED] 1712714824155560802 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560803 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560804 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560805 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560806 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560807 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560809 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560811 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560812 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560813 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560815 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560817 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560819 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560821 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560822 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560823 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560824 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560825 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560827 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560829 ('BRV', <Side.SELL: 2>)
1712714824155560861 ('BRV', <Side.SELL: 2>) 2 6109 0
1712714824155560849 ('MKU', <Side.SELL: 2>) 2 5608 0
1712714824155560863 ('BRV', <Side.SELL: 2>) 2 6129 0
1712714824155560834 ('IGM', <Side.BUY: 1>) 1 6260 0
1712714824155560854 ('IGM', <Side.BUY: 1>) 2 6240 0
[CANCELLED] 1712714824155560831 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560836 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560837 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560838 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560839 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560840 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560841 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560832 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560842 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560843 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560844 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560845 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560846 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560847 ('DLO', <Side.SELL: 2>)
1712714824155560867 ('DLO', <Side.BUY: 1>) 1 5300 1
[CANCELLED] 1712714824155560833 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560848 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560850 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560851 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560852 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560853 ('MKU', <Side.SELL: 2>)
1712714824155560868 ('MKU', <Side.BUY: 1>) 1 5602 15
[CANCELLED] 1712714824155560855 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560856 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560857 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560858 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560859 ('IGM', <Side.SELL: 2>)
1712714824155560869 ('IGM', <Side.BUY: 1>) 1 6242 17
[CANCELLED] 1712714824155560835 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560860 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560862 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560864 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560865 ('BRV', <Side.SELL: 2>)
1712714824155560870 ('BRV', <Side.BUY: 1>) 1 6083 34
1712714824155560872 ('EPT', <Side.SELL: 2>) 2 4637 0
1712714824155560895 ('BRV', <Side.BUY: 1>) 2 6089 8
1712714824155560874 ('EPT', <Side.SELL: 2>) 2 4657 0
1712714824155560889 ('IGM', <Side.BUY: 1>) 2 6239 0
1712714824155560877 ('DLO', <Side.BUY: 1>) 2 5281 0
1712714824155560897 ('BRV', <Side.BUY: 1>) 2 6077 0
1712714824155560883 ('MKU', <Side.BUY: 1>) 2 5597 0
1712714824155560885 ('MKU', <Side.BUY: 1>) 2 5577 0
[CANCELLED] 1712714824155560866 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560871 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560873 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560875 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560876 ('EPT', <Side.SELL: 2>)
1712714824155560899 ('EPT', <Side.BUY: 1>) 1 4638 13
[CANCELLED] 1712714824155560878 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560879 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560880 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560881 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560882 ('DLO', <Side.SELL: 2>)
1712714824155560900 ('DLO', <Side.BUY: 1>) 1 5264 31
[CANCELLED] 1712714824155560884 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560886 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560887 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560888 ('MKU', <Side.SELL: 2>)
1712714824155560901 ('MKU', <Side.BUY: 1>) 1 5582 21
[CANCELLED] 1712714824155560890 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560891 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560892 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560893 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560894 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560896 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560898 ('BRV', <Side.SELL: 2>)
1712714824155560903 ('BRV', <Side.BUY: 1>) 1 6050 32
1712714824155560910 ('DLO', <Side.BUY: 1>) 2 5265 10
1712714824155560928 ('BRV', <Side.BUY: 1>) 2 6056 6
1712714824155560902 ('IGM', <Side.BUY: 1>) 1 6239 0
1712714824155560930 ('BRV', <Side.BUY: 1>) 2 6042 0
1712714824155560916 ('MKU', <Side.BUY: 1>) 2 5583 0
1712714824155560912 ('DLO', <Side.BUY: 1>) 2 5255 0
1712714824155560932 ('BRV', <Side.BUY: 1>) 2 6022 0
1712714824155560918 ('MKU', <Side.BUY: 1>) 2 5563 0
1712714824155560922 ('IGM', <Side.BUY: 1>) 2 6219 0
1712714824155560924 ('IGM', <Side.BUY: 1>) 2 6199 0
1712714824155560920 ('MKU', <Side.BUY: 1>) 2 5543 0
1712714824155560914 ('DLO', <Side.BUY: 1>) 2 5235 0
[CANCELLED] 1712714824155560904 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560905 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560906 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560907 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560908 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560909 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560911 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560913 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560915 ('DLO', <Side.SELL: 2>)
1712714824155560935 ('DLO', <Side.BUY: 1>) 1 5240 16
[CANCELLED] 1712714824155560917 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560919 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560921 ('MKU', <Side.SELL: 2>)
1712714824155560936 ('MKU', <Side.BUY: 1>) 1 5542 31
[CANCELLED] 1712714824155560923 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560925 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560926 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560927 ('IGM', <Side.SELL: 2>)
1712714824155560937 ('IGM', <Side.BUY: 1>) 1 6196 51
[CANCELLED] 1712714824155560929 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560931 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560933 ('BRV', <Side.SELL: 2>)
1712714824155560938 ('BRV', <Side.BUY: 1>) 1 5968 71
1712714824155560951 ('MKU', <Side.BUY: 1>) 2 5542 11
1712714824155560957 ('IGM', <Side.BUY: 1>) 2 6196 31
1712714824155560959 ('IGM', <Side.BUY: 1>) 2 6196 11
1712714824155560963 ('BRV', <Side.BUY: 1>) 2 5968 51
1712714824155560965 ('BRV', <Side.BUY: 1>) 2 5968 31
1712714824155560945 ('DLO', <Side.BUY: 1>) 2 5236 0
1712714824155560961 ('IGM', <Side.BUY: 1>) 2 6187 0
[CANCELLED] 1712714824155560934 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560939 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560940 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560941 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560942 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560943 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560944 ('EPT', <Side.SELL: 2>)
1712714824155560967 ('EPT', <Side.BUY: 1>) 1 4684 2
[CANCELLED] 1712714824155560946 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560947 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560948 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560949 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560950 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560952 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560953 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560954 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560955 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560956 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560958 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560960 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560962 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560964 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560966 ('BRV', <Side.SELL: 2>)
1712714824155560997 ('BRV', <Side.SELL: 2>) 2 5970 -12
1712714824155560999 ('BRV', <Side.SELL: 2>) 2 5978 0
1712714824155560985 ('MKU', <Side.SELL: 2>) 2 5558 0
1712714824155560991 ('IGM', <Side.SELL: 2>) 2 6218 0
1712714824155560979 ('DLO', <Side.SELL: 2>) 2 5261 0
1712714824155561001 ('BRV', <Side.SELL: 2>) 2 5998 0
1712714824155560987 ('MKU', <Side.SELL: 2>) 2 5578 0
1712714824155560993 ('IGM', <Side.SELL: 2>) 2 6238 0
1712714824155560989 ('MKU', <Side.SELL: 2>) 2 5598 0
[CANCELLED] 1712714824155560971 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560996 ('BRV', <Side.BUY: 1>)
