[REJECTED] 1712559280602420992 ('EPT', 'BID')
[REJECTED] 1712559280602421519 ('JAK', 'ASK')
[REJECTED] 1712559280602421520 ('JAK', 'ASK')
[REJECTED] 1712559280602421521 ('JAK', 'ASK')
[REJECTED] 1712559280602421522 ('JAK', 'ASK')
[REJECTED] 1712559280602421523 ('JAK', 'ASK')
[REJECTED] 1712559280602421524 ('EPT', 'BID')
[REJECTED] 1712559280602421525 ('EPT', 'ASK')
[REJECTED] 1712559280602421526 ('EPT', 'BID')
[REJECTED] 1712559280602421527 ('EPT', 'ASK')
[REJECTED] 1712559280602421528 ('EPT', 'BID')
[REJECTED] 1712559280602421529 ('EPT', 'ASK')
[REJECTED] 1712559280602421530 ('MKU', 'BID')
[REJECTED] 1712559280602421531 ('MKU', 'ASK')
[REJECTED] 1712559280602421532 ('MKU', 'BID')
[REJECTED] 1712559280602421533 ('MKU', 'ASK')
[REJECTED] 1712559280602421534 ('BRV', 'BID')
1712559280602421264 ('IGM', 'BID') 3 5726
1712559280602421295 ('IGM', 'BID') 10 5706
[REJECTED] 1712559280602421535 ('EPT', 'BID')
[REJECTED] 1712559280602421536 ('EPT', 'ASK')
1712559280602421537 ('DLO', 'BID') 3 5119
[REJECTED] 1712559280602421539 ('MKU', 'BID')
[REJECTED] 1712559280602421540 ('MKU', 'ASK')
1712559280602421541 ('IGM', 'BID') 3 5743
[REJECTED] 1712559280602421543 ('BRV', 'BID')
[REJECTED] 1712559280602421544 ('BRV', 'ASK')
[REJECTED] 1712559280602421545 ('SCP', 'BID')
[REJECTED] 1712559280602421546 ('SCP', 'ASK')
[REJECTED] 1712559280602421548 ('JAK', 'ASK')
[REJECTED] 1712559280602421549 ('JAK', 'ASK')
[REJECTED] 1712559280602421550 ('JAK', 'ASK')
[REJECTED] 1712559280602421551 ('JAK', 'ASK')
[REJECTED] 1712559280602421552 ('JAK', 'ASK')
[REJECTED] 1712559280602421553 ('JAK', 'ASK')
[REJECTED] 1712559280602421554 ('JAK', 'ASK')
[REJECTED] 1712559280602421555 ('DLO', 'BID')
[REJECTED] 1712559280602421556 ('EPT', 'BID')
[REJECTED] 1712559280602421557 ('EPT', 'ASK')
1712559280602421558 ('DLO', 'BID') 3 5110
[REJECTED] 1712559280602421560 ('MKU', 'BID')
[REJECTED] 1712559280602421561 ('MKU', 'ASK')
1712559280602421562 ('IGM', 'BID') 3 5678
[REJECTED] 1712559280602421564 ('BRV', 'BID')
[REJECTED] 1712559280602421565 ('BRV', 'ASK')
[REJECTED] 1712559280602421566 ('SCP', 'BID')
[REJECTED] 1712559280602421567 ('SCP', 'ASK')
[REJECTED] 1712559280602421569 ('JAK', 'ASK')
[REJECTED] 1712559280602421570 ('JAK', 'ASK')
[REJECTED] 1712559280602421571 ('JAK', 'ASK')
[REJECTED] 1712559280602421572 ('JAK', 'ASK')
[REJECTED] 1712559280602421573 ('JAK', 'ASK')
[REJECTED] 1712559280602421574 ('JAK', 'ASK')
[REJECTED] 1712559280602421575 ('JAK', 'ASK')
[REJECTED] 1712559280602421576 ('JAK', 'ASK')
[REJECTED] 1712559280602421577 ('DLO', 'BID')
[REJECTED] 1712559280602421578 ('EPT', 'BID')
[REJECTED] 1712559280602421579 ('EPT', 'ASK')
[REJECTED] 1712559280602421580 ('DLO', 'BID')
[REJECTED] 1712559280602421581 ('DLO', 'ASK')
[REJECTED] 1712559280602421582 ('MKU', 'BID')
[REJECTED] 1712559280602421583 ('MKU', 'ASK')
1712559280602421584 ('IGM', 'BID') 3 5689
[REJECTED] 1712559280602421586 ('BRV', 'BID')
[REJECTED] 1712559280602421587 ('BRV', 'ASK')
[REJECTED] 1712559280602421588 ('SCP', 'BID')
[REJECTED] 1712559280602421589 ('SCP', 'ASK')
[REJECTED] 1712559280602421591 ('JAK', 'ASK')
[REJECTED] 1712559280602421592 ('JAK', 'ASK')
[REJECTED] 1712559280602421593 ('JAK', 'ASK')
[REJECTED] 1712559280602421594 ('JAK', 'ASK')
[REJECTED] 1712559280602421595 ('JAK', 'ASK')
[REJECTED] 1712559280602421596 ('JAK', 'ASK')
[REJECTED] 1712559280602421597 ('JAK', 'ASK')
[REJECTED] 1712559280602421598 ('EPT', 'BID')
[REJECTED] 1712559280602421599 ('EPT', 'ASK')
[REJECTED] 1712559280602421600 ('EPT', 'BID')
[REJECTED] 1712559280602421601 ('EPT', 'ASK')
[REJECTED] 1712559280602421602 ('DLO', 'BID')
[REJECTED] 1712559280602421603 ('DLO', 'ASK')
[REJECTED] 1712559280602421604 ('DLO', 'BID')
[REJECTED] 1712559280602421605 ('DLO', 'ASK')
[REJECTED] 1712559280602421606 ('MKU', 'BID')
[REJECTED] 1712559280602421607 ('MKU', 'ASK')
[REJECTED] 1712559280602421608 ('MKU', 'BID')
[REJECTED] 1712559280602421609 ('MKU', 'ASK')
[REJECTED] 1712559280602421610 ('MKU', 'BID')
[REJECTED] 1712559280602421611 ('MKU', 'ASK')
1712559280602421612 ('IGM', 'BID') 10 5690
[REJECTED] 1712559280602421614 ('IGM', 'BID')
[REJECTED] 1712559280602421615 ('IGM', 'ASK')
[REJECTED] 1712559280602421616 ('IGM', 'BID')
[REJECTED] 1712559280602421617 ('IGM', 'ASK')
[REJECTED] 1712559280602421618 ('BRV', 'BID')
[REJECTED] 1712559280602421619 ('BRV', 'ASK')
[REJECTED] 1712559280602421620 ('BRV', 'BID')
[REJECTED] 1712559280602421621 ('BRV', 'ASK')
[REJECTED] 1712559280602421622 ('BRV', 'BID')
[REJECTED] 1712559280602421623 ('BRV', 'ASK')
[REJECTED] 1712559280602421624 ('EPT', 'BID')
[REJECTED] 1712559280602421625 ('EPT', 'ASK')
[REJECTED] 1712559280602421626 ('DLO', 'BID')
[REJECTED] 1712559280602421627 ('DLO', 'ASK')
[REJECTED] 1712559280602421628 ('MKU', 'BID')
[REJECTED] 1712559280602421629 ('MKU', 'ASK')
1712559280602421630 ('IGM', 'BID') 3 5695
[REJECTED] 1712559280602421632 ('BRV', 'BID')
[REJECTED] 1712559280602421633 ('BRV', 'ASK')
[REJECTED] 1712559280602421634 ('SCP', 'BID')
[REJECTED] 1712559280602421635 ('SCP', 'ASK')
[REJECTED] 1712559280602421637 ('JAK', 'ASK')
[REJECTED] 1712559280602421638 ('JAK', 'ASK')
[REJECTED] 1712559280602421639 ('JAK', 'ASK')
[REJECTED] 1712559280602421640 ('JAK', 'ASK')
[REJECTED] 1712559280602421641 ('JAK', 'ASK')
[REJECTED] 1712559280602421642 ('JAK', 'ASK')
[REJECTED] 1712559280602421643 ('JAK', 'ASK')
[REJECTED] 1712559280602421644 ('EPT', 'BID')
[REJECTED] 1712559280602421645 ('EPT', 'ASK')
[REJECTED] 1712559280602421646 ('DLO', 'BID')
[REJECTED] 1712559280602421647 ('DLO', 'ASK')
[REJECTED] 1712559280602421648 ('MKU', 'BID')
[REJECTED] 1712559280602421649 ('MKU', 'ASK')
1712559280602421650 ('IGM', 'BID') 3 5799
[REJECTED] 1712559280602421652 ('BRV', 'BID')
[REJECTED] 1712559280602421653 ('BRV', 'ASK')
[REJECTED] 1712559280602421654 ('SCP', 'BID')
[REJECTED] 1712559280602421655 ('SCP', 'ASK')
[REJECTED] 1712559280602421657 ('JAK', 'ASK')
[REJECTED] 1712559280602421658 ('JAK', 'ASK')
[REJECTED] 1712559280602421659 ('JAK', 'ASK')
[REJECTED] 1712559280602421660 ('JAK', 'ASK')
[REJECTED] 1712559280602421661 ('JAK', 'ASK')
[REJECTED] 1712559280602421662 ('JAK', 'ASK')
[REJECTED] 1712559280602421663 ('JAK', 'ASK')
[REJECTED] 1712559280602421664 ('EPT', 'BID')
[REJECTED] 1712559280602421665 ('EPT', 'ASK')
[REJECTED] 1712559280602421666 ('DLO', 'BID')
[REJECTED] 1712559280602421667 ('DLO', 'ASK')
[REJECTED] 1712559280602421668 ('MKU', 'BID')
[REJECTED] 1712559280602421669 ('MKU', 'ASK')
1712559280602421670 ('IGM', 'BID') 3 5783
[REJECTED] 1712559280602421672 ('BRV', 'BID')
[REJECTED] 1712559280602421673 ('BRV', 'ASK')
[REJECTED] 1712559280602421674 ('SCP', 'BID')
[REJECTED] 1712559280602421675 ('SCP', 'ASK')
[REJECTED] 1712559280602421677 ('JAK', 'ASK')
[REJECTED] 1712559280602421678 ('JAK', 'ASK')
[REJECTED] 1712559280602421679 ('JAK', 'ASK')
[REJECTED] 1712559280602421680 ('JAK', 'ASK')
[REJECTED] 1712559280602421681 ('JAK', 'ASK')
[REJECTED] 1712559280602421682 ('JAK', 'ASK')
[REJECTED] 1712559280602421683 ('JAK', 'ASK')
[REJECTED] 1712559280602421684 ('JAK', 'ASK')
[REJECTED] 1712559280602421685 ('EPT', 'BID')
[REJECTED] 1712559280602421686 ('EPT', 'ASK')
[REJECTED] 1712559280602421687 ('DLO', 'BID')
[REJECTED] 1712559280602421688 ('DLO', 'ASK')
[REJECTED] 1712559280602421689 ('MKU', 'BID')
[REJECTED] 1712559280602421690 ('MKU', 'ASK')
[REJECTED] 1712559280602421691 ('IGM', 'BID')
[REJECTED] 1712559280602421692 ('IGM', 'ASK')
[REJECTED] 1712559280602421693 ('BRV', 'BID')
[REJECTED] 1712559280602421694 ('BRV', 'ASK')
[REJECTED] 1712559280602421695 ('SCP', 'BID')
[REJECTED] 1712559280602421696 ('SCP', 'ASK')
[REJECTED] 1712559280602421698 ('JAK', 'ASK')
[REJECTED] 1712559280602421699 ('JAK', 'ASK')
[REJECTED] 1712559280602421700 ('JAK', 'ASK')
[REJECTED] 1712559280602421701 ('JAK', 'ASK')
[REJECTED] 1712559280602421702 ('JAK', 'ASK')
[REJECTED] 1712559280602421703 ('JAK', 'ASK')
[REJECTED] 1712559280602421704 ('JAK', 'ASK')
[REJECTED] 1712559280602421705 ('EPT', 'BID')
[REJECTED] 1712559280602421706 ('EPT', 'ASK')
[REJECTED] 1712559280602421707 ('DLO', 'BID')
[REJECTED] 1712559280602421708 ('DLO', 'ASK')
[REJECTED] 1712559280602421709 ('MKU', 'BID')
[REJECTED] 1712559280602421710 ('MKU', 'ASK')
[REJECTED] 1712559280602421711 ('IGM', 'BID')
[REJECTED] 1712559280602421712 ('IGM', 'ASK')
[REJECTED] 1712559280602421713 ('BRV', 'BID')
[REJECTED] 1712559280602421714 ('BRV', 'ASK')
[REJECTED] 1712559280602421715 ('SCP', 'BID')
[REJECTED] 1712559280602421716 ('SCP', 'ASK')
[REJECTED] 1712559280602421718 ('JAK', 'ASK')
[REJECTED] 1712559280602421719 ('JAK', 'ASK')
[REJECTED] 1712559280602421720 ('JAK', 'ASK')
[REJECTED] 1712559280602421721 ('JAK', 'ASK')
[REJECTED] 1712559280602421722 ('JAK', 'ASK')
[REJECTED] 1712559280602421723 ('JAK', 'ASK')
[REJECTED] 1712559280602421724 ('JAK', 'ASK')
[REJECTED] 1712559280602421725 ('JAK', 'ASK')
[REJECTED] 1712559280602421726 ('EPT', 'BID')
[REJECTED] 1712559280602421727 ('EPT', 'ASK')
[REJECTED] 1712559280602421728 ('DLO', 'BID')
[REJECTED] 1712559280602421729 ('DLO', 'ASK')
[REJECTED] 1712559280602421730 ('MKU', 'BID')
[REJECTED] 1712559280602421731 ('MKU', 'ASK')
[REJECTED] 1712559280602421732 ('IGM', 'BID')
[REJECTED] 1712559280602421733 ('IGM', 'ASK')
[REJECTED] 1712559280602421734 ('BRV', 'BID')
[REJECTED] 1712559280602421735 ('BRV', 'ASK')
[REJECTED] 1712559280602421736 ('SCP', 'BID')
[REJECTED] 1712559280602421737 ('SCP', 'ASK')
[REJECTED] 1712559280602421739 ('JAK', 'ASK')
[REJECTED] 1712559280602421740 ('JAK', 'ASK')
[REJECTED] 1712559280602421741 ('JAK', 'ASK')
[REJECTED] 1712559280602421742 ('JAK', 'ASK')
[REJECTED] 1712559280602421743 ('JAK', 'ASK')
[REJECTED] 1712559280602421744 ('JAK', 'ASK')
[REJECTED] 1712559280602421745 ('JAK', 'ASK')
[REJECTED] 1712559280602421746 ('JAK', 'ASK')
[REJECTED] 1712559280602421747 ('EPT', 'BID')
[REJECTED] 1712559280602421748 ('EPT', 'ASK')
[REJECTED] 1712559280602421749 ('EPT', 'BID')
[REJECTED] 1712559280602421750 ('EPT', 'ASK')
[REJECTED] 1712559280602421751 ('EPT', 'BID')
[REJECTED] 1712559280602421752 ('EPT', 'ASK')
[REJECTED] 1712559280602421753 ('MKU', 'BID')
[REJECTED] 1712559280602421754 ('MKU', 'ASK')
[REJECTED] 1712559280602421755 ('MKU', 'BID')
[REJECTED] 1712559280602421756 ('MKU', 'ASK')
[REJECTED] 1712559280602421757 ('IGM', 'BID')
[REJECTED] 1712559280602421758 ('BRV', 'BID')
[REJECTED] 1712559280602421759 ('EPT', 'BID')
[REJECTED] 1712559280602421760 ('EPT', 'ASK')
[REJECTED] 1712559280602421761 ('DLO', 'BID')
[REJECTED] 1712559280602421762 ('DLO', 'ASK')
[REJECTED] 1712559280602421763 ('MKU', 'BID')
[REJECTED] 1712559280602421764 ('MKU', 'ASK')
[REJECTED] 1712559280602421765 ('IGM', 'BID')
[REJECTED] 1712559280602421766 ('IGM', 'ASK')
[REJECTED] 1712559280602421767 ('BRV', 'BID')
[REJECTED] 1712559280602421768 ('BRV', 'ASK')
[REJECTED] 1712559280602421769 ('SCP', 'BID')
[REJECTED] 1712559280602421770 ('SCP', 'ASK')
[REJECTED] 1712559280602421772 ('JAK', 'ASK')
[REJECTED] 1712559280602421773 ('JAK', 'ASK')
[REJECTED] 1712559280602421774 ('JAK', 'ASK')
[REJECTED] 1712559280602421775 ('JAK', 'ASK')
[REJECTED] 1712559280602421776 ('JAK', 'ASK')
[REJECTED] 1712559280602421777 ('JAK', 'ASK')
[REJECTED] 1712559280602421778 ('JAK', 'ASK')
[REJECTED] 1712559280602421779 ('JAK', 'ASK')
[REJECTED] 1712559280602421780 ('IGM', 'BID')
[REJECTED] 1712559280602421781 ('EPT', 'BID')
[REJECTED] 1712559280602421782 ('EPT', 'ASK')
[REJECTED] 1712559280602421783 ('DLO', 'BID')
[REJECTED] 1712559280602421784 ('DLO', 'ASK')
[REJECTED] 1712559280602421785 ('MKU', 'BID')
[REJECTED] 1712559280602421786 ('MKU', 'ASK')
[REJECTED] 1712559280602421787 ('IGM', 'BID')
[REJECTED] 1712559280602421788 ('IGM', 'ASK')
[REJECTED] 1712559280602421789 ('BRV', 'BID')
[REJECTED] 1712559280602421790 ('BRV', 'ASK')
[REJECTED] 1712559280602421791 ('SCP', 'BID')
[REJECTED] 1712559280602421792 ('SCP', 'ASK')
[REJECTED] 1712559280602421794 ('JAK', 'ASK')
[REJECTED] 1712559280602421795 ('SCP', 'BID')
[REJECTED] 1712559280602421796 ('SCP', 'BID')
[REJECTED] 1712559280602421797 ('SCP', 'BID')
[REJECTED] 1712559280602421798 ('SCP', 'BID')
[REJECTED] 1712559280602421799 ('SCP', 'BID')
[REJECTED] 1712559280602421801 ('JAK', 'ASK')
[REJECTED] 1712559280602421802 ('JAK', 'ASK')
[REJECTED] 1712559280602421803 ('JAK', 'ASK')
[REJECTED] 1712559280602421804 ('JAK', 'ASK')
[REJECTED] 1712559280602421805 ('JAK', 'ASK')
[REJECTED] 1712559280602421806 ('JAK', 'ASK')
[REJECTED] 1712559280602421807 ('JAK', 'ASK')
[REJECTED] 1712559280602421808 ('JAK', 'ASK')
[REJECTED] 1712559280602421809 ('DLO', 'BID')
1712559280602421800 ('SCP', 'BID') 30 5312
1712559280602421800 ('SCP', 'BID') 40 5312
1712559280602421800 ('SCP', 'BID') 10 5312
[REJECTED] 1712559280602421810 ('EPT', 'BID')
[REJECTED] 1712559280602421811 ('EPT', 'ASK')
[REJECTED] 1712559280602421812 ('DLO', 'BID')
[REJECTED] 1712559280602421813 ('DLO', 'ASK')
[REJECTED] 1712559280602421814 ('MKU', 'BID')
[REJECTED] 1712559280602421815 ('MKU', 'ASK')
[REJECTED] 1712559280602421816 ('IGM', 'BID')
[REJECTED] 1712559280602421817 ('IGM', 'ASK')
[REJECTED] 1712559280602421818 ('BRV', 'BID')
[REJECTED] 1712559280602421819 ('BRV', 'ASK')
1712559280602421821 ('SCP', 'ASK') 3 5350
1712559280602421823 ('SCP', 'BID') 30 5298
1712559280602421823 ('SCP', 'BID') 10 5298
1712559280602421822 ('SCP', 'BID') 20 5297
1712559280602421822 ('SCP', 'BID') 10 5297
1712559280602421820 ('SCP', 'BID') 3 5292
[REJECTED] 1712559280602421824 ('EPT', 'BID')
[REJECTED] 1712559280602421825 ('EPT', 'ASK')
[REJECTED] 1712559280602421826 ('DLO', 'BID')
[REJECTED] 1712559280602421827 ('DLO', 'ASK')
[REJECTED] 1712559280602421828 ('MKU', 'BID')
[REJECTED] 1712559280602421829 ('MKU', 'ASK')
[REJECTED] 1712559280602421830 ('IGM', 'BID')
[REJECTED] 1712559280602421831 ('IGM', 'ASK')
[REJECTED] 1712559280602421832 ('BRV', 'BID')
[REJECTED] 1712559280602421833 ('BRV', 'ASK')
1712559280602421834 ('SCP', 'BID') 3 5287
[REJECTED] 1712559280602421836 ('JAK', 'BID')
[REJECTED] 1712559280602421837 ('JAK', 'ASK')
[REJECTED] 1712559280602421838 ('JAK', 'ASK')
[REJECTED] 1712559280602421839 ('JAK', 'ASK')
[REJECTED] 1712559280602421840 ('JAK', 'ASK')
[REJECTED] 1712559280602421841 ('JAK', 'ASK')
[REJECTED] 1712559280602421842 ('JAK', 'ASK')
[REJECTED] 1712559280602421843 ('JAK', 'ASK')
[REJECTED] 1712559280602421844 ('DLO', 'BID')
[REJECTED] 1712559280602421845 ('EPT', 'BID')
[REJECTED] 1712559280602421846 ('EPT', 'ASK')
[REJECTED] 1712559280602421847 ('DLO', 'BID')
[REJECTED] 1712559280602421848 ('DLO', 'ASK')
[REJECTED] 1712559280602421849 ('MKU', 'BID')
[REJECTED] 1712559280602421850 ('MKU', 'ASK')
[REJECTED] 1712559280602421851 ('IGM', 'BID')
[REJECTED] 1712559280602421852 ('IGM', 'ASK')
[REJECTED] 1712559280602421853 ('BRV', 'BID')
[REJECTED] 1712559280602421854 ('BRV', 'ASK')
1712559280602421855 ('SCP', 'BID') 3 5289
[REJECTED] 1712559280602421857 ('JAK', 'BID')
[REJECTED] 1712559280602421858 ('JAK', 'ASK')
[REJECTED] 1712559280602421859 ('JAK', 'ASK')
[REJECTED] 1712559280602421860 ('JAK', 'ASK')
[REJECTED] 1712559280602421861 ('JAK', 'ASK')
[REJECTED] 1712559280602421862 ('JAK', 'ASK')
[REJECTED] 1712559280602421863 ('JAK', 'ASK')
[REJECTED] 1712559280602421864 ('EPT', 'BID')
[REJECTED] 1712559280602421865 ('EPT', 'ASK')
[REJECTED] 1712559280602421866 ('EPT', 'BID')
[REJECTED] 1712559280602421867 ('EPT', 'ASK')
[REJECTED] 1712559280602421868 ('DLO', 'BID')
[REJECTED] 1712559280602421869 ('DLO', 'ASK')
[REJECTED] 1712559280602421870 ('DLO', 'BID')
[REJECTED] 1712559280602421871 ('DLO', 'ASK')
[REJECTED] 1712559280602421872 ('MKU', 'BID')
[REJECTED] 1712559280602421873 ('MKU', 'ASK')
[REJECTED] 1712559280602421874 ('MKU', 'BID')
[REJECTED] 1712559280602421875 ('MKU', 'ASK')
[REJECTED] 1712559280602421876 ('MKU', 'BID')
[REJECTED] 1712559280602421877 ('MKU', 'ASK')
[REJECTED] 1712559280602421878 ('IGM', 'BID')
[REJECTED] 1712559280602421879 ('IGM', 'ASK')
[REJECTED] 1712559280602421880 ('IGM', 'BID')
[REJECTED] 1712559280602421881 ('IGM', 'ASK')
[REJECTED] 1712559280602421882 ('IGM', 'BID')
[REJECTED] 1712559280602421883 ('BRV', 'BID')
[REJECTED] 1712559280602421884 ('BRV', 'ASK')
[REJECTED] 1712559280602421885 ('BRV', 'BID')
[REJECTED] 1712559280602421886 ('BRV', 'ASK')
[REJECTED] 1712559280602421887 ('BRV', 'BID')
[REJECTED] 1712559280602421888 ('BRV', 'ASK')
[REJECTED] 1712559280602421889 ('EPT', 'BID')
[REJECTED] 1712559280602421890 ('EPT', 'ASK')
[REJECTED] 1712559280602421891 ('DLO', 'BID')
[REJECTED] 1712559280602421892 ('DLO', 'ASK')
[REJECTED] 1712559280602421893 ('MKU', 'BID')
[REJECTED] 1712559280602421894 ('MKU', 'ASK')
[REJECTED] 1712559280602421895 ('IGM', 'BID')
[REJECTED] 1712559280602421896 ('IGM', 'ASK')
[REJECTED] 1712559280602421897 ('BRV', 'BID')
[REJECTED] 1712559280602421898 ('BRV', 'ASK')
1712559280602421899 ('SCP', 'BID') 3 5277
