1712717056918247169 ('DLO', <Side.BUY: 1>) 1 4608 5
[CANCELLED] 1712717056918248419 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248420 ('BRV', <Side.SELL: 2>)
1712717056918248433 ('DLO', <Side.SELL: 2>) 2 4470 -5
1712717056918248439 ('MKU', <Side.SELL: 2>) 2 4533 -7
1712717056918248445 ('IGM', <Side.SELL: 2>) 2 5075 -42
1712717056918248447 ('IGM', <Side.SELL: 2>) 2 5075 -22
1712717056918248449 ('IGM', <Side.SELL: 2>) 2 5075 -2
1712717056918248451 ('BRV', <Side.SELL: 2>) 2 4102 -32
1712717056918248453 ('BRV', <Side.SELL: 2>) 2 4115 -25
1712717056918248455 ('BRV', <Side.SELL: 2>) 2 4115 -5
1712717056918248441 ('MKU', <Side.SELL: 2>) 2 4546 0
1712717056918248426 ('EPT', <Side.BUY: 1>) 2 5160 0
1712717056918248435 ('DLO', <Side.SELL: 2>) 2 4485 0
1712717056918248443 ('MKU', <Side.SELL: 2>) 2 4566 0
[CANCELLED] 1712717056918248427 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248428 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248429 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248430 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248431 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248422 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248432 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248434 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248436 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248437 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248423 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248438 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248440 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248442 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248424 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248444 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248446 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248448 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248425 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248450 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248452 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248454 ('BRV', <Side.BUY: 1>)
1712717056918248474 ('MKU', <Side.SELL: 2>) 2 4591 -20
1712717056918248476 ('MKU', <Side.SELL: 2>) 2 4591 0
1712717056918248486 ('BRV', <Side.SELL: 2>) 2 4189 -28
1712717056918248488 ('BRV', <Side.SELL: 2>) 2 4189 -8
1712717056918248459 ('IGM', <Side.BUY: 1>) 1 5081 0
[CANCELLED] 1712717056918248456 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248461 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248462 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248463 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248464 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248465 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248466 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248457 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248467 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248468 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248469 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248470 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248471 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248472 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248458 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248473 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248475 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248477 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248478 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248479 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248480 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248481 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248482 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248483 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248484 ('IGM', <Side.SELL: 2>)
1712717056918248494 ('IGM', <Side.BUY: 1>) 1 5049 23
[CANCELLED] 1712717056918248460 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248485 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248487 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248489 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248490 ('BRV', <Side.SELL: 2>)
1712717056918248514 ('IGM', <Side.BUY: 1>) 2 5049 3
1712717056918248495 ('BRV', <Side.BUY: 1>) 1 4173 0
1712717056918248521 ('BRV', <Side.SELL: 2>) 2 4208 0
1712717056918248509 ('MKU', <Side.SELL: 2>) 2 4616 0
[CANCELLED] 1712717056918248491 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248496 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248497 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248498 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248499 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248500 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248501 ('EPT', <Side.SELL: 2>)
1712717056918248526 ('EPT', <Side.BUY: 1>) 1 5181 4
[CANCELLED] 1712717056918248492 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248502 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248503 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248504 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248505 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248506 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248507 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248493 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248508 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248510 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248511 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248512 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248513 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248515 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248516 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248517 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248518 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248519 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248520 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248522 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248523 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248524 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248525 ('BRV', <Side.SELL: 2>)
1712717056918248529 ('IGM', <Side.BUY: 1>) 1 5033 0
[CANCELLED] 1712717056918248531 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248532 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248533 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248534 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248535 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248536 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248527 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248537 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248538 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248539 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248540 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248541 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248542 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248528 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248543 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248544 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248545 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248546 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248547 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248548 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248549 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248550 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248551 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248552 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248553 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248554 ('IGM', <Side.SELL: 2>)
1712717056918248562 ('IGM', <Side.BUY: 1>) 1 5030 11
[CANCELLED] 1712717056918248530 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248555 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248556 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248557 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248558 ('BRV', <Side.SELL: 2>)
1712717056918248563 ('BRV', <Side.BUY: 1>) 1 4204 3
1712717056918248582 ('IGM', <Side.BUY: 1>) 2 5021 0
1712717056918248560 ('DLO', <Side.BUY: 1>) 1 4492 0
1712717056918248584 ('IGM', <Side.BUY: 1>) 2 5001 0
1712717056918248588 ('BRV', <Side.BUY: 1>) 2 4187 0
1712717056918248586 ('IGM', <Side.BUY: 1>) 2 4981 0
1712717056918248590 ('BRV', <Side.BUY: 1>) 2 4167 0
1712717056918248561 ('MKU', <Side.BUY: 1>) 1 4610 0
[CANCELLED] 1712717056918248559 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248564 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248565 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248566 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248567 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248568 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248569 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248570 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248571 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248572 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248573 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248574 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248575 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248576 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248577 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248578 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248579 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248580 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248581 ('MKU', <Side.SELL: 2>)
1712717056918248594 ('MKU', <Side.BUY: 1>) 1 4603 8
[CANCELLED] 1712717056918248583 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248585 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248587 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248589 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248591 ('BRV', <Side.SELL: 2>)
1712717056918248596 ('BRV', <Side.BUY: 1>) 1 4159 14
1712717056918248593 ('DLO', <Side.BUY: 1>) 1 4491 0
1712717056918248592 ('EPT', <Side.BUY: 1>) 1 5213 0
1712717056918248621 ('BRV', <Side.BUY: 1>) 2 4153 0
1712717056918248595 ('IGM', <Side.BUY: 1>) 1 4972 0
1712717056918248609 ('MKU', <Side.BUY: 1>) 2 4591 0
1712717056918248597 ('EPT', <Side.BUY: 1>) 2 5193 0
[CANCELLED] 1712717056918248598 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248599 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248600 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248601 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248602 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248603 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248604 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248605 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248606 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248607 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248608 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248610 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248611 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248612 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248613 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248614 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248615 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248616 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248617 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248618 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248619 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248620 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248622 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248623 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248624 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248625 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248626 ('BRV', <Side.SELL: 2>)
1712717056918248627 ('EPT', <Side.BUY: 1>) 1 5195 0
1712717056918248628 ('DLO', <Side.BUY: 1>) 1 4472 0
1712717056918248629 ('MKU', <Side.BUY: 1>) 1 4574 0
1712717056918248631 ('BRV', <Side.BUY: 1>) 1 4135 0
1712717056918248638 ('DLO', <Side.BUY: 1>) 2 4452 0
1712717056918248656 ('BRV', <Side.BUY: 1>) 2 4115 0
1712717056918248644 ('MKU', <Side.BUY: 1>) 2 4554 0
1712717056918248658 ('BRV', <Side.BUY: 1>) 2 4095 0
[CANCELLED] 1712717056918248632 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248633 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248634 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248635 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248636 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248637 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248639 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248640 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248641 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248642 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248643 ('DLO', <Side.SELL: 2>)
1712717056918248663 ('DLO', <Side.BUY: 1>) 1 4444 0
[CANCELLED] 1712717056918248645 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248646 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248647 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248648 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248649 ('MKU', <Side.SELL: 2>)
1712717056918248664 ('MKU', <Side.BUY: 1>) 1 4544 11
[CANCELLED] 1712717056918248630 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248650 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248651 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248652 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248653 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248654 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248655 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248657 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248659 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248660 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248661 ('BRV', <Side.SELL: 2>)
1712717056918248666 ('BRV', <Side.BUY: 1>) 1 4095 21
1712717056918248665 ('IGM', <Side.BUY: 1>) 1 4963 0
1712717056918248691 ('BRV', <Side.BUY: 1>) 2 4088 8
1712717056918248679 ('MKU', <Side.BUY: 1>) 2 4535 0
[CANCELLED] 1712717056918248662 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248667 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248668 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248669 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248670 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248671 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248672 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248673 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248674 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248675 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248676 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248677 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248678 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248680 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248681 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248682 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248683 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248684 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248685 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248686 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248687 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248688 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248689 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248690 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248692 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248693 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248694 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248695 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248696 ('BRV', <Side.SELL: 2>)
1712717056918248697 ('EPT', <Side.BUY: 1>) 1 5185 0
1712717056918248727 ('BRV', <Side.SELL: 2>) 2 4128 0
1712717056918248729 ('BRV', <Side.SELL: 2>) 2 4148 0
1712717056918248702 ('EPT', <Side.BUY: 1>) 2 5165 0
[CANCELLED] 1712717056918248703 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248704 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248705 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248706 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248707 ('EPT', <Side.SELL: 2>)
1712717056918248731 ('EPT', <Side.BUY: 1>) 1 5159 8
[CANCELLED] 1712717056918248698 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248708 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248709 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248710 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248711 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248712 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248713 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248699 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248714 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248715 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248716 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248717 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248718 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248719 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248700 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248720 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248721 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248722 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248723 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248724 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248725 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918248701 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248726 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248728 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248730 ('BRV', <Side.BUY: 1>)
1712717056918248732 ('DLO', <Side.BUY: 1>) 1 4458 0
1712717056918248733 ('MKU', <Side.BUY: 1>) 1 4571 0
1712717056918248755 ('IGM', <Side.SELL: 2>) 2 5025 0
1712717056918248735 ('BRV', <Side.BUY: 1>) 1 4149 0
1712717056918248757 ('IGM', <Side.SELL: 2>) 2 5045 0
1712717056918248736 ('EPT', <Side.BUY: 1>) 2 5147 0
1712717056918248759 ('IGM', <Side.SELL: 2>) 2 5065 0
1712717056918248760 ('BRV', <Side.BUY: 1>) 2 4129 0
1712717056918248748 ('MKU', <Side.BUY: 1>) 2 4551 0
[CANCELLED] 1712717056918248737 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248738 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248739 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248740 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248741 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248742 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248743 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248744 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248745 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248746 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248747 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248749 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248750 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248751 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248752 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248753 ('MKU', <Side.SELL: 2>)
1712717056918248767 ('MKU', <Side.BUY: 1>) 1 4551 1
[CANCELLED] 1712717056918248734 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248754 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248756 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248758 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248761 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248762 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248763 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248764 ('BRV', <Side.BUY: 1>)
1712717056918248769 ('BRV', <Side.BUY: 1>) 1 4128 6
1712717056918248766 ('DLO', <Side.BUY: 1>) 1 4440 0
1712717056918248789 ('IGM', <Side.SELL: 2>) 2 5084 0
1712717056918248765 ('EPT', <Side.BUY: 1>) 1 5135 0
1712717056918248791 ('IGM', <Side.SELL: 2>) 2 5104 0
1712717056918248795 ('BRV', <Side.SELL: 2>) 2 4167 0
1712717056918248793 ('IGM', <Side.SELL: 2>) 2 5124 0
1712717056918248794 ('BRV', <Side.BUY: 1>) 2 4114 0
1712717056918248782 ('MKU', <Side.BUY: 1>) 2 4532 0
[CANCELLED] 1712717056918248770 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248771 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248772 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248773 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248774 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918248775 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918248776 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248777 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248778 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248779 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918248780 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918248781 ('DLO', <Side.SELL: 2>)
1712717056918248801 ('DLO', <Side.BUY: 1>) 1 4439 17
[CANCELLED] 1712717056918248783 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248784 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248785 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918248786 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918248787 ('MKU', <Side.SELL: 2>)
1712717056918248802 ('MKU', <Side.BUY: 1>) 1 4549 23
[CANCELLED] 1712717056918248768 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248788 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248790 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248792 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918248796 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248797 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918248798 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918248799 ('BRV', <Side.SELL: 2>)
1712717056918248817 ('MKU', <Side.BUY: 1>) 2 4549 3
1712717056918248804 ('BRV', <Side.BUY: 1>) 1 4115 0
1712717056918248819 ('MKU', <Side.BUY: 1>) 2 4529 3
1712717056918248829 ('BRV', <Side.BUY: 1>) 2 4086 9
1712717056918248803 ('IGM', <Side.BUY: 1>) 1 5110 0
1712717056918248806 ('EPT', <Side.SELL: 2>) 2 5163 0
1712717056918248811 ('DLO', <Side.BUY: 1>) 2 4436 0
1712717056918248831 ('BRV', <Side.BUY: 1>) 2 4075 0
1712717056918248821 ('MKU', <Side.BUY: 1>) 2 4512 0
[CANCELLED] 1712717056918248800 ('EPT', <Side.BUY: 1>)
