1712599788112234497 ('EPT', 'ASK') 1 4736 -235
[CANCELLED] 1712599788112234950 ('EPT', 'BID')
[CANCELLED] 1712599788112234952 ('DLO', 'BID')
[CANCELLED] 1712599788112234956 ('IGM', 'BID')
[CANCELLED] 1712599788112234958 ('BRV', 'BID')
[CANCELLED] 1712599788112234959 ('EPT', 'BID')
[CANCELLED] 1712599788112234960 ('MKU', 'BID')
[CANCELLED] 1712599788112234961 ('MKU', 'ASK')
[CANCELLED] 1712599788112234962 ('IGM', 'BID')
1712599788112234964 ('EPT', 'ASK') 3 4777 -22
1712599788112234965 ('DLO', 'BID') 16 5173 1
1712599788112234968 ('MKU', 'ASK') 35 4663 -25
1712599788112234969 ('IGM', 'BID') 21 5503 22
1712599788112234972 ('BRV', 'ASK') 2 5459 0
[CANCELLED] 1712599788112234963 ('EPT', 'BID')
[CANCELLED] 1712599788112234966 ('DLO', 'ASK')
[CANCELLED] 1712599788112234967 ('MKU', 'BID')
[CANCELLED] 1712599788112234970 ('IGM', 'ASK')
[CANCELLED] 1712599788112234971 ('BRV', 'BID')
[CANCELLED] 1712599788112234973 ('BRV', 'BID')
1712599788112234975 ('EPT', 'ASK') 2 4817 -9
1712599788112234976 ('DLO', 'BID') 6 5156 1
1712599788112234979 ('MKU', 'ASK') 5 4698 -5
1712599788112234980 ('IGM', 'BID') 7 5425 21
1712599788112234986 ('IGM', 'BID') 10 5425 1
1712599788112234985 ('MKU', 'ASK') 10 4713 0
1712599788112234982 ('BRV', 'BID') 30 5489 0
1712599788112234982 ('BRV', 'BID') 18 5489 0
1712599788112234981 ('IGM', 'ASK') 12 5450 0
[CANCELLED] 1712599788112234974 ('EPT', 'BID')
[CANCELLED] 1712599788112234977 ('DLO', 'ASK')
[CANCELLED] 1712599788112234978 ('MKU', 'BID')
[CANCELLED] 1712599788112234983 ('EPT', 'BID')
[CANCELLED] 1712599788112234984 ('MKU', 'BID')
1712599788112234987 ('EPT', 'BID') 30 4850 9
1712599788112234987 ('EPT', 'BID') 18 4851 8
1712599788112234991 ('MKU', 'BID') 28 4721 25
1712599788112234994 ('IGM', 'ASK') 8 5469 -12
1712599788112234996 ('BRV', 'ASK') 7 5508 -23
1712599788112234997 ('MKU', 'BID') 2 4721 5
1712599788112234997 ('MKU', 'BID') 8 4722 4
1712599788112234993 ('IGM', 'BID') 8 5454 0
1712599788112234989 ('DLO', 'BID') 7 5146 0
1712599788112234988 ('EPT', 'ASK') 2 4863 0
1712599788112234998 ('IGM', 'BID') 10 5434 0
[CANCELLED] 1712599788112234990 ('DLO', 'ASK')
[CANCELLED] 1712599788112234992 ('MKU', 'ASK')
[CANCELLED] 1712599788112234995 ('BRV', 'BID')
[CANCELLED] 1712599788112234999 ('BRV', 'BID')
1712599788112235001 ('EPT', 'ASK') 9 4860 -3
1712599788112235006 ('IGM', 'BID') 10 5385 54
1712599788112235006 ('IGM', 'BID') 8 5386 53
1712599788112235008 ('BRV', 'BID') 23 5489 17
1712599788112235002 ('DLO', 'BID') 14 5149 0
1712599788112235004 ('MKU', 'BID') 7 4716 0
1712599788112235011 ('MKU', 'BID') 10 4696 0
1712599788112235013 ('MKU', 'BID') 10 4676 0
[CANCELLED] 1712599788112235000 ('EPT', 'BID')
[CANCELLED] 1712599788112235003 ('DLO', 'ASK')
[CANCELLED] 1712599788112235005 ('MKU', 'ASK')
[CANCELLED] 1712599788112235007 ('IGM', 'ASK')
[CANCELLED] 1712599788112235009 ('BRV', 'ASK')
[CANCELLED] 1712599788112235010 ('EPT', 'BID')
[CANCELLED] 1712599788112235012 ('MKU', 'ASK')
1712599788112235015 ('EPT', 'ASK') 6 4870 -1
1712599788112235017 ('DLO', 'ASK') 30 5142 -5
1712599788112235017 ('DLO', 'ASK') 4 5141 -4
1712599788112235018 ('MKU', 'BID') 10 4685 7
1712599788112235021 ('BRV', 'BID') 9 5446 1
[REJECTED] 1712599788112235023 ('MKU', 'BID')
1712599788112235020 ('IGM', 'ASK') 19 5318 0
1712599788112235025 ('BRV', 'BID') 10 5427 0
[CANCELLED] 1712599788112235014 ('EPT', 'BID')
[CANCELLED] 1712599788112235016 ('DLO', 'BID')
[CANCELLED] 1712599788112235019 ('MKU', 'ASK')
[CANCELLED] 1712599788112235022 ('BRV', 'ASK')
[CANCELLED] 1712599788112235024 ('MKU', 'ASK')
1712599788112235027 ('EPT', 'ASK') 5 4886 -1
1712599788112235028 ('DLO', 'BID') 15 5141 10
1712599788112235032 ('IGM', 'ASK') 9 5324 -27
[REJECTED] 1712599788112235033 ('BRV', 'BID')
1712599788112235034 ('BRV', 'ASK') 24 5431 0
1712599788112235031 ('IGM', 'BID') 9 5295 0
[CANCELLED] 1712599788112235026 ('EPT', 'BID')
[CANCELLED] 1712599788112235029 ('DLO', 'ASK')
[CANCELLED] 1712599788112235030 ('MKU', 'ASK')
[CANCELLED] 1712599788112235035 ('EPT', 'BID')
[CANCELLED] 1712599788112235036 ('MKU', 'ASK')
1712599788112235038 ('EPT', 'ASK') 5 4897 -6
1712599788112235039 ('DLO', 'BID') 7 5128 1
1712599788112235042 ('IGM', 'BID') 17 5256 39
1712599788112235045 ('BRV', 'ASK') 8 5478 -9
1712599788112235044 ('BRV', 'BID') 8 5460 0
[CANCELLED] 1712599788112235037 ('EPT', 'BID')
[CANCELLED] 1712599788112235040 ('DLO', 'ASK')
[CANCELLED] 1712599788112235041 ('MKU', 'ASK')
[CANCELLED] 1712599788112235043 ('IGM', 'ASK')
[CANCELLED] 1712599788112235046 ('BRV', 'BID')
1712599788112235047 ('EPT', 'BID') 30 4874 17
1712599788112235047 ('EPT', 'BID') 17 4875 16
1712599788112235050 ('DLO', 'ASK') 21 5145 -6
1712599788112235051 ('MKU', 'ASK') 30 4670 -7
1712599788112235051 ('MKU', 'ASK') 21 4669 -6
1712599788112235052 ('IGM', 'BID') 2 5188 17
1712599788112235054 ('BRV', 'BID') 18 5448 22
1712599788112235048 ('EPT', 'ASK') 4 4895 0
1712599788112235049 ('DLO', 'BID') 8 5130 0
[CANCELLED] 1712599788112235053 ('IGM', 'ASK')
[CANCELLED] 1712599788112235055 ('BRV', 'ASK')
[CANCELLED] 1712599788112235056 ('EPT', 'BID')
[CANCELLED] 1712599788112235057 ('MKU', 'ASK')
1712599788112235059 ('EPT', 'ASK') 8 4890 -1
1712599788112235063 ('MKU', 'ASK') 14 4683 0
1712599788112235058 ('EPT', 'BID') 14 4885 0
1712599788112235066 ('BRV', 'ASK') 18 5420 0
1712599788112235064 ('IGM', 'ASK') 29 5198 0
1712599788112235061 ('DLO', 'ASK') 6 5128 0
[CANCELLED] 1712599788112235060 ('DLO', 'BID')
[CANCELLED] 1712599788112235062 ('MKU', 'BID')
[CANCELLED] 1712599788112235065 ('BRV', 'BID')
[CANCELLED] 1712599788112235067 ('BRV', 'BID')
1712599788112235068 ('EPT', 'BID') 9 4879 11
1712599788112235071 ('DLO', 'ASK') 12 5136 -8
1712599788112235073 ('MKU', 'ASK') 4 4707 -6
1712599788112235077 ('BRV', 'ASK') 8 5437 -7
[REJECTED] 1712599788112235078 ('EPT', 'BID')
1712599788112235075 ('IGM', 'ASK') 8 5210 0
[CANCELLED] 1712599788112235069 ('EPT', 'ASK')
[CANCELLED] 1712599788112235070 ('DLO', 'BID')
[CANCELLED] 1712599788112235072 ('MKU', 'BID')
[CANCELLED] 1712599788112235074 ('IGM', 'BID')
[CANCELLED] 1712599788112235076 ('BRV', 'BID')
[CANCELLED] 1712599788112235079 ('MKU', 'BID')
1712599788112235081 ('EPT', 'ASK') 19 4888 -7
1712599788112235083 ('DLO', 'ASK') 5 5156 -4
1712599788112235087 ('IGM', 'ASK') 16 5227 -14
1712599788112235088 ('BRV', 'BID') 29 5411 18
[REJECTED] 1712599788112235091 ('BRV', 'BID')
1712599788112235084 ('MKU', 'BID') 23 4733 0
[CANCELLED] 1712599788112235080 ('EPT', 'BID')
[CANCELLED] 1712599788112235082 ('DLO', 'BID')
[CANCELLED] 1712599788112235085 ('MKU', 'ASK')
[CANCELLED] 1712599788112235086 ('IGM', 'BID')
[CANCELLED] 1712599788112235089 ('BRV', 'ASK')
[CANCELLED] 1712599788112235090 ('EPT', 'BID')
1712599788112235093 ('EPT', 'ASK') 8 4930 -5
1712599788112235095 ('DLO', 'ASK') 4 5191 -8
1712599788112235099 ('IGM', 'ASK') 5 5242 0
1712599788112235101 ('BRV', 'ASK') 17 5382 0
1712599788112235097 ('MKU', 'ASK') 10 4734 0
1712599788112235092 ('EPT', 'BID') 20 4921 0
[CANCELLED] 1712599788112235094 ('DLO', 'BID')
[CANCELLED] 1712599788112235096 ('MKU', 'BID')
[CANCELLED] 1712599788112235098 ('IGM', 'BID')
[CANCELLED] 1712599788112235100 ('BRV', 'BID')
[CANCELLED] 1712599788112235102 ('MKU', 'BID')
[CANCELLED] 1712599788112235103 ('BRV', 'BID')
1712599788112235104 ('EPT', 'BID') 9 4910 0
1712599788112235111 ('IGM', 'ASK') 5 5258 -4
1712599788112235107 ('DLO', 'ASK') 4 5198 0
1712599788112235113 ('BRV', 'ASK') 8 5420 -2
[REJECTED] 1712599788112235114 ('EPT', 'BID')
1712599788112235108 ('MKU', 'BID') 21 4743 0
[CANCELLED] 1712599788112235105 ('EPT', 'ASK')
[CANCELLED] 1712599788112235106 ('DLO', 'BID')
[CANCELLED] 1712599788112235109 ('MKU', 'ASK')
[CANCELLED] 1712599788112235110 ('IGM', 'BID')
[CANCELLED] 1712599788112235112 ('BRV', 'BID')
1712599788112235115 ('EPT', 'BID') 4 4884 6
1712599788112235119 ('MKU', 'BID') 7 4670 45
1712599788112235122 ('IGM', 'ASK') 4 5332 -28
1712599788112235124 ('BRV', 'ASK') 8 5473 -20
[REJECTED] 1712599788112235125 ('EPT', 'BID')
1712599788112235126 ('MKU', 'BID') 10 4670 25
1712599788112235121 ('IGM', 'BID') 20 5294 0
1712599788112235123 ('BRV', 'BID') 24 5451 0
1712599788112235118 ('DLO', 'ASK') 3 5205 0
1712599788112235127 ('BRV', 'BID') 10 5431 0
[CANCELLED] 1712599788112235116 ('EPT', 'ASK')
[CANCELLED] 1712599788112235117 ('DLO', 'BID')
[CANCELLED] 1712599788112235120 ('MKU', 'ASK')
[CANCELLED] 1712599788112235121 ('IGM', 'BID')
1712599788112235128 ('EPT', 'ASK') 30 4903 -13
1712599788112235130 ('DLO', 'ASK') 6 5216 -11
1712599788112235133 ('IGM', 'BID') 16 5229 99
[REJECTED] 1712599788112235135 ('BRV', 'BID')
1712599788112235132 ('MKU', 'ASK') 21 4655 0
[CANCELLED] 1712599788112235129 ('DLO', 'BID')
[CANCELLED] 1712599788112235131 ('MKU', 'BID')
[CANCELLED] 1712599788112235134 ('IGM', 'ASK')
[CANCELLED] 1712599788112235136 ('BRV', 'ASK')
[CANCELLED] 1712599788112235137 ('MKU', 'BID')
1712599788112235139 ('EPT', 'ASK') 8 4943 -4
1712599788112235141 ('DLO', 'ASK') 2 5243 -16
1712599788112235143 ('MKU', 'ASK') 7 4687 -25
1712599788112235145 ('IGM', 'ASK') 13 5245 -14
1712599788112235146 ('BRV', 'BID') 3 5361 40
[REJECTED] 1712599788112235148 ('BRV', 'BID')
[CANCELLED] 1712599788112235138 ('EPT', 'BID')
[CANCELLED] 1712599788112235140 ('DLO', 'BID')
[CANCELLED] 1712599788112235142 ('MKU', 'BID')
[CANCELLED] 1712599788112235144 ('IGM', 'BID')
[CANCELLED] 1712599788112235147 ('BRV', 'ASK')
1712599788112235150 ('EPT', 'ASK') 7 4964 -5
1712599788112235152 ('DLO', 'ASK') 2 5267 0
1712599788112235154 ('MKU', 'ASK') 6 4699 -1
1712599788112235155 ('IGM', 'BID') 10 5236 19
1712599788112235155 ('IGM', 'BID') 3 5237 18
[CANCELLED] 1712599788112235149 ('EPT', 'BID')
[CANCELLED] 1712599788112235151 ('DLO', 'BID')
[CANCELLED] 1712599788112235153 ('MKU', 'BID')
[CANCELLED] 1712599788112235156 ('IGM', 'ASK')
[CANCELLED] 1712599788112235157 ('BRV', 'ASK')
[CANCELLED] 1712599788112235158 ('MKU', 'BID')
1712599788112235159 ('EPT', 'BID') 21 4953 8
1712599788112235162 ('DLO', 'ASK') 2 5273 -2
1712599788112235165 ('IGM', 'BID') 7 5149 17
1712599788112235164 ('MKU', 'ASK') 5 4730 0
1712599788112235167 ('BRV', 'ASK') 30 5217 0
1712599788112235167 ('BRV', 'ASK') 11 5217 0
1712599788112235160 ('EPT', 'ASK') 6 4965 0
[CANCELLED] 1712599788112235161 ('DLO', 'BID')
[CANCELLED] 1712599788112235163 ('MKU', 'BID')
[CANCELLED] 1712599788112235166 ('IGM', 'ASK')
1712599788112235169 ('EPT', 'ASK') 8 4956 -4
1712599788112235170 ('DLO', 'BID') 30 5251 16
1712599788112235170 ('DLO', 'BID') 9 5252 15
1712599788112235172 ('MKU', 'BID') 30 4740 4
1712599788112235172 ('MKU', 'BID') 22 4741 3
1712599788112235174 ('IGM', 'BID') 8 5161 1
1712599788112235177 ('BRV', 'ASK') 6 5288 -27
[CANCELLED] 1712599788112235168 ('EPT', 'BID')
[CANCELLED] 1712599788112235171 ('DLO', 'ASK')
[CANCELLED] 1712599788112235173 ('MKU', 'ASK')
[CANCELLED] 1712599788112235175 ('IGM', 'ASK')
[CANCELLED] 1712599788112235176 ('BRV', 'BID')
1712599788112235179 ('EPT', 'ASK') 7 4992 -13
1712599788112235180 ('DLO', 'BID') 6 5217 4
1712599788112235182 ('MKU', 'BID') 5 4692 13
1712599788112235184 ('IGM', 'BID') 9 5108 18
1712599788112235186 ('BRV', 'BID') 12 5301 6
[REJECTED] 1712599788112235188 ('MKU', 'BID')
[CANCELLED] 1712599788112235178 ('EPT', 'BID')
[CANCELLED] 1712599788112235181 ('DLO', 'ASK')
[CANCELLED] 1712599788112235183 ('MKU', 'ASK')
[CANCELLED] 1712599788112235185 ('IGM', 'ASK')
[CANCELLED] 1712599788112235187 ('BRV', 'ASK')
1712599788112235189 ('EPT', 'BID') 21 4961 16
1712599788112235193 ('MKU', 'ASK') 22 4704 -6
1712599788112235197 ('BRV', 'ASK') 10 5321 -25
1712599788112235197 ('BRV', 'ASK') 3 5320 -24
1712599788112235191 ('DLO', 'BID') 6 5216 0
1712599788112235195 ('IGM', 'ASK') 40 5108 0
[CANCELLED] 1712599788112235190 ('EPT', 'ASK')
[CANCELLED] 1712599788112235192 ('DLO', 'ASK')
[CANCELLED] 1712599788112235194 ('IGM', 'BID')
[CANCELLED] 1712599788112235196 ('BRV', 'BID')
1712599788112235199 ('EPT', 'ASK') 14 4981 -13
1712599788112235200 ('DLO', 'BID') 7 5208 8
1712599788112235203 ('MKU', 'ASK') 8 4728 0
1712599788112235205 ('IGM', 'ASK') 6 5111 -11
1712599788112235206 ('BRV', 'BID') 13 5283 49
[CANCELLED] 1712599788112235198 ('EPT', 'BID')
[CANCELLED] 1712599788112235201 ('DLO', 'ASK')
[CANCELLED] 1712599788112235202 ('MKU', 'BID')
[CANCELLED] 1712599788112235204 ('IGM', 'BID')
[CANCELLED] 1712599788112235207 ('BRV', 'ASK')
1712599788112235209 ('EPT', 'ASK') 7 4987 -4
1712599788112235210 ('DLO', 'BID') 8 5194 3
1712599788112235215 ('IGM', 'ASK') 5 5152 -1
1712599788112235212 ('MKU', 'BID') 16 4757 0
1712599788112235216 ('BRV', 'BID') 7 5273 0
1712599788112235217 ('BRV', 'ASK') 13 5282 0
[CANCELLED] 1712599788112235208 ('EPT', 'BID')
[CANCELLED] 1712599788112235211 ('DLO', 'ASK')
[CANCELLED] 1712599788112235213 ('MKU', 'ASK')
[CANCELLED] 1712599788112235214 ('IGM', 'BID')
1712599788112235218 ('EPT', 'BID') 21 4996 2
1712599788112235222 ('MKU', 'BID') 9 4742 0
1712599788112235225 ('IGM', 'ASK') 5 5161 -3
1712599788112235227 ('BRV', 'ASK') 6 5287 0
1712599788112235219 ('EPT', 'ASK') 6 5002 0
1712599788112235220 ('DLO', 'BID') 8 5184 0
[CANCELLED] 1712599788112235221 ('DLO', 'ASK')
[CANCELLED] 1712599788112235223 ('MKU', 'ASK')
[CANCELLED] 1712599788112235224 ('IGM', 'BID')
[CANCELLED] 1712599788112235226 ('BRV', 'BID')
1712599788112235233 ('MKU', 'ASK') 27 4757 -22
1712599788112235234 ('IGM', 'BID') 27 5160 6
1712599788112235236 ('BRV', 'BID') 12 5348 22
1712599788112235231 ('DLO', 'ASK') 30 5188 0
1712599788112235231 ('DLO', 'ASK') 16 5188 0
[CANCELLED] 1712599788112235228 ('EPT', 'BID')
[CANCELLED] 1712599788112235229 ('EPT', 'ASK')
[CANCELLED] 1712599788112235230 ('DLO', 'BID')
[CANCELLED] 1712599788112235232 ('MKU', 'BID')
[CANCELLED] 1712599788112235235 ('IGM', 'ASK')
[CANCELLED] 1712599788112235237 ('BRV', 'ASK')
1712599788112235243 ('MKU', 'ASK') 7 4844 -28
1712599788112235245 ('IGM', 'ASK') 11 5165 0
1712599788112235240 ('DLO', 'BID') 14 5193 0
1712599788112235239 ('EPT', 'ASK') 16 5012 0
[CANCELLED] 1712599788112235238 ('EPT', 'BID')
[CANCELLED] 1712599788112235241 ('DLO', 'ASK')
[CANCELLED] 1712599788112235242 ('MKU', 'BID')
[CANCELLED] 1712599788112235244 ('IGM', 'BID')
[CANCELLED] 1712599788112235246 ('BRV', 'BID')
[CANCELLED] 1712599788112235247 ('BRV', 'ASK')
1712599788112235253 ('MKU', 'ASK') 7 4872 -11
1712599788112235255 ('IGM', 'ASK') 6 5216 -31
1712599788112235248 ('EPT', 'BID') 22 5013 0
1712599788112235257 ('BRV', 'ASK') 20 5332 0
1712599788112235250 ('DLO', 'BID') 6 5169 0
[CANCELLED] 1712599788112235249 ('EPT', 'ASK')
[CANCELLED] 1712599788112235251 ('DLO', 'ASK')
[CANCELLED] 1712599788112235252 ('MKU', 'BID')
[CANCELLED] 1712599788112235254 ('IGM', 'BID')
[CANCELLED] 1712599788112235256 ('BRV', 'BID')
1712599788112235259 ('EPT', 'ASK') 14 5021 -2
1712599788112235260 ('DLO', 'BID') 12 5164 6
1712599788112235262 ('MKU', 'BID') 25 4887 3
1712599788112235265 ('IGM', 'ASK') 5 5292 -12
1712599788112235267 ('BRV', 'ASK') 5 5383 -26
1712599788112235264 ('IGM', 'BID') 18 5276 0
1712599788112235263 ('MKU', 'ASK') 6 4894 0
[CANCELLED] 1712599788112235258 ('EPT', 'BID')
[CANCELLED] 1712599788112235261 ('DLO', 'ASK')
[CANCELLED] 1712599788112235266 ('BRV', 'BID')
1712599788112235271 ('DLO', 'ASK') 25 5172 0
1712599788112235274 ('IGM', 'BID') 7 5221 21
1712599788112235276 ('BRV', 'BID') 24 5358 0
1712599788112235272 ('MKU', 'BID') 8 4893 0
1712599788112235268 ('EPT', 'BID') 15 5040 0
1712599788112235273 ('MKU', 'ASK') 14 4897 0
1712599788112235269 ('EPT', 'ASK') 7 5042 0
1712599788112235277 ('BRV', 'ASK') 5 5362 0
[CANCELLED] 1712599788112235270 ('DLO', 'BID')
[CANCELLED] 1712599788112235275 ('IGM', 'ASK')
1712599788112235279 ('EPT', 'ASK') 8 5068 -17
1712599788112235283 ('MKU', 'ASK') 7 4918 -19
1712599788112235284 ('IGM', 'BID') 7 5206 5
1712599788112235286 ('BRV', 'BID') 6 5346 10
1712599788112235280 ('DLO', 'BID') 13 5170 0
[CANCELLED] 1712599788112235278 ('EPT', 'BID')
[CANCELLED] 1712599788112235281 ('DLO', 'ASK')
[CANCELLED] 1712599788112235282 ('MKU', 'BID')
[CANCELLED] 1712599788112235285 ('IGM', 'ASK')
[CANCELLED] 1712599788112235287 ('BRV', 'ASK')
1712599788112235292 ('MKU', 'BID') 14 4913 4
1712599788112235294 ('IGM', 'BID') 8 5179 5
1712599788112235296 ('BRV', 'BID') 7 5308 1
1712599788112235291 ('DLO', 'ASK') 10 5171 0
1712599788112235288 ('EPT', 'BID') 15 5079 0
1712599788112235297 ('BRV', 'ASK') 13 5313 0
[CANCELLED] 1712599788112235289 ('EPT', 'ASK')
[CANCELLED] 1712599788112235290 ('DLO', 'BID')
[CANCELLED] 1712599788112235293 ('MKU', 'ASK')
[CANCELLED] 1712599788112235295 ('IGM', 'ASK')
1712599788112235301 ('DLO', 'ASK') 6 5197 -7
1712599788112235302 ('MKU', 'BID') 8 4888 8
1712599788112235306 ('BRV', 'BID') 6 5294 15
1712599788112235305 ('IGM', 'ASK') 30 5177 0
1712599788112235305 ('IGM', 'ASK') 1 5177 0
1712599788112235298 ('EPT', 'BID') 8 5070 0
1712599788112235307 ('BRV', 'ASK') 6 5318 0
[CANCELLED] 1712599788112235299 ('EPT', 'ASK')
[CANCELLED] 1712599788112235300 ('DLO', 'BID')
[CANCELLED] 1712599788112235303 ('MKU', 'ASK')
[CANCELLED] 1712599788112235304 ('IGM', 'BID')
1712599788112235310 ('DLO', 'BID') 29 5191 5
1712599788112235312 ('MKU', 'BID') 9 4836 0
1712599788112235314 ('IGM', 'BID') 15 5192 7
1712599788112235309 ('EPT', 'ASK') 24 5059 0
1712599788112235317 ('BRV', 'ASK') 6 5324 -32
1712599788112235308 ('EPT', 'BID') 9 5050 0
[CANCELLED] 1712599788112235311 ('DLO', 'ASK')
[CANCELLED] 1712599788112235313 ('MKU', 'ASK')
[CANCELLED] 1712599788112235315 ('IGM', 'ASK')
[CANCELLED] 1712599788112235316 ('BRV', 'BID')
1712599788112235322 ('MKU', 'BID') 9 4797 23
1712599788112235324 ('IGM', 'BID') 7 5134 21
1712599788112235326 ('BRV', 'BID') 12 5349 5
1712599788112235318 ('EPT', 'BID') 16 5072 0
1712599788112235321 ('DLO', 'ASK') 13 5183 0
[CANCELLED] 1712599788112235319 ('EPT', 'ASK')
[CANCELLED] 1712599788112235320 ('DLO', 'BID')
[CANCELLED] 1712599788112235323 ('MKU', 'ASK')
[CANCELLED] 1712599788112235325 ('IGM', 'ASK')
[CANCELLED] 1712599788112235327 ('BRV', 'ASK')
1712599788112235331 ('DLO', 'ASK') 7 5203 -5
1712599788112235332 ('MKU', 'ASK') 30 4761 -1
1712599788112235332 ('MKU', 'ASK') 15 4760 0
1712599788112235333 ('IGM', 'BID') 8 5083 27
1712599788112235336 ('BRV', 'ASK') 13 5359 -2
1712599788112235329 ('EPT', 'ASK') 16 5049 0
[CANCELLED] 1712599788112235328 ('EPT', 'BID')
[CANCELLED] 1712599788112235330 ('DLO', 'BID')
[CANCELLED] 1712599788112235334 ('IGM', 'ASK')
[CANCELLED] 1712599788112235335 ('BRV', 'BID')
1712599788112235338 ('EPT', 'ASK') 8 5087 -13
1712599788112235339 ('DLO', 'BID') 21 5200 2
1712599788112235342 ('MKU', 'ASK') 6 4811 0
1712599788112235344 ('IGM', 'ASK') 30 5114 -25
1712599788112235345 ('BRV', 'BID') 13 5363 8
1712599788112235340 ('DLO', 'ASK') 6 5204 0
[CANCELLED] 1712599788112235337 ('EPT', 'BID')
[CANCELLED] 1712599788112235341 ('MKU', 'BID')
[CANCELLED] 1712599788112235343 ('IGM', 'BID')
[CANCELLED] 1712599788112235346 ('BRV', 'ASK')
1712599788112235347 ('EPT', 'BID') 24 5071 17
1712599788112235350 ('DLO', 'ASK') 14 5207 -8
1712599788112235351 ('MKU', 'BID') 11 4800 12
1712599788112235354 ('IGM', 'ASK') 6 5155 -31
1712599788112235355 ('BRV', 'BID') 6 5248 110
[CANCELLED] 1712599788112235348 ('EPT', 'ASK')
[CANCELLED] 1712599788112235349 ('DLO', 'BID')
[CANCELLED] 1712599788112235352 ('MKU', 'ASK')
[CANCELLED] 1712599788112235353 ('IGM', 'BID')
[CANCELLED] 1712599788112235356 ('BRV', 'ASK')
[REJECTED] 1712599788112235357 ('EPT', 'BID')
1712599788112235359 ('DLO', 'BID') 15 5196 13
1712599788112235361 ('MKU', 'BID') 16 4786 13
1712599788112235364 ('IGM', 'ASK') 12 5140 0
1712599788112235365 ('BRV', 'BID') 13 5078 172
1712599788112235363 ('IGM', 'BID') 21 5131 0
[CANCELLED] 1712599788112235358 ('EPT', 'ASK')
[CANCELLED] 1712599788112235360 ('DLO', 'ASK')
[CANCELLED] 1712599788112235362 ('MKU', 'ASK')
[CANCELLED] 1712599788112235366 ('BRV', 'ASK')
1712599788112235369 ('DLO', 'BID') 21 5197 0
1712599788112235371 ('MKU', 'BID') 23 4783 2
1712599788112235373 ('IGM', 'BID') 26 5118 42
[REJECTED] 1712599788112235375 ('BRV', 'BID')
[CANCELLED] 1712599788112235367 ('EPT', 'BID')
[CANCELLED] 1712599788112235368 ('EPT', 'ASK')
[CANCELLED] 1712599788112235370 ('DLO', 'ASK')
[CANCELLED] 1712599788112235372 ('MKU', 'ASK')
[CANCELLED] 1712599788112235374 ('IGM', 'ASK')
[CANCELLED] 1712599788112235376 ('BRV', 'ASK')
[REJECTED] 1712599788112235379 ('DLO', 'BID')
[REJECTED] 1712599788112235381 ('MKU', 'BID')
1712599788112235382 ('MKU', 'ASK') 25 4791 -4
[REJECTED] 1712599788112235383 ('IGM', 'BID')
1712599788112235385 ('BRV', 'BID') 16 4918 70
1712599788112235384 ('IGM', 'ASK') 23 5125 0
1712599788112235377 ('EPT', 'BID') 14 5024 0
1712599788112235380 ('DLO', 'ASK') 23 5200 0
[CANCELLED] 1712599788112235378 ('EPT', 'ASK')
[CANCELLED] 1712599788112235386 ('BRV', 'ASK')
[REJECTED] 1712599788112235387 ('EPT', 'BID')
1712599788112235390 ('DLO', 'ASK') 30 5206 -8
1712599788112235390 ('DLO', 'ASK') 3 5205 -7
1712599788112235392 ('MKU', 'ASK') 8 4823 -21
1712599788112235394 ('IGM', 'ASK') 30 5175 -47
1712599788112235394 ('IGM', 'ASK') 2 5174 -46
[CANCELLED] 1712599788112235388 ('EPT', 'ASK')
[CANCELLED] 1712599788112235389 ('DLO', 'BID')
[CANCELLED] 1712599788112235391 ('MKU', 'BID')
[CANCELLED] 1712599788112235393 ('IGM', 'BID')
[CANCELLED] 1712599788112235395 ('BRV', 'ASK')
1712599788112235396 ('EPT', 'ASK') 30 4969 -10
1712599788112235396 ('EPT', 'ASK') 21 4968 -9
1712599788112235397 ('DLO', 'BID') 13 5199 7
1712599788112235402 ('IGM', 'ASK') 3 5201 -12
1712599788112235403 ('BRV', 'ASK') 30 4980 -87
1712599788112235403 ('BRV', 'ASK') 23 4979 -86
[CANCELLED] 1712599788112235398 ('DLO', 'ASK')
[CANCELLED] 1712599788112235399 ('MKU', 'BID')
[CANCELLED] 1712599788112235400 ('MKU', 'ASK')
[CANCELLED] 1712599788112235401 ('IGM', 'BID')
1712599788112235405 ('EPT', 'ASK') 5 4951 -7
1712599788112235406 ('DLO', 'BID') 5 5181 17
1712599788112235409 ('MKU', 'ASK') 14 4851 -16
1712599788112235411 ('IGM', 'ASK') 3 5288 -39
1712599788112235412 ('BRV', 'BID') 5 4904 29
1712599788112235408 ('MKU', 'BID') 22 4833 0
[CANCELLED] 1712599788112235404 ('EPT', 'BID')
[CANCELLED] 1712599788112235407 ('DLO', 'ASK')
[CANCELLED] 1712599788112235410 ('IGM', 'BID')
[CANCELLED] 1712599788112235413 ('BRV', 'ASK')
1712599788112235414 ('EPT', 'BID') 10 4963 1
1712599788112235417 ('DLO', 'ASK') 15 5202 -25
1712599788112235418 ('MKU', 'BID') 8 4798 38
1712599788112235421 ('IGM', 'ASK') 2 5325 0
1712599788112235422 ('BRV', 'BID') 6 4849 18
1712599788112235415 ('EPT', 'ASK') 5 4968 0
[CANCELLED] 1712599788112235416 ('DLO', 'BID')
[CANCELLED] 1712599788112235419 ('MKU', 'ASK')
[CANCELLED] 1712599788112235420 ('IGM', 'BID')
[CANCELLED] 1712599788112235423 ('BRV', 'ASK')
