1712713890367047168 ('EPT', <Side.BUY: 1>) 1 4882 0
[CANCELLED] 1712713890367049302 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049303 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049304 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049306 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049307 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049308 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049309 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049310 ('DLO', <Side.SELL: 2>)
1712713890367049330 ('DLO', <Side.BUY: 1>) 1 4926 7
[CANCELLED] 1712713890367049312 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049314 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049316 ('MKU', <Side.SELL: 2>)
1712713890367049331 ('MKU', <Side.BUY: 1>) 1 4889 25
[CANCELLED] 1712713890367049297 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049317 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049319 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049321 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049322 ('IGM', <Side.SELL: 2>)
1712713890367049332 ('IGM', <Side.BUY: 1>) 1 5127 9
[CANCELLED] 1712713890367049324 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049326 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049328 ('BRV', <Side.SELL: 2>)
1712713890367049333 ('BRV', <Side.BUY: 1>) 1 4921 0
1712713890367049346 ('MKU', <Side.BUY: 1>) 2 4875 19
1712713890367049358 ('BRV', <Side.BUY: 1>) 2 4843 58
1712713890367049360 ('BRV', <Side.BUY: 1>) 2 4843 38
1712713890367049362 ('BRV', <Side.BUY: 1>) 2 4843 18
[CANCELLED] 1712713890367049329 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049334 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049335 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049336 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049337 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049338 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049339 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049340 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049341 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049342 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049343 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049344 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049345 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049347 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049348 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049349 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049350 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049351 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049352 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049353 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049354 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049355 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049356 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049357 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049359 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049361 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049363 ('BRV', <Side.SELL: 2>)
1712713890367049394 ('BRV', <Side.SELL: 2>) 2 4882 0
1712713890367049396 ('BRV', <Side.SELL: 2>) 2 4902 0
1712713890367049398 ('BRV', <Side.SELL: 2>) 2 4922 0
[CANCELLED] 1712713890367049364 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049369 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049370 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049371 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049372 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049373 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049374 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049365 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049375 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049376 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049377 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049378 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049379 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049380 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049366 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049381 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049382 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049383 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049384 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049385 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049386 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049367 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049387 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049388 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049389 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049390 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049391 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049392 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049368 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049393 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049395 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049397 ('BRV', <Side.BUY: 1>)
1712713890367049429 ('BRV', <Side.SELL: 2>) 2 4944 0
1712713890367049399 ('EPT', <Side.BUY: 1>) 1 4956 0
1712713890367049423 ('IGM', <Side.SELL: 2>) 2 5165 0
1712713890367049431 ('BRV', <Side.SELL: 2>) 2 4964 0
1712713890367049425 ('IGM', <Side.SELL: 2>) 2 5185 0
1712713890367049427 ('IGM', <Side.SELL: 2>) 2 5205 0
1712713890367049404 ('EPT', <Side.BUY: 1>) 2 4936 0
1712713890367049417 ('MKU', <Side.SELL: 2>) 2 4961 0
1712713890367049411 ('DLO', <Side.SELL: 2>) 2 4966 0
1712713890367049406 ('EPT', <Side.BUY: 1>) 2 4916 0
1712713890367049419 ('MKU', <Side.SELL: 2>) 2 4981 0
1712713890367049413 ('DLO', <Side.SELL: 2>) 2 4986 0
1712713890367049421 ('MKU', <Side.SELL: 2>) 2 5001 0
[CANCELLED] 1712713890367049405 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049407 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049408 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049409 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049400 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049410 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049412 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049414 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049415 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049401 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049416 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049418 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049420 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049402 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049422 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049424 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049426 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049403 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049428 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049430 ('BRV', <Side.BUY: 1>)
1712713890367049450 ('MKU', <Side.SELL: 2>) 2 5019 -3
1712713890367049462 ('BRV', <Side.SELL: 2>) 2 5066 0
1712713890367049456 ('IGM', <Side.SELL: 2>) 2 5280 0
[CANCELLED] 1712713890367049432 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049437 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049438 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049439 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049440 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049441 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049442 ('EPT', <Side.SELL: 2>)
1712713890367049467 ('EPT', <Side.BUY: 1>) 1 4922 8
[CANCELLED] 1712713890367049433 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049443 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049444 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049445 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049446 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049447 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049448 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049434 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049449 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049451 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049452 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049453 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049454 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049435 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049455 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049457 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049458 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049459 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049460 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049436 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049461 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049463 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049464 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049465 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049466 ('BRV', <Side.SELL: 2>)
1712713890367049471 ('BRV', <Side.BUY: 1>) 1 5063 0
1712713890367049469 ('MKU', <Side.BUY: 1>) 1 5023 0
1712713890367049468 ('DLO', <Side.BUY: 1>) 1 4995 0
1712713890367049496 ('BRV', <Side.BUY: 1>) 2 5043 0
1712713890367049498 ('BRV', <Side.BUY: 1>) 2 5023 0
1712713890367049470 ('IGM', <Side.BUY: 1>) 1 5271 0
1712713890367049484 ('MKU', <Side.BUY: 1>) 2 5003 0
1712713890367049490 ('IGM', <Side.BUY: 1>) 2 5251 0
1712713890367049492 ('IGM', <Side.BUY: 1>) 2 5231 0
[CANCELLED] 1712713890367049472 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049473 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049474 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049475 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049476 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049477 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049478 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049479 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049480 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049481 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049482 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049483 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049485 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049486 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049487 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049488 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049489 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049491 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049493 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049494 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049495 ('IGM', <Side.SELL: 2>)
1712713890367049502 ('IGM', <Side.BUY: 1>) 1 5216 15
[CANCELLED] 1712713890367049497 ('BRV', <Side.SELL: 2>)
1712713890367049501 ('MKU', <Side.BUY: 1>) 1 4984 0
1712713890367049503 ('BRV', <Side.BUY: 1>) 1 4997 0
1712713890367049500 ('DLO', <Side.BUY: 1>) 1 4976 0
1712713890367049522 ('IGM', <Side.BUY: 1>) 2 5211 0
1712713890367049528 ('BRV', <Side.BUY: 1>) 2 4977 0
1712713890367049524 ('IGM', <Side.BUY: 1>) 2 5191 0
[CANCELLED] 1712713890367049499 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049504 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049505 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049506 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049507 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049508 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049509 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049510 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049511 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049512 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049513 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049514 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049515 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049516 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049517 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049518 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049519 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049520 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049521 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049523 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049525 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049526 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049527 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049529 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049530 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049531 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049532 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049533 ('BRV', <Side.SELL: 2>)
1712713890367049534 ('EPT', <Side.BUY: 1>) 1 4946 0
1712713890367049539 ('EPT', <Side.BUY: 1>) 2 4926 0
1712713890367049541 ('EPT', <Side.BUY: 1>) 2 4906 0
1712713890367049558 ('IGM', <Side.SELL: 2>) 2 5229 0
1712713890367049560 ('IGM', <Side.SELL: 2>) 2 5249 0
1712713890367049562 ('IGM', <Side.SELL: 2>) 2 5269 0
1712713890367049564 ('BRV', <Side.SELL: 2>) 2 5054 0
[CANCELLED] 1712713890367049540 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049542 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049543 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049544 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049535 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049545 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049546 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049547 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049548 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049549 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049550 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049536 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049551 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049552 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049553 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049554 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049555 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049556 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049537 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049557 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049559 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049561 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049538 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049563 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049565 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049566 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049567 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049568 ('BRV', <Side.SELL: 2>)
1712713890367049570 ('DLO', <Side.BUY: 1>) 1 4972 0
[CANCELLED] 1712713890367049569 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049574 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049575 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049576 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049577 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049578 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049579 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049580 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049581 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049582 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049583 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049584 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049585 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049571 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049586 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049587 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049588 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049589 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049590 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049591 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049572 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049592 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049593 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049594 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049595 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049596 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049597 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049573 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049598 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049599 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049600 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049601 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049602 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049603 ('BRV', <Side.SELL: 2>)
1712713890367049634 ('BRV', <Side.SELL: 2>) 1 5083 0
1712713890367049628 ('IGM', <Side.SELL: 2>) 2 5317 0
1712713890367049622 ('MKU', <Side.SELL: 2>) 2 5037 0
1712713890367049604 ('EPT', <Side.BUY: 1>) 1 4905 0
1712713890367049624 ('MKU', <Side.SELL: 2>) 2 5057 0
[CANCELLED] 1712713890367049609 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049610 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049611 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049612 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049613 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049614 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049605 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049615 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049616 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049617 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049618 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049619 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049620 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049606 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049621 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049623 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049625 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049626 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049607 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049627 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049629 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049630 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049631 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049632 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049608 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049633 ('BRV', <Side.BUY: 1>)
1712713890367049659 ('IGM', <Side.SELL: 2>) 2 5339 0
1712713890367049635 ('EPT', <Side.BUY: 1>) 1 4906 0
1712713890367049661 ('IGM', <Side.SELL: 2>) 2 5359 0
1712713890367049640 ('EPT', <Side.BUY: 1>) 2 4886 0
1712713890367049637 ('MKU', <Side.BUY: 1>) 1 5045 0
1712713890367049663 ('IGM', <Side.SELL: 2>) 2 5379 0
[CANCELLED] 1712713890367049641 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049642 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049643 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049644 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049645 ('EPT', <Side.SELL: 2>)
1712713890367049670 ('EPT', <Side.BUY: 1>) 1 4886 1
[CANCELLED] 1712713890367049636 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049646 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049647 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049648 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049649 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049650 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049651 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049652 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049653 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049654 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049655 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049656 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049657 ('MKU', <Side.SELL: 2>)
1712713890367049672 ('MKU', <Side.BUY: 1>) 1 5039 7
[CANCELLED] 1712713890367049638 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049658 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049660 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049662 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049639 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049664 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049665 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049666 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049667 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712713890367049668 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712713890367049669 ('BRV', <Side.SELL: 2>)
1712713890367049674 ('BRV', <Side.BUY: 1>) 1 5112 11
1712713890367049699 ('BRV', <Side.BUY: 1>) 2 5103 0
1712713890367049673 ('IGM', <Side.BUY: 1>) 1 5367 0
[CANCELLED] 1712713890367049675 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049676 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049677 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049678 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049679 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712713890367049680 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712713890367049671 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049681 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049682 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049683 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049684 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712713890367049685 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712713890367049686 ('DLO', <Side.SELL: 2>)
1712713890367049701 ('BRV', <Side.BUY: 1>) 2 5083 0
1712713890367049687 ('MKU', <Side.BUY: 1>) 2 5026 0
[CANCELLED] 1712713890367049688 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049689 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049690 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712713890367049691 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712713890367049692 ('MKU', <Side.SELL: 2>)
1712713890367049707 ('MKU', <Side.BUY: 1>) 1 5025 7
[CANCELLED] 1712713890367049693 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049694 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049695 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712713890367049696 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712713890367049697 ('IGM', <Side.BUY: 1>)
